gene,n_complete,protein_coverage,spearman_rho,spearman_p,rna_to_protein_slope,rna_to_protein_intercept,n_high_rna,n_high_rna_unexpected_low_protein,fraction_high_rna_unexpected_low_protein,median_residual_z_among_high_rna,n_low_rna,n_low_rna_unexpected_high_protein,spearman_fdr,protein_detected,detected_fraction,total_patients,triangulation_class
TMBIM6,62,0.6458333333333334,0.3200372692704792,0.011220075496160276,0.327452873717888,2.437286483747414e-16,11,2,0.18181818181818182,-0.08228731994589357,10,0,0.018675779143333376,0.0,0.3333333333333333,12.0,assay_ambiguous
TSPAN31,74,0.7708333333333334,0.35380970011106994,0.0019850702199906427,0.4292480747857081,7.494005416219807e-16,11,2,0.18181818181818182,-0.2569151045006408,12,2,0.0038666120194836774,0.0,0.3636363636363636,11.0,assay_ambiguous
CD300A,67,0.6979166666666666,0.6080293718572911,4.838836074565653e-08,0.5252781243780976,-1.214306433183765e-15,6,1,0.16666666666666666,0.2866228818771506,2,0,2.43438047186915e-07,0.0,0.2222222222222222,9.0,assay_ambiguous
CDH5,51,0.53125,0.309683257918552,0.027006037243103225,0.21992438670363124,4.718447854656915e-15,6,1,0.16666666666666666,-0.17769962794704755,1,0,0.04110259514472304,0.0,0.5,12.0,assay_ambiguous
CEACAM6,74,0.7708333333333334,0.2511810440577563,0.030874038365970666,0.26845263542026043,-2.246466901389965e-16,12,2,0.16666666666666666,0.15486469730148197,10,2,0.046415786308677744,0.0,0.25,12.0,assay_ambiguous
CLSTN1,74,0.7708333333333334,0.15782302850796,0.17928325019277272,0.14098666838416893,-5.856426454897701e-15,12,2,0.16666666666666666,-0.05231057577987761,12,1,0.22357438515879818,0.0,0.3,10.0,assay_ambiguous
FZD10,50,0.5208333333333334,0.04182472989195678,0.7730471133840359,-0.013832630845241965,-7.91033905045424e-15,6,1,0.16666666666666666,0.027020963717302685,0,0,0.8047631083271329,0.0,0.0,11.0,assay_ambiguous
IGF2BP3,56,0.5833333333333334,0.9291866028708134,5.2799746375015465e-25,0.8844786436850388,3.622102617839573e-15,12,2,0.16666666666666666,-0.4404478931196215,0,0,9.750353163919523e-23,0.0,0.4,10.0,assay_ambiguous
PCP4L1,48,0.5,0.3504942408876914,0.014593473690098986,0.3612903209209044,4.413136522884997e-15,6,1,0.16666666666666666,0.535399601075961,0,0,0.023685891868109876,0.0,0.0833333333333333,12.0,assay_ambiguous
PF4,67,0.6979166666666666,0.19462792697310377,0.11450789027299367,0.2536414371553075,-1.5057399771478686e-15,6,1,0.16666666666666666,-0.13765491425693627,0,0,0.14988156222383578,0.0,0.0909090909090909,11.0,assay_ambiguous
PHRF1,70,0.7291666666666666,0.03542997113113463,0.7709117965466665,-0.012589761529317012,5.4713178432308496e-15,12,2,0.16666666666666666,-0.3696219954204274,9,1,0.8029173779480243,0.0,0.0833333333333333,12.0,assay_ambiguous
SLC11A2,68,0.7083333333333334,0.4370729472840401,0.00019402613585036563,0.5649969532573912,4.881511861398735e-15,6,1,0.16666666666666666,-0.0007377608877914971,0,0,0.0004638208382356097,0.0,0.5,12.0,assay_ambiguous
SLC25A17,59,0.6145833333333334,0.12092343658679137,0.3616049951640039,0.06530245647878193,-1.049160758270773e-14,6,1,0.16666666666666666,-0.25576238441119814,4,2,0.4159802747621211,0.0,0.0,11.0,assay_ambiguous
SPC24,65,0.6770833333333334,0.21215034965034965,0.0897732239648416,0.17165220960277908,-4.288236432614667e-15,6,1,0.16666666666666666,0.5160158366836027,4,0,0.12039790052819588,0.0,0.1818181818181818,11.0,assay_ambiguous
TTC5,60,0.625,0.41594887468741326,0.0009487466629607289,0.3728835369824628,6.501743587961073e-15,6,1,0.16666666666666666,-0.3464153943667374,8,0,0.00198341755200092,0.0,0.4545454545454545,11.0,assay_ambiguous
UNC13B,69,0.71875,0.5631348191450494,4.7264382597039327e-07,0.5300738304071586,-4.6629367034256575e-15,12,2,0.16666666666666666,0.16078124267933408,12,0,1.94078823659739e-06,0.0,0.25,12.0,assay_ambiguous
HABP4,65,0.6770833333333334,0.2541958041958042,0.04102044290842447,0.16862890950660525,-6.855627177060342e-15,13,2,0.15384615384615385,-0.022496593919012264,12,2,0.05997446766114051,0.0,0.0909090909090909,11.0,assay_ambiguous
UVRAG,72,0.75,0.008521448324651104,0.9433637884404833,-0.0018728181387127826,-3.578734530940153e-15,13,2,0.15384615384615385,0.09593464673956408,10,1,0.9517388806340019,0.0,0.25,12.0,assay_ambiguous
WDR6,62,0.6458333333333334,0.22132406637959257,0.0838534975644335,0.1369832857788981,-9.457712391025552e-15,13,2,0.15384615384615385,-0.028683385255292296,10,2,0.11337361232628715,0.0,0.2727272727272727,11.0,assay_ambiguous
C4ORF33,53,0.5520833333333334,-0.00024189646831156264,0.9986284055739432,0.11484262747911722,-5.828670879282072e-15,7,1,0.14285714285714285,-0.20327922030931314,7,2,0.9986284055739432,0.0,0.0,12.0,assay_ambiguous
ENPP3,53,0.5520833333333334,0.011933559103370423,0.9324132594301968,0.013111491976694617,-1.609823385706477e-15,7,1,0.14285714285714285,0.19837578665135708,0,0,0.9430523883602538,0.0,0.25,12.0,assay_ambiguous
ESPN,71,0.7395833333333334,0.4742790073775989,2.9372015960088712e-05,0.39735220213423583,1.781561009828181e-15,7,1,0.14285714285714285,0.4314209327860696,6,0,8.409352373069326e-05,0.0,0.1666666666666666,12.0,assay_ambiguous
FRK,53,0.5520833333333334,0.08498629253346233,0.5451441008234016,0.09403884323248927,2.3418766925686896e-17,7,1,0.14285714285714285,-0.38689016036705637,8,0,0.5956801417281351,0.0,0.25,12.0,assay_ambiguous
NAA30,54,0.5625,0.618982275586049,6.06611453577736e-07,0.6619541594304322,5.0133508455729725e-16,7,1,0.14285714285714285,-0.22638808904532784,7,0,2.432299724598787e-06,0.0,0.0833333333333333,12.0,assay_ambiguous
NPL,67,0.6979166666666666,0.416713225317264,0.0004518903855417344,0.4696346359115758,1.994931997373328e-15,7,1,0.14285714285714285,0.09774915716603101,2,0,0.001008448231984374,0.0,0.0,12.0,assay_ambiguous
PCSK1N,67,0.6979166666666666,0.4066179780017917,0.0006390271123441912,0.24239385853089956,-7.494005416219807e-15,7,1,0.14285714285714285,-0.14974124622235396,0,0,0.0013824445957904923,0.0,0.0,12.0,assay_ambiguous
PSTPIP1,55,0.5729166666666666,0.4955988455988457,0.00011944338734065581,0.44317972216646007,1.2212019590007728e-14,7,1,0.14285714285714285,-0.36885650053491226,2,0,0.00029863092855986456,0.0,0.0,11.0,assay_ambiguous
RBM15B,74,0.7708333333333334,0.18519067012217694,0.11418795584304628,0.21039933891068607,5.592748486549226e-15,14,2,0.14285714285714285,-0.15745226456346229,10,1,0.1494922273423733,0.0,0.3636363636363636,11.0,assay_ambiguous
SLC25A35,53,0.5520833333333334,0.22625383002741495,0.1032964304402482,0.2761833656785725,-2.789435349370706e-15,7,1,0.14285714285714285,0.07656636192930502,4,0,0.13660526547976326,0.0,0.0,11.0,assay_ambiguous
SPN,51,0.53125,0.22262443438914029,0.11636407078401176,0.2421211553603998,7.799316747991725e-15,7,1,0.14285714285714285,-0.15489930205097574,4,1,0.1519474373489818,0.0,0.0,12.0,assay_ambiguous
TPCN1,48,0.5,0.09954407294832826,0.5008472639504962,0.10360241544850907,-3.2144426009850235e-15,7,1,0.14285714285714285,0.27226873412465835,8,1,0.5531870095934371,0.0,0.25,12.0,assay_ambiguous
TRIM13,50,0.5208333333333334,0.13354141656662666,0.35520157778493333,0.11654212254176562,0.0,7,1,0.14285714285714285,0.22602294620643634,8,1,0.40974841039636245,0.0,0.0,12.0,assay_ambiguous
CBLB,73,0.7604166666666666,0.22016537085030236,0.06125317532677921,0.2316613468558496,-2.456368441983159e-15,8,1,0.125,-0.03700464656875319,14,1,0.08574670658505541,0.0,0.2727272727272727,11.0,assay_ambiguous
CMTM6,69,0.71875,0.2480453050785532,0.039877728044998055,0.27839825861292306,-1.4606371667724716e-14,8,1,0.125,0.19086266027518392,6,2,0.05843225392178688,0.0,0.1666666666666666,12.0,assay_ambiguous
DNAAF1,63,0.65625,0.05722034875062523,0.655999696400963,0.08790399401621346,1.0408340855860843e-15,8,1,0.125,0.007746695098243966,2,0,0.6988919842425644,0.0,0.0,12.0,assay_ambiguous
FMNL2,75,0.78125,0.3586913229018492,0.0015774325905622802,0.2958564424117371,-1.5230872119076366e-15,16,2,0.125,0.34941257501958584,14,1,0.003137873088587085,0.0,0.0,11.0,assay_ambiguous
GALC,69,0.71875,0.6039093898428937,3.940844050969496e-08,0.6593394686198568,2.275957200481571e-15,8,1,0.125,-0.08345743938573273,5,1,2.010647064531482e-07,0.0,0.3333333333333333,12.0,assay_ambiguous
MAP1LC3A,71,0.7395833333333334,0.13390342052313883,0.2655858114349354,0.1538169468970717,-9.367506770274758e-15,8,1,0.125,-0.4180681061297905,12,1,0.3174423722436984,0.0,0.1,10.0,assay_ambiguous
MYL4,53,0.5520833333333334,0.05644250927269795,0.6881037438490616,0.0046826737349164455,5.655198531684391e-15,8,1,0.125,0.3025636735452476,10,0,0.7280779387408183,0.0,0.0,12.0,assay_ambiguous
PTPRG,72,0.75,0.06299440478487363,0.5991016227995845,0.05161616544764324,-1.0408340855860843e-15,8,1,0.125,0.22880939093283134,12,1,0.6454104016158868,0.0,0.0,12.0,assay_ambiguous
SYNC,76,0.7916666666666666,0.527136021872864,9.973997382373527e-07,0.2793714905317905,8.326672684688674e-16,8,1,0.125,-0.027415443349613336,4,0,3.826147409002839e-06,0.0,0.1818181818181818,11.0,assay_ambiguous
TACSTD2,50,0.5208333333333334,0.8874429771908763,9.173141173627294e-18,0.8215803119162243,1.6653345369377348e-15,8,1,0.125,0.6058007614251397,0,0,3.3507166221029807e-16,0.0,0.25,12.0,assay_ambiguous
THBD,72,0.75,0.17145797157373469,0.14984045360220116,0.1506951927646254,-4.0419056990259605e-15,8,1,0.125,0.045875648983674015,8,0,0.19075820290069576,0.0,0.0,12.0,assay_ambiguous
UNC119B,63,0.65625,0.3800883256528418,0.0021216487621251692,0.48821469178132415,6.147859998861804e-15,8,1,0.125,0.2561487611321072,6,1,0.004109767182578125,0.0,0.0,12.0,assay_ambiguous
VASN,66,0.6875,0.14518317503392134,0.24478377047003086,0.21694907212499578,-4.85722573273506e-16,8,1,0.125,-0.27735640708154446,3,0,0.29560808466571575,0.0,0.0833333333333333,12.0,assay_ambiguous
YRDC,62,0.6458333333333334,0.010752688172043012,0.9338944280956081,0.15654240206680092,-1.5265566588595902e-16,8,1,0.125,-0.2269135564279157,8,1,0.9437269466607254,0.0,0.0,12.0,assay_ambiguous
ZNF74,65,0.6770833333333334,-0.045454545454545456,0.7191899958461847,-0.04683379909335959,-4.163336342344337e-16,8,1,0.125,-0.3761156725744519,6,1,0.7567545255437538,0.0,0.4166666666666667,12.0,assay_ambiguous
CD180,75,0.78125,0.20733997155049788,0.07427607807676104,0.31499132102718197,1.3114509478384662e-15,9,1,0.1111111111111111,-0.6123536306843844,7,4,0.10198004276214526,0.0,0.0,11.0,assay_ambiguous
ELP6,75,0.78125,0.20472261735419625,0.07808888930532303,0.062488624043919624,-9.492406860545088e-15,9,1,0.1111111111111111,0.1612907049910207,9,0,0.10631475242715288,0.0,0.0833333333333333,12.0,assay_ambiguous
HEATR6,64,0.6666666666666666,0.13905677655677653,0.27313864637535334,0.023416574232919984,-8.881784197001252e-16,9,1,0.1111111111111111,0.5332725135563677,10,3,0.3253584879239113,0.0,0.3333333333333333,12.0,assay_ambiguous
HSPA1L,62,0.6458333333333334,-0.1271939764800685,0.32454894132603707,-0.14998711820388122,9.159339953157541e-15,9,1,0.1111111111111111,0.12650368430028586,9,3,0.3784601582065417,0.0,0.0,11.0,assay_ambiguous
LRRC15,75,0.78125,0.6363584637268848,8.474170676721144e-10,0.5622297033565011,6.050715484207103e-15,9,1,0.1111111111111111,-0.35944160753742643,0,0,5.99322198498321e-09,0.0,0.25,12.0,assay_ambiguous
MAPKAP1,61,0.6354166666666666,-0.14833421470121627,0.2539178752676203,-0.00937234897397008,-1.9761969838327786e-14,9,1,0.1111111111111111,0.23251726281918136,6,1,0.3055840033995546,0.0,0.0,12.0,assay_ambiguous
MEI1,71,0.7395833333333334,0.15358819584171696,0.20097148825727212,0.1389301575628738,-1.3548190347378863e-15,9,1,0.1111111111111111,-0.021384319385133802,9,1,0.2475557631896137,0.0,0.5,12.0,assay_ambiguous
MTHFSD,51,0.53125,0.33710407239819007,0.015563540318944677,0.29368957928621303,4.242266260501282e-15,9,1,0.1111111111111111,0.4759773384610471,5,1,0.025107794044154984,0.0,0.3636363636363636,11.0,assay_ambiguous
NXPE1,48,0.5,0.5059704732957012,0.00024372667031548535,0.42857276627779617,2.3175905639050143e-15,9,1,0.1111111111111111,-0.09636069759831273,0,0,0.0005729472787331494,0.0,0.0,12.0,assay_ambiguous
RAB3B,75,0.78125,0.38534850640113794,0.0006400985112741778,0.41448510194785243,-4.0592529337857286e-15,9,1,0.1111111111111111,0.629967250787624,0,0,0.0013843119398018002,0.0,0.0,11.0,assay_ambiguous
SIDT2,48,0.5,0.33619192357794186,0.019477481592988823,0.31843967877039,-5.048045315092509e-15,9,1,0.1111111111111111,0.0791489678251103,7,2,0.030713068697862833,0.0,0.2,10.0,assay_ambiguous
STK11IP,56,0.5833333333333334,-0.050034176349965834,0.7142112492638459,-0.06330605289482359,2.095545958979983e-15,9,1,0.1111111111111111,0.5671332555027405,9,1,0.7521109433084188,0.0,0.2727272727272727,11.0,assay_ambiguous
TSPYL5,54,0.5625,0.3420240137221269,0.011361025730764768,0.08026802527304423,-4.930084118726086e-15,9,1,0.1111111111111111,0.27626561259527305,7,0,0.018896196912215207,0.0,0.0,12.0,assay_ambiguous
ZMIZ2,53,0.5520833333333334,0.15981293339783909,0.2530062296371364,-0.018106512500749683,1.7555401576885288e-15,9,1,0.1111111111111111,0.3655850038425004,11,0,0.30481794393397665,0.0,0.2,10.0,assay_ambiguous
BOLA1,66,0.6875,0.2513933827366664,0.041736929982780724,0.29078923480093255,-8.326672684688674e-16,10,1,0.1,0.5243992972927376,6,1,0.060941601257528275,0.0,0.25,12.0,assay_ambiguous
CCDC61,58,0.6041666666666666,-0.03220646590175029,0.8103302703688413,0.018825946802110145,2.2152418788223827e-15,10,1,0.1,-0.12200466619414707,10,1,0.8376730893192438,0.0,0.2,10.0,assay_ambiguous
HERC1,68,0.7083333333333334,0.08997213421384126,0.46560064335151874,0.05362140069288388,-9.992007221626409e-16,10,1,0.1,-0.03523653265977462,11,1,0.5187385749959605,0.0,0.0,11.0,assay_ambiguous
HLA-DQA1,71,0.7395833333333334,0.4401743796109993,0.00012243044049135713,0.47799508452704975,-1.6930901125533637e-15,10,1,0.1,-0.03867719064277292,0,0,0.0003051809405273874,0.0,0.0833333333333333,12.0,assay_ambiguous
MNAT1,69,0.71875,0.05886006576543662,0.6309336562178989,-0.06445786447798918,8.81239525796218e-15,10,1,0.1,0.10347980175223136,8,1,0.6754342909076637,0.0,0.3,10.0,assay_ambiguous
PIP5K1A,67,0.6979166666666666,0.16525660467714903,0.18140645846516817,0.22823472501420297,-1.3667886267221263e-14,10,1,0.1,0.30433630915204934,9,3,0.22601014540413006,0.0,0.25,12.0,assay_ambiguous
SLC35E1,69,0.71875,0.20895140664961642,0.0848799010559047,0.1741416821601362,-5.497338695370502e-15,10,1,0.1,0.30684994858208786,11,3,0.11464477493288387,0.0,0.5,12.0,assay_ambiguous
C5AR1,73,0.7604166666666666,0.5977724299642109,2.353155859039918e-08,0.4121892602242089,5.523359547510154e-15,11,1,0.09090909090909091,-0.21840954753545808,6,1,1.2455238973644406e-07,0.0,0.0909090909090909,11.0,assay_ambiguous
FCGR2A,61,0.6354166666666666,0.3377578001057641,0.007764873837711474,0.34694179226664057,2.671474153004283e-15,11,1,0.09090909090909091,-0.1798489370944427,10,2,0.013338729011138471,0.0,0.0,11.0,assay_ambiguous
GAL,73,0.7604166666666666,-0.015488090830556585,0.8965236396624323,-0.0801804437629983,1.9359513991901167e-15,11,1,0.09090909090909091,-0.1435380591981133,0,0,0.9134236255135403,0.0,0.0,12.0,assay_ambiguous
MED28,67,0.6979166666666666,0.20939420544337142,0.08901444815465452,0.10749722208231402,-5.814793091474257e-15,11,1,0.09090909090909091,-0.4228050101632585,11,1,0.11959742347052209,0.0,0.3636363636363636,11.0,assay_ambiguous
MOXD1,76,0.7916666666666666,0.6662747778537252,5.073768565579485e-11,0.6198975677991341,-1.3461454173580023e-15,11,1,0.09090909090909091,0.2564298161504288,11,1,4.4913999232985906e-10,0.0,0.1818181818181818,11.0,assay_ambiguous
MRFAP1,67,0.6979166666666666,0.4005906297390056,0.0007818950752786727,0.43496611578236005,-3.2127078775090467e-15,11,1,0.09090909090909091,0.6564706432423965,9,2,0.0016655041526602425,0.0,0.0,11.0,assay_ambiguous
PIEZO1,71,0.7395833333333334,0.2179745137491616,0.06783365328428043,0.18647313097159157,-6.63358257213531e-15,11,1,0.09090909090909091,0.061844216999402846,14,1,0.09400836502687018,0.0,0.0,12.0,assay_ambiguous
POFUT2,72,0.75,0.09248183162904368,0.4397245979585589,0.06826605050238349,-6.678685382510707e-16,11,1,0.09090909090909091,-0.12596598108806786,10,1,0.4930492709105244,0.0,0.0,11.0,assay_ambiguous
RSBN1L,57,0.59375,0.3037334716100597,0.021625025574162775,0.33674765024459996,4.433953204596719e-15,11,1,0.09090909090909091,0.02771614345428172,7,1,0.033652427438444314,0.0,0.4545454545454545,11.0,assay_ambiguous
TBC1D7,74,0.7708333333333334,0.1370011106997408,0.24443942981709443,0.1390124895761825,-8.121107952785422e-15,11,1,0.09090909090909091,-0.25874634448310463,11,3,0.29529953287734756,0.0,0.2727272727272727,11.0,assay_ambiguous
TMPRSS2,64,0.6666666666666666,0.26341575091575087,0.03545780781116916,0.2227965141932065,6.231126725708691e-15,11,1,0.09090909090909091,0.10481163725147641,10,1,0.0526521122020667,0.0,0.4166666666666667,12.0,assay_ambiguous
ARHGEF10,65,0.6770833333333334,0.2863636363636364,0.02074456231150793,0.3005327431767464,-8.333611578592581e-15,12,1,0.08333333333333333,-0.18266589153791934,10,1,0.03247994588952066,0.0,0.0,12.0,assay_ambiguous
ATG9A,63,0.65625,0.17938748079877112,0.15949494555272947,0.24340107804884026,2.11896472590567e-15,12,1,0.08333333333333333,0.0638577067461891,8,1,0.20165888133026733,0.0,0.1818181818181818,11.0,assay_ambiguous
CD99L2,54,0.5625,0.39279588336192106,0.003303454189937381,0.32747652112318804,1.1032841307212493e-14,12,1,0.08333333333333333,-0.29899684679690974,10,1,0.00614475754188688,0.0,0.1818181818181818,11.0,assay_ambiguous
LZTR1,71,0.7395833333333334,0.1953051643192488,0.10263310880268998,0.1513919180888202,7.424616477180734e-16,12,1,0.08333333333333333,-0.03263990393220956,11,1,0.13586318345684648,0.0,0.0,12.0,assay_ambiguous
REPS2,75,0.78125,0.4552204836415362,4.070227946071275e-05,0.42699925352203205,-2.831068712794149e-15,12,1,0.08333333333333333,0.12902942025333397,12,1,0.00011298069054480933,0.0,0.1818181818181818,11.0,assay_ambiguous
SLC1A1,57,0.59375,0.5972258231786364,9.388339851428524e-07,0.5115499856028701,-1.5265566588595902e-15,12,1,0.08333333333333333,-0.27205063432479826,7,1,3.6119029706190295e-06,0.0,0.5,12.0,assay_ambiguous
TTC17,72,0.75,0.08215962441314555,0.4926451773752889,0.05688300867201771,-3.406996906818449e-15,12,1,0.08333333333333333,-0.14608360585363303,12,0,0.545214772630418,0.0,0.25,12.0,assay_ambiguous
MB21D2,72,0.75,0.5127982506913628,4.11616101789319e-06,0.42947177586569435,-4.371503159461554e-16,14,1,0.07142857142857142,0.09061861956428797,14,1,1.392582109259742e-05,0.0,0.5,12.0,assay_ambiguous
SESTD1,68,0.7083333333333334,0.2501431461617742,0.039655291927991165,0.3013686851521912,7.382983113757291e-15,14,1,0.07142857142857142,-0.14724279095453502,10,2,0.05813194724085673,0.0,0.5,12.0,assay_ambiguous
ABHD17C,74,0.7708333333333334,0.1109366901147723,0.3467175280308836,0.058500431678668585,-3.164135620181696e-15,17,1,0.058823529411764705,-0.049914730390256026,9,1,0.40135436641987016,0.0,0.0,11.0,assay_ambiguous
ABI2,71,0.7395833333333334,0.17136150234741782,0.15303829267824157,0.12871422936278135,-2.14064876935538e-14,10,0,0.0,-0.23873501723555313,11,1,0.19427125639200876,0.0,0.4545454545454545,11.0,assay_ambiguous
ACP5,74,0.7708333333333334,0.2681821547574972,0.02087664027502188,0.12350089121687635,-3.0808688933348094e-15,7,0,0.0,-0.2849215571866777,3,0,0.03263504985618705,0.0,0.0,11.0,assay_ambiguous
AMDHD2,58,0.6041666666666666,0.09059029807130334,0.49885708400989515,0.0695278065386612,-3.3306690738754696e-15,11,0,0.0,0.34611944093138497,6,2,0.5513552609306372,0.0,0.2,10.0,assay_ambiguous
ANKIB1,53,0.5520833333333334,-0.12183518787292373,0.3848102764166679,-0.05445595296818037,2.733924198139448e-15,7,0,0.0,-0.028359609132543002,7,0,0.4395564806903794,0.0,0.3333333333333333,12.0,assay_ambiguous
ARHGAP21,53,0.5520833333333334,0.12949524270278986,0.35540353941031977,0.16977836954551256,8.618106228652778e-15,9,0,0.0,0.10357870043770208,8,2,0.4098933840384722,0.0,0.25,12.0,assay_ambiguous
C12ORF29,75,0.78125,0.2798293029871977,0.01503732465762618,0.34012782412495357,3.770638315470087e-15,8,0,0.0,0.037451271965471704,7,1,0.024329066518349683,0.0,0.0909090909090909,11.0,assay_ambiguous
C2ORF88,66,0.6875,0.44890929965556836,0.00015645414866401119,0.4748073496169263,-1.124100812432971e-15,8,0,0.0,0.11477869979056475,1,0,0.0003816907083737051,0.0,0.25,8.0,assay_ambiguous
