analysis,localization,n_gene_cancer_pairs,n_gene_clusters,coefficient,standard_error,odds_ratio,ci_low,ci_high,pvalue,fdr
cptac_quantified_among_hpa_negative,loc_Flagellar_centriole,10088,4786,0.16175615361377368,0.3076279730560726,1.1755735470065531,0.643267467204706,2.14836477029824,0.5990150552031137,0.7986867402708183
cptac_quantified_among_hpa_negative,loc_Focal_adhesion_sites,10088,4786,0.32364316841370416,0.28213992489622214,1.3821540229025213,0.7950493550881713,2.402806480880379,0.2513396192997711,0.5291360406310971
cptac_quantified_among_hpa_negative,loc_Golgi_apparatus,10088,4786,-0.07438266262864214,0.092362234464934,0.9283163938741216,0.774596800692937,1.1125418106097673,0.42062562437807083,0.647116345197032
cptac_quantified_among_hpa_negative,loc_Intermediate_filaments,10088,4786,0.10664671056688892,0.23844246305795835,1.1125411360138595,0.6971877630688161,1.77534352277614,0.6546845148313474,0.8291478003084731
cptac_quantified_among_hpa_negative,loc_Microtubules,10088,4786,0.004848359693388035,0.1689697319350625,1.0048601320070272,0.7215653606647264,1.3993796542103623,0.9771089145031717,0.9771089145031717
cptac_quantified_among_hpa_negative,loc_Mid_piece,10088,4786,0.05019908901180589,0.20093622307563533,1.0514804137354434,0.7091870902418567,1.5589836246063202,0.8027219268993624,0.8919132521104026
cptac_quantified_among_hpa_negative,loc_Midbody,10088,4786,-0.28874776092975235,0.3225092855768301,0.7492011593747495,0.3981740886517134,1.4096908694112573,0.3706181276659939,0.6031037178036905
cptac_quantified_among_hpa_negative,loc_Mitochondria,10088,4786,0.35405542672523266,0.11010119467638302,1.4248341581826844,1.1482707156913468,1.7680084936258713,0.001301143707269071,0.008674291381793807
cptac_quantified_among_hpa_negative,loc_Mitotic_chromosome,10088,4786,0.7708657135071052,0.404106162905238,2.161636802165681,0.9790404048142727,4.772707685505067,0.05644524068315201,0.18665408378126785
cptac_quantified_among_hpa_negative,loc_Mitotic_spindle,10088,4786,-0.48944982067361786,0.20358167898508042,0.612963541298474,0.41128457335641794,0.9135385261230414,0.016208175932053724,0.07203633747579433
cptac_quantified_among_hpa_negative,loc_Nuclear_bodies,10088,4786,-0.18069390867500257,0.13643532595858965,0.8346908112142629,0.6388362306252594,1.090590540933507,0.18537275762036842,0.46343189405092106
cptac_quantified_among_hpa_negative,loc_Nuclear_membrane,10088,4786,-0.007546466692612926,0.1813472896380614,0.992481936394599,0.6955953687932513,1.4160824500289997,0.9668069374815008,0.9771089145031717
cptac_quantified_among_hpa_negative,loc_Nuclear_speckles,10088,4786,-0.21022311623686366,0.17740496974523415,0.8104034116378533,0.5723887663952248,1.147390948516265,0.23602139820985013,0.5244919960218891
cptac_quantified_among_hpa_negative,loc_Nucleoli,10088,4786,0.20471053479978718,0.10912384525085507,1.2271697905967454,0.9908697344377811,1.5198220740970885,0.06066257722891206,0.18665408378126785
cptac_quantified_among_hpa_negative,loc_Nucleoli_fibrillar_center,10088,4786,-0.16268359112269842,0.18412518872921851,0.8498600491413991,0.5924025091490002,1.2192083793908426,0.3769398236273066,0.6031037178036905
cptac_quantified_among_hpa_negative,loc_Nucleoli_rim,10088,4786,0.5761862332742905,0.2822252273278955,1.7792398691164284,1.023291904297471,3.09363779636937,0.04119291056589677,0.14979240205780645
cptac_quantified_among_hpa_negative,loc_Nucleoplasm,10088,4786,-0.2900116878961974,0.055644200433010646,0.7482548220027678,0.6709408346777886,0.8344778700483657,1.8692210488033126e-07,3.738442097606625e-06
cptac_quantified_among_hpa_negative,loc_Perinuclear_theca,10088,4786,0.4598321885102194,0.3765705393501065,1.5838081814822027,0.7571104974587638,3.313186601096605,0.22204624666377937,0.5224617568559514
cptac_quantified_among_hpa_negative,loc_Plasma_membrane,10088,4786,0.1679132059979856,0.06933921373263016,1.1828339433007629,1.032526123849403,1.3550225075259157,0.01545151130340749,0.07203633747579433
cptac_quantified_among_hpa_negative,loc_Predicted_to_be_secreted,10088,4786,0.3485315889850684,0.10574959582850009,1.416985303344051,1.1517267997586593,1.7433364842372079,0.00098135014975776,0.008674291381793807
cptac_quantified_among_hpa_negative,loc_Primary_cilium,10088,4786,-0.0594180154912417,0.13648757692688948,0.9423127854752718,0.7211315767888845,1.2313333852666932,0.6633182402467785,0.8291478003084731
cptac_quantified_among_hpa_negative,loc_Primary_cilium_tip,10088,4786,-0.2398940682504463,0.23758120683298,0.786711194345866,0.4938352923708621,1.2532812313549766,0.3126222522338429,0.5920432195935058
cptac_quantified_among_hpa_negative,loc_Primary_cilium_transition_zone,10088,4786,-0.25192033801261254,0.27224427122102046,0.7773066573957428,0.45588298711278785,1.325352462609575,0.3547855941082799,0.6031037178036905
cptac_quantified_among_hpa_negative,loc_Principal_piece,10088,4786,0.030874997326560558,0.19373706685438707,1.0313565734994123,0.7054991914842212,1.5077216168918015,0.8733809477892975,0.9193483660939974
cptac_quantified_among_hpa_negative,loc_Vesicles,10088,4786,-0.22910945082291612,0.06755187281462831,0.7952414889062516,0.6966228485138258,0.9078212508059595,0.0006948385321406022,0.008674291381793807
