"X","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"VAMP38",2.23271074673833e-11,0.972767075469686,0.616,0.306,5.2883986747244e-07,18,"VAMP3"
"WFS13",2.2347845487752e-11,0.791021767976658,0.295,0.098,5.29331068222894e-07,18,"WFS1"
"SERINC34",2.26184756290439e-11,0.683875397080478,0.759,0.492,5.35741213749533e-07,18,"SERINC3"
"TXNRD17",2.27176053923053e-11,0.691115650371912,0.616,0.3,5.38089201322142e-07,18,"TXNRD1"
"APPL28",2.36840641145334e-11,0.581662071705415,0.491,0.212,5.60980742616838e-07,18,"APPL2"
"IFT885",2.51280932426405e-11,0.511627946665101,0.402,0.16,5.95184016545184e-07,18,"IFT88"
"LONP15",2.54353413159441e-11,0.581067097752653,0.446,0.182,6.02461494409451e-07,18,"LONP1"
"ARF14",2.57882372704041e-11,0.608219346324343,0.955,0.76,6.10820187986791e-07,18,"ARF1"
"RPL36A-HNRNPH23",2.6493957700966e-11,0.608043120422152,0.688,0.365,6.2753588210508e-07,18,"RPL36A-HNRNPH2"
"NEU16",2.67772579982636e-11,0.872900039736004,0.634,0.325,6.34246132946872e-07,18,"NEU1"
"RBCK11",2.72882496363015e-11,0.599310358436842,0.768,0.44,6.46349480885437e-07,18,"RBCK1"
"AMACR3",2.76236997809308e-11,1.43185538919376,0.366,0.154,6.54294953011126e-07,18,"AMACR"
"TMEM30A3",2.87999746362873e-11,0.550384535630275,0.723,0.413,6.821561992351e-07,18,"TMEM30A"
"NDUFAB17",2.90208755043603e-11,0.728003586800059,0.759,0.423,6.87388457196278e-07,18,"NDUFAB1"
"WDR138",2.95064693432334e-11,1.02450387167466,0.527,0.25,6.98890232863826e-07,18,"WDR13"
"MAGEA43",2.98573392785325e-11,1.93379770224942,0.277,0.095,7.07200938151322e-07,18,"MAGEA4"
"SHMT26",3.16330308201421e-11,0.780494762283242,0.634,0.327,7.49259968005886e-07,18,"SHMT2"
"OSTM14",3.25942392891062e-11,1.01358330043302,0.75,0.535,7.72027151801769e-07,18,"OSTM1"
"DDX19",3.2604668081428e-11,0.540144752839564,0.696,0.359,7.72274168176704e-07,18,"DDX1"
"SOX54",3.29696339673215e-11,1.87185017770338,0.312,0.111,7.80918750149977e-07,18,"SOX5"
"GSTM26",3.54579359319813e-11,0.846878787387674,0.589,0.313,8.39856670484909e-07,18,"GSTM2"
"PCCB5",3.56638803724231e-11,0.696543438115739,0.446,0.19,8.44734670501214e-07,18,"PCCB"
"TRIB26",3.56974979313075e-11,0.578856204986845,0.688,0.377,8.45530936000949e-07,18,"TRIB2"
"HSF21",3.57101861666624e-11,0.963140690126314,0.366,0.142,8.45831469543565e-07,18,"HSF2"
"RHBDF15",3.92153062070505e-11,1.07830915155406,0.268,0.085,9.28853742820199e-07,18,"RHBDF1"
"CCT26",3.93208499451397e-11,0.564111757323821,0.75,0.428,9.31353651800578e-07,18,"CCT2"
"BAIAP25",4.12780725970998e-11,0.634298722469346,0.527,0.241,9.77712427534906e-07,18,"BAIAP2"
"OAT6",4.13158970202617e-11,0.523237695994112,0.616,0.287,9.78608336821919e-07,18,"OAT"
"VPS393",4.39713336239959e-11,0.519852201450635,0.625,0.312,1.04150500821797e-06,18,"VPS39"
"TMBIM44",4.41204272138398e-11,0.904389825904286,0.911,0.782,1.04503643898701e-06,18,"TMBIM4"
"ATP5J2-PTCD13",4.41462390752074e-11,1.43890532303545,0.411,0.162,1.04564781873536e-06,18,"ATP5J2-PTCD1"
"ENY24",4.83613966518484e-11,0.508471643091799,0.723,0.389,1.14548804109568e-06,18,"ENY2"
"HCFC1R17",4.85517038327021e-11,0.875261614623475,0.518,0.234,1.14999565698138e-06,18,"HCFC1R1"
"TRMT123",4.94125198233477e-11,0.578718729188352,0.286,0.095,1.17038494453581e-06,18,"TRMT12"
"C7orf503",4.94313844109301e-11,0.745855616776767,0.652,0.347,1.17083177115729e-06,18,"C7orf50"
"COX6B16",5.02993698703013e-11,0.695192886593819,0.911,0.605,1.19139087474796e-06,18,"COX6B1"
"BAD6",5.14351066300786e-11,0.821458977832356,0.527,0.237,1.21829193564004e-06,18,"BAD"
"LINC004772",5.46811952481216e-11,0.955175053496852,0.446,0.185,1.29517879064701e-06,18,"LINC00477"
"UNC505",5.52945429508676e-11,0.951464077588586,0.562,0.283,1.30970654433425e-06,18,"UNC50"
"MKI67IP6",5.55431075728615e-11,0.573991458263789,0.652,0.328,1.3155940459708e-06,18,"MKI67IP"
"AGBL54",5.88973534278584e-11,1.04206927343909,0.348,0.126,1.39504271329225e-06,18,"AGBL5"
"EIF4EBP32",5.96450006274157e-11,1.07337190655656,0.304,0.107,1.41275148486097e-06,18,"EIF4EBP3"
"EHD31",6.06062029967958e-11,1.14849304012566,0.277,0.092,1.4355185241821e-06,18,"EHD3"
"ZBTB9",6.25823298378748e-11,0.511797521363833,0.304,0.105,1.4823250645399e-06,18,"ZBTB9"
"ATP5G37",6.26691540862941e-11,0.688792953792384,0.884,0.618,1.48438158368796e-06,18,"ATP5G3"
"SNHG166",6.65026475357379e-11,1.12968917123313,0.848,0.819,1.57518170953149e-06,18,"SNHG16"
"SH3D212",6.70134300662834e-11,0.78169729431397,0.259,0.082,1.58728010454999e-06,18,"SH3D21"
"MRPS246",6.78900563242254e-11,0.789759971495224,0.705,0.376,1.6080438740956e-06,18,"MRPS24"
"LINC004735",6.92687255389901e-11,0.890466620227737,0.321,0.113,1.64069903311652e-06,18,"LINC00473"
"KIAA17156",7.25999788948845e-11,0.68754555093278,0.696,0.45,1.71960310010424e-06,18,"KIAA1715"
"LTN15",7.33875653489105e-11,0.646693997917193,0.518,0.247,1.73825787285429e-06,18,"LTN1"
"FAM3A4",7.45378122659985e-11,1.23491078426827,0.446,0.201,1.76550262133244e-06,18,"FAM3A"
"NRAS5",7.68511379068001e-11,0.762028528299669,0.652,0.376,1.82029605246047e-06,18,"NRAS"
"TMEM1894",7.94164345760572e-11,0.720661954628548,0.491,0.227,1.88105766936849e-06,18,"TMEM189"
"DCXR6",8.01435653071139e-11,0.629074174166838,0.714,0.401,1.8982804878643e-06,18,"DCXR"
"NDUFA34",9.25303121436288e-11,0.980010771621693,0.75,0.431,2.19167297343399e-06,18,"NDUFA3"
"TCEAL86",9.36083431452192e-11,0.68192040915008,0.616,0.293,2.21720721573766e-06,18,"TCEAL8"
"AASDHPPT5",9.47200638132114e-11,0.603900114650233,0.607,0.307,2.24353943147972e-06,18,"AASDHPPT"
"ARHGAP315",9.56602625984331e-11,0.738519657339359,0.598,0.304,2.26580897990649e-06,18,"ARHGAP31"
"TTYH26",9.81808892416205e-11,0.831644722279826,0.393,0.16,2.32551254257702e-06,18,"TTYH2"
"POLR2K3",9.83269459542369e-11,0.572295580679779,0.705,0.41,2.32897204187205e-06,18,"POLR2K"
"SEH1L7",9.8541795523056e-11,0.96274691304943,0.527,0.261,2.33406096875911e-06,18,"SEH1L"
"PARP162",1.03481758462272e-10,0.554023772559527,0.339,0.125,2.45106893093738e-06,18,"PARP16"
"HIST2H2BC",1.04537907312882e-10,0.83928867921473,0.268,0.085,2.47608487261293e-06,18,"HIST2H2BC"
"NMRAL13",1.04562162303011e-10,0.529046961116103,0.554,0.255,2.47665937630911e-06,18,"NMRAL1"
"DAD16",1.06515394561498e-10,0.749530629086317,0.884,0.561,2.52292363558364e-06,18,"DAD1"
"KIAA01965",1.06658281398515e-10,0.55693964899623,0.554,0.276,2.52630805320523e-06,18,"KIAA0196"
"SERF25",1.08421327583902e-10,0.58107680192084,0.982,0.879,2.5680675651523e-06,18,"SERF2"
"TMEM87A4",1.14860749762914e-10,0.895384959296693,0.67,0.448,2.72059171888439e-06,18,"TMEM87A"
"BZW26",1.16543764732115e-10,0.631502510240748,0.589,0.289,2.76045561144488e-06,18,"BZW2"
"RAB347",1.17673944800902e-10,0.65114356669585,0.518,0.228,2.78722505655417e-06,18,"RAB34"
"EIF3J4",1.17804776696379e-10,0.547403875905827,0.598,0.298,2.79032394083044e-06,18,"EIF3J"
"PYCR26",1.1937864254039e-10,0.614523942883386,0.688,0.369,2.82760252721168e-06,18,"PYCR2"
"IFT435",1.19611295352221e-10,1.22681028513602,0.42,0.173,2.83311314171271e-06,18,"IFT43"
"TMEM106C7",1.24289886381557e-10,0.848941567620918,0.545,0.271,2.94393024883356e-06,18,"TMEM106C"
"ZMYM31",1.25655498035025e-10,0.557966248301627,0.491,0.224,2.97627612645759e-06,18,"ZMYM3"
"MRPL205",1.26018957527239e-10,0.834535019405876,0.723,0.424,2.98488502799018e-06,18,"MRPL20"
"ERO1L4",1.32328291379409e-10,1.69139517839524,0.339,0.134,3.13432790961268e-06,18,"ERO1L"
"CREB3L42",1.36766911828907e-10,1.00902583050922,0.286,0.097,3.23946107357949e-06,18,"CREB3L4"
"SLC23A24",1.37363869674797e-10,0.557123451075618,0.571,0.279,3.25360061711724e-06,18,"SLC23A2"
"FASTK5",1.38962127204866e-10,0.899744190031011,0.562,0.277,3.29145694497445e-06,18,"FASTK"
"MRPL537",1.43681992673824e-10,0.958295855528245,0.643,0.342,3.4032516784722e-06,18,"MRPL53"
"SMTN4",1.45215893273112e-10,1.60585406948881,0.312,0.116,3.43958364806694e-06,18,"SMTN"
"PORCN2",1.49444553385072e-10,1.24437576584662,0.259,0.085,3.53974369147883e-06,18,"PORCN"
"RALA6",1.50709856137975e-10,0.705835798825439,0.616,0.315,3.56971365248408e-06,18,"RALA"
"TCEB26",1.5753251416659e-10,0.635963640597407,0.884,0.629,3.73131513054986e-06,18,"TCEB2"
"OTUD6B1",1.58918383657953e-10,0.612653030644521,0.366,0.141,3.76414083532227e-06,18,"OTUD6B"
"NAGPA3",1.60205374699909e-10,0.55283334029877,0.348,0.131,3.79462450514205e-06,18,"NAGPA"
"SWI54",1.62105408451107e-10,0.97292194007071,0.384,0.155,3.83962870457291e-06,18,"SWI5"
"TSR14",1.62540540682388e-10,1.06346756050692,0.652,0.451,3.84993524660304e-06,18,"TSR1"
"PDAP14",1.64796145266095e-10,0.866959923764853,0.848,0.684,3.90336149677272e-06,18,"PDAP1"
"NR1H21",1.65933832677901e-10,0.681674424423712,0.661,0.334,3.93030876080877e-06,18,"NR1H2"
"ZNF3625",1.69182921365062e-10,0.762731544435888,0.464,0.21,4.00726667545286e-06,18,"ZNF362"
"TMEM1173",1.71627036481615e-10,0.792715538963149,0.277,0.094,4.06515798610352e-06,18,"TMEM117"
"ACOT14",1.74237737747808e-10,0.881384787683398,0.277,0.089,4.12699505629458e-06,18,"ACOT1"
"AMOTL24",1.80779308279398e-10,1.10666939796808,0.268,0.091,4.28193869590581e-06,18,"AMOTL2"
"ANKDD1A1",1.82683805211871e-10,0.593341413728289,0.455,0.204,4.32704861024837e-06,18,"ANKDD1A"
"DBI7",1.90881642831112e-10,0.954694510789477,0.857,0.515,4.52122259209772e-06,18,"DBI"
"CBR44",1.91399175229641e-10,0.806859686346897,0.429,0.183,4.53348086448928e-06,18,"CBR4"
"CCNC1",1.94873964294086e-10,0.567847914651168,0.607,0.301,4.61578471826973e-06,18,"CCNC"
"RPP253",1.95532256515731e-10,1.0663215551353,0.268,0.09,4.6313770278316e-06,18,"RPP25"
"C1orf1224",1.99261574294032e-10,1.78654382375161,0.304,0.109,4.71970964872843e-06,18,"C1orf122"
"DPCD5",2.01556626594038e-10,0.926048963883709,0.277,0.095,4.77407025750639e-06,18,"DPCD"
"C2orf473",2.01954997527819e-10,0.60516619796737,0.357,0.138,4.78350607144391e-06,18,"C2orf47"
"CYC17",2.07191913477994e-10,0.57420015565116,0.732,0.415,4.90754766263977e-06,18,"CYC1"
"THTPA2",2.0834411544722e-10,0.925011695953835,0.393,0.157,4.93483871848286e-06,18,"THTPA"
"COMMD51",2.08686175233781e-10,0.713448099882864,0.509,0.231,4.94294074658733e-06,18,"COMMD5"
"PRELID16",2.17594715341727e-10,0.641830980896167,0.812,0.551,5.15394842758415e-06,18,"PRELID1"
"MZT16",2.29384017174833e-10,0.733515011123642,0.446,0.202,5.43318983080308e-06,18,"MZT1"
"USE15",2.33450986249746e-10,0.83812984850946,0.491,0.219,5.52952006031148e-06,18,"USE1"
"PRADC12",2.3510553471928e-10,1.4934661405606,0.304,0.109,5.56870969536086e-06,18,"PRADC1"
"MEGF86",2.39235895570671e-10,1.10672984636586,0.643,0.367,5.66654142248691e-06,18,"MEGF8"
"PIPSL3",2.43654720562716e-10,0.592323110212207,0.304,0.107,5.77120571124849e-06,18,"PIPSL"
"FAM213A5",2.44268912767217e-10,1.20305129909496,0.821,0.649,5.7857534678043e-06,18,"FAM213A"
"MFAP25",2.54864881505782e-10,0.773848734414847,0.33,0.123,6.03672958334596e-06,18,"MFAP2"
"ATP2A27",2.57072280195045e-10,1.54894987144944,0.491,0.245,6.08901402869983e-06,18,"ATP2A2"
"SLC35F56",2.59009330289687e-10,0.512459117217451,0.518,0.244,6.13489499724153e-06,18,"SLC35F5"
"MYEF24",2.60372413700023e-10,1.26728880136573,0.795,0.605,6.16718099089874e-06,18,"MYEF2"
"SLC41A34",2.60698647754765e-10,0.843381608611604,0.429,0.181,6.17490817071937e-06,18,"SLC41A3"
"TRIM473",2.7193248900304e-10,0.615231619004663,0.295,0.103,6.44099293452601e-06,18,"TRIM47"
"GOLGA73",2.9323118021257e-10,0.68515865117216,0.67,0.367,6.94547373451493e-06,18,"GOLGA7"
"GPS16",2.95918167692914e-10,0.583552153722436,0.705,0.396,7.00911771997436e-06,18,"GPS1"
"ATP5EP25",3.11171406977547e-10,0.565151498711669,0.741,0.379,7.37040594567019e-06,18,"ATP5EP2"
"RRAGD3",3.19969616669496e-10,0.551304064049185,0.321,0.119,7.57880034043368e-06,18,"RRAGD"
"SETD73",3.29466368466176e-10,1.12726219215391,0.259,0.087,7.80374040348985e-06,18,"SETD7"
"HSD17B116",3.5081501370698e-10,0.8752943173276,0.688,0.353,8.30940441466354e-06,18,"HSD17B11"
"BHLHE405",3.67666487857663e-10,0.568818048510354,0.607,0.312,8.7085484313966e-06,18,"BHLHE40"
"ZBTB415",3.71282955857131e-10,0.528811403562826,0.366,0.146,8.794208092432e-06,18,"ZBTB41"
"MESDC23",3.76372899611875e-10,1.00376762985144,0.821,0.683,8.91476850020686e-06,18,"MESDC2"
"MRPL177",3.7746402031193e-10,1.05579652298407,0.554,0.265,8.94061278510838e-06,18,"MRPL17"
"CLPTM1L2",3.77889965112662e-10,0.69312903325216,0.402,0.17,8.95070171365851e-06,18,"CLPTM1L"
"SRM6",3.78933460005205e-10,0.755718636182542,0.402,0.167,8.9754179336833e-06,18,"SRM"
"KCTD36",3.8079082178109e-10,0.83554764436637,0.312,0.114,9.0194114047069e-06,18,"KCTD3"
"HERC2P24",3.87413452270268e-10,0.510202101911161,0.643,0.362,9.17627503047357e-06,18,"HERC2P2"
"C1orf356",3.90592631746285e-10,0.59372576817989,0.438,0.191,9.2515770755425e-06,18,"C1orf35"
"TMEM2514",3.93035112377501e-10,0.813789048412687,0.384,0.153,9.30942967177348e-06,18,"TMEM251"
"C15orf386",3.96064671053579e-10,1.79513531723255,0.482,0.228,9.38118779857508e-06,18,"C15orf38"
"CLASP25",3.99115696627476e-10,0.552419154656971,0.589,0.302,9.45345439031839e-06,18,"CLASP2"
"TMEM674",4.02325380927325e-10,1.10093249732627,0.473,0.232,9.52947897264461e-06,18,"TMEM67"
"MPDZ6",4.02810388298146e-10,1.16856108798559,0.321,0.122,9.54096685722988e-06,18,"MPDZ"
"AP4M13",4.07008941640273e-10,0.605734940542493,0.268,0.09,9.64041379169152e-06,18,"AP4M1"
"YBEY",4.12692714689663e-10,1.16036103138943,0.312,0.117,9.77503964013936e-06,18,"YBEY"
"USP225",4.20349905220941e-10,1.12382962303046,0.768,0.646,9.9564078550632e-06,18,"USP22"
"AFG3L25",4.3640893664904e-10,0.535331882789512,0.527,0.255,1.03367820734692e-05,18,"AFG3L2"
"MRPS145",4.7630761918087e-10,0.983380542303186,0.607,0.302,1.12818222679181e-05,18,"MRPS14"
"RTFDC15",4.8821919036636e-10,0.69507123379995,0.777,0.475,1.15639597430176e-05,18,"RTFDC1"
"PMPCB2",5.00965458157053e-10,0.517846632057782,0.714,0.38,1.1865867841908e-05,18,"PMPCB"
"FNIP25",5.06769667924364e-10,0.539937745577922,0.321,0.117,1.20033463544565e-05,18,"FNIP2"
"TMEM1774",5.07337653396226e-10,0.862764682945679,0.312,0.115,1.2016799658343e-05,18,"TMEM177"
"C5orf423",5.20190075959042e-10,0.837351008271844,0.402,0.174,1.23212221391659e-05,18,"C5orf42"
"PSMG3-AS11",5.24879871437344e-10,0.789427940323398,0.277,0.095,1.24323046348649e-05,18,"PSMG3-AS1"
"ADRM13",5.2638754280076e-10,0.773151221906608,0.75,0.46,1.24680153387788e-05,18,"ADRM1"
"RPS19BP16",5.29364392970198e-10,0.518254260442717,0.696,0.378,1.25385250118921e-05,18,"RPS19BP1"
"CLN57",5.29666301514446e-10,0.90264067226347,0.438,0.191,1.25456760176712e-05,18,"CLN5"
"MRPL335",5.42656794093486e-10,0.679836491173775,0.696,0.378,1.28533688248983e-05,18,"MRPL33"
"GNS7",5.45277259985796e-10,0.963426360231328,0.893,0.794,1.29154371800236e-05,18,"GNS"
"ZFAND64",5.49923951951081e-10,0.647828320237023,0.714,0.401,1.30254987259133e-05,18,"ZFAND6"
"FAM185A2",5.5206030759715e-10,0.786939849479435,0.286,0.101,1.30761004457461e-05,18,"FAM185A"
"LAMTOR56",5.55494793563255e-10,0.669705746412206,0.812,0.496,1.31574496803392e-05,18,"LAMTOR5"
"MON1A2",5.56590399917501e-10,1.14606184290017,0.259,0.087,1.31834002124459e-05,18,"MON1A"
"CCDC144A4",5.64969755497787e-10,0.816570038561672,0.42,0.185,1.33818736287206e-05,18,"CCDC144A"
"BRI37",5.6549810909031e-10,1.03201969123722,0.348,0.138,1.33943882119131e-05,18,"BRI3"
"WDR604",5.74457475724367e-10,0.984758740697783,0.473,0.222,1.36065997700074e-05,18,"WDR60"
"ATP6V1B26",5.75705216417579e-10,0.613475518859556,0.723,0.399,1.36361537560668e-05,18,"ATP6V1B2"
"PPCDC1",6.1180612494092e-10,0.718072149058143,0.33,0.124,1.44912398753506e-05,18,"PPCDC"
"SETD92",6.16174640928514e-10,1.41093882245696,0.268,0.093,1.45947125450328e-05,18,"SETD9"
"PLD24",6.2696528144919e-10,0.602540892274666,0.304,0.112,1.48502996564055e-05,18,"PLD2"
"PLXNC14",6.28800599718778e-10,0.855366709731735,0.438,0.202,1.4893771004939e-05,18,"PLXNC1"
"COG72",6.37375574531088e-10,0.686579303583119,0.482,0.228,1.50968778583434e-05,18,"COG7"
"GAPDHS3",6.43236762065452e-10,0.55175862088207,0.277,0.096,1.52357059462823e-05,18,"GAPDHS"
"RHOT23",6.58821514143224e-10,0.591567710351682,0.688,0.411,1.56048463839964e-05,18,"RHOT2"
"SLC1A55",6.64862185850081e-10,1.03174866847291,0.536,0.267,1.5747925734045e-05,18,"SLC1A5"
"TBCA7",6.75409253299829e-10,0.631570885855485,0.812,0.468,1.59977435736598e-05,18,"TBCA"
"CCDC475",6.78622651016775e-10,0.747069659792892,0.679,0.378,1.60738561119833e-05,18,"CCDC47"
"NEO13",6.97856166388354e-10,1.28081746398613,0.286,0.103,1.65294211570745e-05,18,"NEO1"
"ATRN5",6.9798649884512e-10,0.515518619123669,0.429,0.195,1.65325082116455e-05,18,"ATRN"
"CPEB46",7.03204304201955e-10,0.948983156208492,0.482,0.236,1.66560971493275e-05,18,"CPEB4"
"HSPBP16",7.18249242328273e-10,0.802165634504855,0.429,0.19,1.70124515537875e-05,18,"HSPBP1"
"UBE4B3",7.28986652649756e-10,0.630538673937751,0.518,0.252,1.72667778546621e-05,18,"UBE4B"
"CLPX1",7.44920177155172e-10,0.575286443523676,0.464,0.213,1.76441793160974e-05,18,"CLPX"
"CDIPT3",7.55707234494301e-10,0.536804705269706,0.366,0.147,1.7899681556232e-05,18,"CDIPT"
"COPZ15",7.57364907964539e-10,0.808370852284615,0.795,0.506,1.79389452100481e-05,18,"COPZ1"
"FAM212B",7.59980763488326e-10,3.70888677674292,0.518,0.28,1.80009043639845e-05,18,"FAM212B"
"MGST38",7.62590995398539e-10,0.709999605924584,0.866,0.592,1.80627303170098e-05,18,"MGST3"
"PRELP2",7.66854493344749e-10,2.88358288712861,0.902,0.714,1.81637155293637e-05,18,"PRELP"
"SLC35B47",7.72028308597362e-10,1.18156320139589,0.696,0.492,1.82862625174371e-05,18,"SLC35B4"
"MYO1C6",7.97967992929713e-10,1.16192612077492,0.679,0.476,1.89006698805332e-05,18,"MYO1C"
"ANKRD372",8.15535870283656e-10,1.2224869804445,0.286,0.105,1.93167826235387e-05,18,"ANKRD37"
"POLR3G4",8.50948413370594e-10,1.00271707038319,0.286,0.104,2.01555641190959e-05,18,"POLR3G"
"SAT26",8.54820084270533e-10,0.71526394429316,0.554,0.265,2.02472685160318e-05,18,"SAT2"
"MRPS18B3",8.57231760470915e-10,0.830629738895305,0.768,0.504,2.03043914785141e-05,18,"MRPS18B"
"PIGF4",8.73237178414103e-10,0.916924604639793,0.5,0.241,2.06834958079164e-05,18,"PIGF"
"PGAP13",9.13117369636995e-10,1.49310510155517,0.723,0.52,2.16280980172219e-05,18,"PGAP1"
"NHP25",9.18343232538453e-10,0.664961690008287,0.732,0.462,2.17518778059058e-05,18,"NHP2"
"TNFRSF143",9.27355266951227e-10,0.824898915998515,0.759,0.546,2.19653368530068e-05,18,"TNFRSF14"
"TGIF22",9.40518360545392e-10,0.787486277896449,0.607,0.347,2.22771178878781e-05,18,"TGIF2"
"GCFC22",9.41970710371985e-10,1.46660691668752,0.661,0.388,2.23115182458708e-05,18,"GCFC2"
"GNL25",9.43898865542002e-10,0.599496118531027,0.536,0.257,2.23571885292279e-05,18,"GNL2"
"INPP12",9.4632845175076e-10,0.678620984048186,0.348,0.138,2.24147357081685e-05,18,"INPP1"
"APEH5",9.47893135047847e-10,0.723212602259538,0.688,0.4,2.24517967967433e-05,18,"APEH"
"APH1B2",9.69434545278491e-10,0.637005191180234,0.384,0.161,2.29620266394663e-05,18,"APH1B"
"DNPH16",1.00239074507515e-09,0.694481445032006,0.705,0.409,2.37426271878501e-05,18,"DNPH1"
"GAS2L35",1.01480272029864e-09,0.621005805542909,0.312,0.116,2.40366172329935e-05,18,"GAS2L3"
"GOT25",1.02896622839338e-09,0.556294397427122,0.598,0.307,2.43720940857256e-05,18,"GOT2"
"FUNDC12",1.0591676847175e-09,0.991986587708971,0.312,0.119,2.50874457802188e-05,18,"FUNDC1"
"TMEM38B4",1.06835700004621e-09,0.69168623091721,0.366,0.15,2.53051039030946e-05,18,"TMEM38B"
"PAFAH1B36",1.08277667732395e-09,0.661941723642018,0.5,0.229,2.5646648379095e-05,18,"PAFAH1B3"
"LBX2-AS14",1.09972180024206e-09,1.55889587920814,0.321,0.119,2.60480105605333e-05,18,"LBX2-AS1"
"CYSTM17",1.1492406860847e-09,0.687784443456491,0.607,0.293,2.72209148906023e-05,18,"CYSTM1"
"LCMT14",1.15611963251091e-09,0.68239865922976,0.545,0.267,2.73838496156534e-05,18,"LCMT1"
"RUSC23",1.1575269805307e-09,1.18291992886982,0.268,0.095,2.74171840608502e-05,18,"RUSC2"
"DIMT12",1.16670616712915e-09,0.517882911380131,0.545,0.272,2.7634602274621e-05,18,"DIMT1"
"TSC22D18",1.217654233111e-09,0.726150883349772,0.589,0.312,2.88413581654672e-05,18,"TSC22D1"
"TXLNA5",1.21793437924171e-09,0.577959327642718,0.723,0.452,2.88479937067191e-05,18,"TXLNA"
"CBR35",1.23145327045006e-09,1.04778404908412,0.286,0.101,2.91682021638802e-05,18,"CBR3"
"AKT35",1.24131961539939e-09,0.68277404045959,0.536,0.26,2.94018964103499e-05,18,"AKT3"
"NDUFA16",1.26901005131019e-09,0.645477630451321,0.884,0.599,3.00577720753332e-05,18,"NDUFA1"
"VARS5",1.27926164590785e-09,0.834657526118702,0.42,0.186,3.03005913449732e-05,18,"VARS"
"TIMM212",1.28813933892922e-09,0.507132433195375,0.357,0.145,3.05108683818776e-05,18,"TIMM21"
"ELAC21",1.31070947310014e-09,0.623650535656435,0.562,0.277,3.10454645798498e-05,18,"ELAC2"
"FAM216A2",1.35018716421327e-09,0.546595347270561,0.277,0.099,3.19805331715555e-05,18,"FAM216A"
"CISD16",1.35820872005808e-09,0.738324973410392,0.473,0.215,3.21705317432956e-05,18,"CISD1"
"LINC004935",1.36087800659481e-09,0.639440116067046,0.643,0.357,3.22337564642047e-05,18,"LINC00493"
"ANAPC132",1.36373353418095e-09,0.984168518321083,0.554,0.273,3.230139249061e-05,18,"ANAPC13"
"BACE13",1.37617110637363e-09,0.516881856429164,0.295,0.107,3.25959888255658e-05,18,"BACE1"
"POLR2I5",1.39544843835146e-09,0.715404337258301,0.589,0.302,3.30525917107927e-05,18,"POLR2I"
"STARD135",1.40319920223166e-09,0.723159209001621,0.268,0.093,3.32361763040592e-05,18,"STARD13"
"EXOC6B1",1.45620153997331e-09,0.924537974935908,0.277,0.099,3.44915896758077e-05,18,"EXOC6B"
"ATP6V1H5",1.48794805465357e-09,0.669781603421681,0.589,0.317,3.52435376225246e-05,18,"ATP6V1H"
"SEMA4B2",1.53644082608311e-09,0.556607519172291,0.259,0.09,3.63921374066046e-05,18,"SEMA4B"
"ABCF26",1.57306128996746e-09,1.43993709707264,0.768,0.576,3.72595297141692e-05,18,"ABCF2"
"TMEM106B4",1.6225466234881e-09,0.917926515885886,0.554,0.288,3.84316393239392e-05,18,"TMEM106B"
"PPME15",1.62322475874499e-09,0.684328666092936,0.5,0.239,3.84477016356337e-05,18,"PPME1"
"IFI442",1.63291529327536e-09,0.887934052544099,0.446,0.199,3.86772316365202e-05,18,"IFI44"
"LOC3887963",1.63407468916216e-09,0.787721837646512,0.571,0.281,3.87046930874949e-05,18,"LOC388796"
"POP78",1.96399660775482e-09,1.15492908965576,0.429,0.196,4.65192236512807e-05,18,"POP7"
"POTEF1",1.98546719861177e-09,0.915789869794003,0.464,0.209,4.70277760663183e-05,18,"POTEF"
"ACADS3",2.0350411342783e-09,0.970379485968259,0.321,0.126,4.82019843065158e-05,18,"ACADS"
"CBY16",2.08480304453957e-09,0.930438016125269,0.357,0.145,4.93806449129644e-05,18,"CBY1"
"DPP74",2.09689560943646e-09,0.603858730558963,0.804,0.479,4.9667069405112e-05,18,"DPP7"
"ITSN18",2.10419544291641e-09,0.764667207692107,0.357,0.145,4.98399732609181e-05,18,"ITSN1"
"PHF23",2.19816810375086e-09,0.512190592579678,0.286,0.104,5.20658097054428e-05,18,"PHF23"
"ZKSCAN15",2.22744541611432e-09,1.29536827241205,0.857,0.806,5.27592721260839e-05,18,"ZKSCAN1"
"SCRIB2",2.23657643241617e-09,1.00773499626196,0.268,0.095,5.29755493782094e-05,18,"SCRIB"
"SHROOM32",2.27204890446553e-09,2.08182056502122,0.446,0.214,5.38157503511705e-05,18,"SHROOM3"
"MSANTD42",2.32522425178062e-09,0.824687154502808,0.357,0.148,5.50752616276758e-05,18,"MSANTD4"
"TRIB15",2.38383193206542e-09,0.649262075974896,0.393,0.164,5.64634431429016e-05,18,"TRIB1"
"BOLA13",2.65186612311718e-09,0.939695811048654,0.339,0.138,6.28121009921536e-05,18,"BOLA1"
"SAR1A3",2.70275592291861e-09,0.638860005726586,0.804,0.561,6.40174767902502e-05,18,"SAR1A"
"PABPC47",2.7375872327768e-09,0.799177839401849,0.562,0.292,6.48424911955512e-05,18,"PABPC4"
"LYRM22",2.74416424768682e-09,0.896465087541933,0.759,0.615,6.49982743707101e-05,18,"LYRM2"
"NPTN5",2.7576943121675e-09,0.785115484435282,0.562,0.299,6.53187474779993e-05,18,"NPTN"
