"X","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"GBP55",1.28481716607258e-14,0.95548696342537,0.929,0.578,3.04321793955951e-10,11,"GBP5"
"OAS32",1.40982816227895e-14,1.39583331847755,0.588,0.235,3.33931898517393e-10,11,"OAS3"
"NUDT211",1.46399087021615e-14,1.09162373807642,0.788,0.406,3.46760877519398e-10,11,"NUDT21"
"STRA134",1.82313440954462e-14,1.16644590510109,0.694,0.326,4.31827616244738e-10,11,"STRA13"
"C1orf112",2.46214995232487e-14,2.27278654672284,0.318,0.085,5.83184837707669e-10,11,"C1orf112"
"TUBA4A5",2.5293925428715e-14,1.07765217015269,0.718,0.275,5.99111917704544e-10,11,"TUBA4A"
"WDR763",3.14359938395536e-14,1.53168752837316,0.835,0.574,7.44592950083668e-10,11,"WDR76"
"GNG23",3.71568314193916e-14,0.950607110489199,0.812,0.396,8.8009670899971e-10,11,"GNG2"
"DPP3",4.15785234235902e-14,1.69015557901537,0.518,0.209,9.84828905811156e-10,11,"DPP3"
"LOC5414712",4.19470140193396e-14,1.04430268026175,0.753,0.348,9.93556974062078e-10,11,"LOC541471"
"KNSTRN",4.28723307790253e-14,2.32309200819138,0.306,0.082,1.01547402683199e-09,11,"KNSTRN"
"MTHFD22",4.95131425508861e-14,1.26285701797325,0.659,0.314,1.17276829446029e-09,11,"MTHFD2"
"E2F32",5.30353100293611e-14,0.949595962171774,0.588,0.218,1.25619435335545e-09,11,"E2F3"
"VOPP14",6.20680028336678e-14,1.04174147640153,0.624,0.234,1.47014271511826e-09,11,"VOPP1"
"LRRCC1",6.22413748226728e-14,1.92643954660698,0.318,0.085,1.47424920404983e-09,11,"LRRCC1"
"MTBP",7.07589679956762e-14,2.57007605614826,0.259,0.061,1.67599691594559e-09,11,"MTBP"
"C4orf46",1.05252213281851e-13,2.31177268470371,0.341,0.101,2.49300392379392e-09,11,"C4orf46"
"DDX39A1",1.1195103583629e-13,1.05212731037216,0.753,0.391,2.65167223481837e-09,11,"DDX39A"
"PARP22",1.14520827784732e-13,1.90608325265444,0.365,0.111,2.71254032690917e-09,11,"PARP2"
"CEP128",1.1594954664136e-13,1.31024833294591,0.341,0.093,2.74638096174724e-09,11,"CEP128"
"RNASEH2B",1.17311273278798e-13,1.15748264985803,0.612,0.252,2.7786348188816e-09,11,"RNASEH2B"
"SUV39H1",1.30869095206127e-13,1.86304006312684,0.294,0.076,3.09976538905233e-09,11,"SUV39H1"
"ACAT22",1.31254260203436e-13,1.54033191085914,0.459,0.164,3.10888840717859e-09,11,"ACAT2"
"ANP32B2",1.34793678149207e-13,0.790361269000776,0.918,0.586,3.19272306064212e-09,11,"ANP32B"
"TUBB4B3",1.37826259077065e-13,1.07216812838897,0.765,0.421,3.26455277249937e-09,11,"TUBB4B"
"CDKN2A2",1.54274540080175e-13,1.48855414736001,0.353,0.099,3.65414675633903e-09,11,"CDKN2A"
"ABI33",1.54503552198833e-13,1.08566142342683,0.518,0.175,3.65957113738155e-09,11,"ABI3"
"SUZ12",1.77066594816437e-13,1.2228845425918,0.647,0.301,4.19399936482212e-09,11,"SUZ12"
"CDK2AP23",1.85717833904032e-13,0.922035519042507,0.835,0.423,4.39891261385091e-09,11,"CDK2AP2"
"RAB8A1",1.87422863054539e-13,1.00740831835233,0.776,0.392,4.43929793430981e-09,11,"RAB8A"
"FAM111A1",1.90583405991686e-13,1.13259715811955,0.859,0.575,4.51415855431907e-09,11,"FAM111A"
"BAK11",2.4047137811726e-13,1.4154459527306,0.553,0.234,5.69580506208542e-09,11,"BAK1"
"POLD1",2.66802858660967e-13,1.541409206023,0.4,0.128,6.31949251024366e-09,11,"POLD1"
"AURKA",2.84545505719176e-13,2.17961169780369,0.576,0.27,6.73974484846441e-09,11,"AURKA"
"GGT1",2.90143216403452e-13,1.86884789800575,0.259,0.061,6.87233222373216e-09,11,"GGT1"
"C17orf494",3.00024052868364e-13,1.00351427369028,0.753,0.359,7.10636971624008e-09,11,"C17orf49"
"MTA21",3.24982750539278e-13,1.32079200579224,0.576,0.245,7.69754142927334e-09,11,"MTA2"
"PI4K2B",3.56347798492864e-13,1.79542345772363,0.318,0.086,8.44045395510197e-09,11,"PI4K2B"
"SLFN12L",3.79834595937092e-13,1.31289711659424,0.306,0.078,8.99676223936596e-09,11,"SLFN12L"
"SNRPA2",4.19380515371244e-13,1.23244650349163,0.635,0.291,9.93344688708329e-09,11,"SNRPA"
"MCMBP",4.57058297729626e-13,1.58457898666688,0.447,0.16,1.08258828400239e-08,11,"MCMBP"
"LIME15",5.22594390815631e-13,1.03770741430457,0.624,0.231,1.2378170740859e-08,11,"LIME1"
"NUP2105",5.41681997386726e-13,0.848068469010114,0.812,0.384,1.2830279790102e-08,11,"NUP210"
"ICOS4",5.47012416618289e-13,1.00227419754633,0.529,0.188,1.29565361000208e-08,11,"ICOS"
"ZDHHC122",5.92983714659069e-13,1.38028659963613,0.506,0.196,1.40454122654147e-08,11,"ZDHHC12"
"ZWILCH",6.34309788805212e-13,1.98399723343609,0.353,0.111,1.50242616576403e-08,11,"ZWILCH"
"PCED1B3",7.93443236139644e-13,0.883079936784476,0.659,0.261,1.87934964912036e-08,11,"PCED1B"
"VCAM12",8.02870087934596e-13,1.38661277838465,0.388,0.12,1.90167809028188e-08,11,"VCAM1"
"TAF5L3",9.47230543309669e-13,0.987116899618263,0.529,0.196,2.24361026488328e-08,11,"TAF5L"
"NUP1072",9.92859285036947e-13,1.06322430192248,0.647,0.287,2.35168650253851e-08,11,"NUP107"
"NUCB21",1.16552631097598e-12,1.00738821189299,0.729,0.364,2.7606656201777e-08,11,"NUCB2"
"MSH62",1.16812825556616e-12,1.45521216450229,0.576,0.257,2.76682858613401e-08,11,"MSH6"
"LOC6449364",1.18334348360653e-12,0.959240496039916,0.718,0.338,2.80286737527043e-08,11,"LOC644936"
"SNRNP253",1.19787992443111e-12,1.57261836112146,0.447,0.166,2.83729838900752e-08,11,"SNRNP25"
"BUB33",1.20411346964643e-12,0.862510026609237,0.882,0.513,2.85206316420454e-08,11,"BUB3"
"CENPJ1",1.23481244821702e-12,1.63668597007095,0.341,0.102,2.92477676484684e-08,11,"CENPJ"
"TDP11",1.27364169994833e-12,1.62295572187561,0.494,0.201,3.01674773049761e-08,11,"TDP1"
"TRAT14",1.27860196880776e-12,1.01762487869746,0.612,0.232,3.02849662331807e-08,11,"TRAT1"
"HAUS8",1.53718360369961e-12,1.87684296360542,0.271,0.07,3.64097308372289e-08,11,"HAUS8"
"TRMT51",1.56765172671369e-12,0.968735965241321,0.694,0.311,3.71313987989404e-08,11,"TRMT5"
"KLRC23",1.58251406113226e-12,1.54620896715885,0.353,0.106,3.74834280519786e-08,11,"KLRC2"
"RALY",1.71778726952681e-12,0.938099279271557,0.812,0.471,4.06875092660121e-08,11,"RALY"
"SHMT12",1.83319247558544e-12,1.57375965728019,0.447,0.167,4.34209969767167e-08,11,"SHMT1"
"TTF21",1.89688484742693e-12,1.35480145940159,0.788,0.533,4.49296144961543e-08,11,"TTF2"
"THEMIS5",2.20491841765432e-12,0.902439081829361,0.576,0.221,5.22256976405603e-08,11,"THEMIS"
"HIST1H2AM",2.21810403559024e-12,1.80358488752175,0.259,0.064,5.25380121869904e-08,11,"HIST1H2AM"
"TARP3",2.46952191065489e-12,1.09557100199625,0.447,0.144,5.84930959757717e-08,11,"TARP"
"HNRPLL2",2.70123555735091e-12,0.873616267921348,0.765,0.379,6.39814654114137e-08,11,"HNRPLL"
"CDC6",2.70498328119622e-12,2.1090541349312,0.694,0.384,6.40702339984137e-08,11,"CDC6"
"SPDL11",3.07922850326941e-12,2.1996288884686,0.306,0.089,7.29346063284392e-08,11,"SPDL1"
"SUPT16H2",3.2113491854442e-12,0.916236564183565,0.824,0.468,7.60640168064312e-08,11,"SUPT16H"
"FIGNL1",3.21420516140246e-12,2.33463001960119,0.306,0.092,7.61316634529787e-08,11,"FIGNL1"
"CXCR62",3.29621487857177e-12,1.38139581780305,0.424,0.14,7.80741456138509e-08,11,"CXCR6"
"CNTRL3",3.79350094934257e-12,0.820942291969802,0.8,0.404,8.9852863486128e-08,11,"CNTRL"
"SFPQ",3.79690191588501e-12,0.980807386434275,0.765,0.41,8.99334187796523e-08,11,"SFPQ"
"CTPS12",4.26264459993365e-12,1.55038132676882,0.459,0.18,1.00964999994028e-07,11,"CTPS1"
"HSPA14",4.30062409067302e-12,1.73013200308832,0.435,0.164,1.01864582211681e-07,11,"HSPA14"
"HIST1H4C3",4.67982156746909e-12,0.811917228556757,0.894,0.539,1.10846253647073e-07,11,"HIST1H4C"
"CCDC641",4.99205075238785e-12,0.878478771572218,0.376,0.115,1.18241714121059e-07,11,"CCDC64"
"CD273",5.07709894476752e-12,0.839282516117537,0.859,0.348,1.20256165605764e-07,11,"CD27"
"MSH22",5.21971055226489e-12,1.38772183294812,0.529,0.229,1.23634064140946e-07,11,"MSH2"
"TNFRSF181",5.32820662429579e-12,1.41829883811374,0.271,0.068,1.2620390210307e-07,11,"TNFRSF18"
"CKAP52",5.38186485642017e-12,1.21099239530071,0.635,0.304,1.27474850989168e-07,11,"CKAP5"
"SYTL35",5.74107727700161e-12,0.989175599757849,0.612,0.252,1.3598315638306e-07,11,"SYTL3"
"EED1",5.95879099356256e-12,1.18135752773705,0.553,0.232,1.41139923473523e-07,11,"EED"
"SLC2A4RG",6.35159827410493e-12,1.91991785384515,0.259,0.068,1.50443956720449e-07,11,"SLC2A4RG"
"ISG154",6.39837471907605e-12,0.883550555450395,0.8,0.384,1.51551903596035e-07,11,"ISG15"
"TUBG14",6.91322221740018e-12,1.41821190660566,0.529,0.237,1.63746581441341e-07,11,"TUBG1"
"HNRNPD1",7.86013010341968e-12,0.776875223346439,0.871,0.527,1.86175041629599e-07,11,"HNRNPD"
"PPM1G3",8.03720400574696e-12,0.936766521775275,0.765,0.414,1.90369214080122e-07,11,"PPM1G"
"COTL14",9.23705442958779e-12,0.72340034078881,0.988,0.656,2.18788871219216e-07,11,"COTL1"
"SKA21",9.38116796221245e-12,0.937269671122515,0.859,0.598,2.22202344352964e-07,11,"SKA2"
"SSRP13",1.009356553043e-11,1.33099319322788,0.576,0.273,2.39076193153765e-07,11,"SSRP1"
"DGKH1",1.03074379720912e-11,0.624255597874531,0.447,0.151,2.44141975806951e-07,11,"DGKH"
"GRAP23",1.05666833857211e-11,1.11448173598608,0.447,0.157,2.50282462674189e-07,11,"GRAP2"
"CD77",1.13039707365563e-11,0.779078129043922,0.682,0.283,2.67745850866073e-07,11,"CD7"
"TMEM482",1.15123091220611e-11,1.51759002619802,0.459,0.18,2.72680553865139e-07,11,"TMEM48"
"BCL11B5",1.17607015209655e-11,0.597092491802818,0.765,0.33,2.7856397622559e-07,11,"BCL11B"
"BAZ1B1",1.22815104093748e-11,0.86444551069081,0.729,0.375,2.90899855556451e-07,11,"BAZ1B"
"RBM151",1.24746929458495e-11,0.982783866686474,0.576,0.243,2.95475577115392e-07,11,"RBM15"
"EMB6",1.36302998729237e-11,0.742943146497699,0.929,0.45,3.2284728279007e-07,11,"EMB"
"CMC22",1.38152581628631e-11,1.02960330306805,0.694,0.352,3.27228204845576e-07,11,"CMC2"
"ADRBK13",1.39430201628354e-11,0.863819376872975,0.682,0.309,3.3025437557692e-07,11,"ADRBK1"
"SLX1B2",1.5719160929552e-11,1.0662694062921,0.694,0.374,3.7232404577737e-07,11,"SLX1B"
"SLX1A2",1.5719160929552e-11,1.0662694062921,0.694,0.374,3.7232404577737e-07,11,"SLX1A"
"CBX51",1.57715346158163e-11,0.648581629048238,0.988,0.912,3.73564568910225e-07,11,"CBX5"
"TNIP33",1.67100427285353e-11,1.32252740826555,0.576,0.266,3.95794072068087e-07,11,"TNIP3"
"CD965",1.74206308466932e-11,0.775531645587701,0.953,0.636,4.12625062234774e-07,11,"CD96"
"KIF2A1",1.87332013837775e-11,0.879049390472017,0.718,0.364,4.43714607976154e-07,11,"KIF2A"
"XRCC11",2.00730502464458e-11,1.38311345231912,0.471,0.189,4.75450268137315e-07,11,"XRCC1"
"SLA24",2.04917547825357e-11,1.02746942579416,0.812,0.542,4.85367703779142e-07,11,"SLA2"
"SHCBP1",2.10372706475554e-11,2.13373284492158,0.612,0.343,4.98288792557998e-07,11,"SHCBP1"
"WSB24",2.15617419471754e-11,0.922865154064691,0.8,0.432,5.10711419760796e-07,11,"WSB2"
"LSM51",2.21252102544332e-11,1.19102251701734,0.671,0.385,5.24057730086505e-07,11,"LSM5"
"PSIP1",2.70533769900347e-11,0.918318740485754,0.706,0.351,6.40786287385962e-07,11,"PSIP1"
"LYAR2",3.04156002843901e-11,1.08872905716181,0.529,0.22,7.20423908336064e-07,11,"LYAR"
"SENP1",3.21436691813666e-11,1.29579057885127,0.482,0.195,7.6135494822985e-07,11,"SENP1"
"CD3E5",3.31766511225672e-11,0.794409351740394,0.976,0.434,7.85822158489127e-07,11,"CD3E"
"GLIPR22",3.38476861637526e-11,0.966173574842494,0.518,0.198,8.01716294474644e-07,11,"GLIPR2"
"CAMK41",3.47232549454721e-11,0.840352432028666,0.424,0.142,8.22455016638453e-07,11,"CAMK4"
"APOBEC3C2",3.49764799656907e-11,0.775391836050368,0.894,0.5,8.2845290446735e-07,11,"APOBEC3C"
"ACADM2",3.58545943034181e-11,1.10406613824982,0.612,0.293,8.4925192067076e-07,11,"ACADM"
"GPR1744",3.63035428230236e-11,0.806439485122164,0.565,0.209,8.59885715306136e-07,11,"GPR174"
"C20orf241",3.72508713211597e-11,1.07315323892311,0.588,0.262,8.82324138112988e-07,11,"C20orf24"
"PNP2",3.79650639691236e-11,1.13237646943495,0.412,0.143,8.99240505172662e-07,11,"PNP"
"TOPBP1",3.92920259459199e-11,1.64301237207061,0.412,0.155,9.30670926555059e-07,11,"TOPBP1"
"CEP57",4.18029647142112e-11,0.940687584928853,0.729,0.378,9.90145022220805e-07,11,"CEP57"
"TMEM194A1",4.48866910645053e-11,1.48764566369181,0.424,0.159,1.06318616455387e-06,11,"TMEM194A"
"SUB14",4.78924318550083e-11,0.625578295684208,0.988,0.699,1.13438014091773e-06,11,"SUB1"
"FAM49B3",4.93082484734567e-11,0.86991694442583,0.8,0.457,1.1679151733423e-06,11,"FAM49B"
"ANAPC151",5.1722875181394e-11,1.30810815095507,0.482,0.199,1.2251080215465e-06,11,"ANAPC15"
"MAP4K15",5.31388196643548e-11,0.681103602743707,0.812,0.381,1.25864608256991e-06,11,"MAP4K1"
"FAM83D",5.45204529349058e-11,2.53055347013048,0.259,0.073,1.29137144821618e-06,11,"FAM83D"
"NMI1",5.82753571509025e-11,1.04587484654464,0.576,0.252,1.38031010947628e-06,11,"NMI"
"BLOC1S13",6.10568649866011e-11,0.813395596722883,0.812,0.444,1.44619290407263e-06,11,"BLOC1S1"
"TRERF14",6.48441400053487e-11,0.598756222901129,0.553,0.217,1.53589830016669e-06,11,"TRERF1"
"CD3G5",6.82481622426514e-11,0.697732847169205,0.965,0.647,1.61652597087944e-06,11,"CD3G"
"GALM3",6.94931007267339e-11,0.87294508650903,0.882,0.643,1.64601358381342e-06,11,"GALM"
"PSMB93",7.05525831608047e-11,0.739954872288126,0.953,0.577,1.67110848474682e-06,11,"PSMB9"
"MASTL1",7.45222742591389e-11,1.39715557316193,0.494,0.217,1.76513458810196e-06,11,"MASTL"
"RBBP73",7.64020803094977e-11,0.918853987375379,0.729,0.408,1.80965967421076e-06,11,"RBBP7"
"SNRPG3",7.93420182000245e-11,0.744047932029197,0.859,0.518,1.87929504308578e-06,11,"SNRPG"
"CD29",8.71299477495843e-11,0.824377927691591,0.976,0.432,2.06375994239665e-06,11,"CD2"
"PRPS22",9.16706398838153e-11,0.863659884947676,0.741,0.402,2.17131077628805e-06,11,"PRPS2"
"ADCY3",9.75827436953515e-11,1.40403384762962,0.341,0.111,2.3113448671681e-06,11,"ADCY3"
"BCL2L121",1.05741374180676e-10,1.4354539253582,0.388,0.141,2.50459018884349e-06,11,"BCL2L12"
"RBM17",1.06909740875088e-10,0.849951824901183,0.8,0.466,2.53226412236734e-06,11,"RBM17"
"CYFIP26",1.08955491944192e-10,0.635407430406435,0.894,0.462,2.58071978219013e-06,11,"CYFIP2"
"SQRDL1",1.10545827269245e-10,0.941119988419673,0.576,0.245,2.61838846469934e-06,11,"SQRDL"
"ZC3H41",1.15673395452088e-10,0.902845259295188,0.612,0.291,2.73984004467815e-06,11,"ZC3H4"
"SLC43A34",1.26637686900646e-10,1.00549433844552,0.635,0.303,2.9995402519287e-06,11,"SLC43A3"
"TMX11",1.28457114187265e-10,0.731870099340509,0.941,0.695,3.04263520663956e-06,11,"TMX1"
"GSG2",1.33134777536555e-10,2.34386889547147,0.259,0.075,3.15343034073084e-06,11,"GSG2"
"NUP372",1.35370920915445e-10,1.45887541524403,0.4,0.151,3.20639563280324e-06,11,"NUP37"
"SHKBP12",1.49964178627836e-10,0.976337012703692,0.659,0.326,3.55205153497892e-06,11,"SHKBP1"
"UBE2N",1.53001075425662e-10,0.747755062742093,0.824,0.472,3.62398347253222e-06,11,"UBE2N"
"TNFRSF1B5",1.53214616951566e-10,0.833890784901513,0.882,0.574,3.6290414171148e-06,11,"TNFRSF1B"
"TSTD12",1.59610906647867e-10,0.867907002310144,0.624,0.252,3.78054393486138e-06,11,"TSTD1"
"BAG2",1.70295614073203e-10,1.83200511242226,0.259,0.073,4.0336219149379e-06,11,"BAG2"
"CCL3L32",1.80616194733972e-10,0.965032700219297,0.388,0.129,4.27807518846887e-06,11,"CCL3L3"
"ARL6IP12",1.81470295179111e-10,0.701201375804894,0.941,0.615,4.29830541161243e-06,11,"ARL6IP1"
"INCENP",2.0228864151299e-10,2.27767927167087,0.271,0.083,4.79140876287668e-06,11,"INCENP"
"PRIM1",2.27120587634481e-10,1.41208732132027,0.365,0.129,5.37957823871032e-06,11,"PRIM1"
"ILF23",2.31244631350237e-10,0.75185739621542,0.859,0.471,5.47726033816172e-06,11,"ILF2"
"ARHGEF33",2.31584550982418e-10,0.887497005557698,0.635,0.3,5.48531167456955e-06,11,"ARHGEF3"
"ANKRD322",2.43870139478744e-10,0.966042298879441,0.471,0.186,5.77630812369352e-06,11,"ANKRD32"
"HIST1H4K",2.48213524047314e-10,1.60277244513723,0.259,0.073,5.87918553058468e-06,11,"HIST1H4K"
"PRIM2",2.72651351507213e-10,1.69307624735536,0.435,0.184,6.45801991179985e-06,11,"PRIM2"
"DIAPH12",2.79241142137849e-10,0.850755845472401,0.671,0.337,6.6141056926771e-06,11,"DIAPH1"
"ATP2A35",2.95985286510469e-10,0.656305222613114,0.6,0.248,7.01070749628697e-06,11,"ATP2A3"
"AP2S13",3.15867900469424e-10,0.833142345506877,0.741,0.403,7.48164709051877e-06,11,"AP2S1"
"UBASH3B2",3.20500080115529e-10,0.923936569260863,0.518,0.222,7.59136489761642e-06,11,"UBASH3B"
"PSMD144",3.3284658922914e-10,0.93739490980535,0.671,0.349,7.88380431248141e-06,11,"PSMD14"
"UBR72",3.72842789814856e-10,1.28574189887124,0.482,0.21,8.83115431955467e-06,11,"UBR7"
"MAGOH2",3.75561309727973e-10,1.01052674409562,0.612,0.308,8.89554518221677e-06,11,"MAGOH"
"CKLF3",3.8236821984266e-10,0.715539818037411,0.812,0.412,9.05677365519325e-06,11,"CKLF"
"MYO1F5",3.89660074217155e-10,0.934020690114439,0.6,0.272,9.22948851790753e-06,11,"MYO1F"
"NUP153",3.96982000491926e-10,0.999385345163449,0.576,0.269,9.40291566365176e-06,11,"NUP153"
"SNRPB1",4.08301268615415e-10,0.648163114871878,0.906,0.608,9.67102384842472e-06,11,"SNRPB"
"P2RY104",4.16586182013511e-10,0.733462880255546,0.529,0.201,9.86726030717203e-06,11,"P2RY10"
"ZDHHC131",4.36769255819105e-10,1.19663364181431,0.365,0.129,1.03453165933313e-05,11,"ZDHHC13"
"IFI27L1",4.54132889483884e-10,1.98835421716559,0.294,0.098,1.07565916203153e-05,11,"IFI27L1"
"NUP502",4.69233154855332e-10,0.771723196180891,0.847,0.517,1.11142565059034e-05,11,"NUP50"
"PA2G41",5.16426499550945e-10,0.659973471172294,0.918,0.582,1.22320780683637e-05,11,"PA2G4"
"C11orf481",5.38753773705714e-10,0.815334993735202,0.706,0.364,1.27609218839935e-05,11,"C11orf48"
"RASSF55",5.58978656567656e-10,0.708380025131461,0.718,0.31,1.32399684594615e-05,11,"RASSF5"
"STIL",5.67444636013577e-10,2.1325359586186,0.588,0.325,1.34404936486176e-05,11,"STIL"
"CCDC18",5.92180089756578e-10,1.02634279535347,0.412,0.154,1.40263776059743e-05,11,"CCDC18"
"HNRNPKP3",6.6441714531348e-10,1.30734970283292,0.282,0.086,1.57373845038951e-05,11,"HNRNPKP3"
"LOC2857401",6.83122848076857e-10,1.11914054107065,0.294,0.089,1.61804477795484e-05,11,"LOC285740"
"CENPN4",7.0282634351213e-10,0.875343379375498,0.965,0.829,1.66471447724283e-05,11,"CENPN"
"MRPL413",7.15466752023146e-10,1.03010087931031,0.635,0.338,1.69465454884202e-05,11,"MRPL4"
"SNX205",7.29203699904733e-10,0.922528459102126,0.635,0.321,1.72719188359435e-05,11,"SNX20"
"EIF4E",7.48341210606323e-10,0.826427535384294,0.8,0.504,1.77252099144214e-05,11,"EIF4E"
"KLRC33",7.92110766184372e-10,1.01113845834843,0.353,0.118,1.8761935607843e-05,11,"KLRC3"
"BLMH2",8.10605057564665e-10,1.36905979014646,0.447,0.192,1.91999913934767e-05,11,"BLMH"
"CEP78",8.60627755655324e-10,1.30214316581531,0.365,0.132,2.0384829020452e-05,11,"CEP78"
"ABRACL1",8.65737839378606e-10,0.791589823701879,0.741,0.379,2.05058664635217e-05,11,"ABRACL"
"TPM44",8.89329276255928e-10,0.714804367172,0.871,0.601,2.10646532373979e-05,11,"TPM4"
"HNRNPAB2",8.89346736252906e-10,1.13460994115116,0.565,0.267,2.10650667948863e-05,11,"HNRNPAB"
"PRKCH5",9.02718975007178e-10,0.659506546318809,0.871,0.419,2.138180164202e-05,11,"PRKCH"
"HNRNPR",1.07994801051065e-09,0.675161639222518,0.894,0.575,2.55796485769553e-05,11,"HNRNPR"
"TIFA1",1.08039659720301e-09,1.1648299154697,0.412,0.161,2.55902738013505e-05,11,"TIFA"
"RPL39L3",1.08926171264634e-09,1.52518993301706,0.376,0.149,2.58002529257411e-05,11,"RPL39L"
"POLR3K3",1.154857500213e-09,1.08165946522546,0.506,0.226,2.73539547500452e-05,11,"POLR3K"
"CSE1L4",1.21692402509603e-09,0.939777922306735,0.682,0.362,2.88240624584246e-05,11,"CSE1L"
"SNRPD33",1.23526802614638e-09,0.692436312931771,0.859,0.503,2.92585584673031e-05,11,"SNRPD3"
"GZMK3",1.34256434850979e-09,0.886789853127537,0.624,0.255,3.1799979158803e-05,11,"GZMK"
"DECR11",1.38126561193898e-09,0.852215720147725,0.671,0.36,3.27166572843868e-05,11,"DECR1"
"TRAPPC14",1.58607207807034e-09,0.729432781807682,0.8,0.442,3.7567703241174e-05,11,"TRAPPC1"
"C16orf87",1.59906824708116e-09,1.2680572820455,0.376,0.142,3.78755305003644e-05,11,"C16orf87"
"ERH2",1.62680288801671e-09,0.684897755511225,0.871,0.537,3.85324532055638e-05,11,"ERH"
"CDK23",1.6273436422209e-09,0.795856021162253,0.659,0.31,3.85452615096442e-05,11,"CDK2"
"LOC7285541",1.66153370364282e-09,1.26125758424645,0.412,0.166,3.93550873044839e-05,11,"LOC728554"
"TIMM233",1.68648859522025e-09,0.923750820498007,0.694,0.399,3.99461688663869e-05,11,"TIMM23"
"CCDC1414",1.70115857945065e-09,0.602864677960925,0.588,0.266,4.0293642112868e-05,11,"CCDC141"
"SRSF4",1.72558649004917e-09,0.766442943453802,0.765,0.429,4.08722416033046e-05,11,"SRSF4"
"MZT12",1.7999957262972e-09,1.30518071642088,0.435,0.186,4.26346987730755e-05,11,"MZT1"
"SLC25A402",1.82239463317136e-09,1.57930926157226,0.4,0.167,4.31652392812968e-05,11,"SLC25A40"
"HSPB112",1.87546847872816e-09,0.915746273870672,0.612,0.307,4.44223463871552e-05,11,"HSPB11"
"KLRC4-KLRK12",1.89817291142793e-09,1.03051063724926,0.271,0.079,4.4960123580082e-05,11,"KLRC4-KLRK1"
"SAMSN15",2.01006192532008e-09,0.823282296782594,0.6,0.273,4.76103267631313e-05,11,"SAMSN1"
"SAMD32",2.03492180550657e-09,1.00319825983491,0.365,0.127,4.81991578852285e-05,11,"SAMD3"
"HNRNPF1",2.11888477692872e-09,0.630917254522574,0.929,0.636,5.01879048263336e-05,11,"HNRNPF"
"CARHSP1",2.14659347656443e-09,0.983884290622954,0.706,0.44,5.08442130859052e-05,11,"CARHSP1"
"HCST6",2.16747911960012e-09,0.738957345183423,0.824,0.355,5.13389104268484e-05,11,"HCST"
"RFC51",2.22662487376946e-09,1.71138736009016,0.353,0.138,5.27398367601034e-05,11,"RFC5"
"UBE2A3",2.3870559488848e-09,0.919783815647853,0.635,0.334,5.65398072052854e-05,11,"UBE2A"
"LAT6",2.53015853220331e-09,0.683213365196314,0.682,0.296,5.99293349937675e-05,11,"LAT"
"SPATA135",2.56278331176574e-09,0.756140603329947,0.882,0.652,6.07020855224833e-05,11,"SPATA13"
"PMF12",2.65551311085542e-09,0.948224411449635,0.624,0.319,6.28984835437215e-05,11,"PMF1"
"BAX2",2.67410169019672e-09,1.08673551241656,0.506,0.232,6.33387726339996e-05,11,"BAX"
"LCK5",2.83542050118604e-09,0.771569849880783,0.906,0.396,6.71597699910925e-05,11,"LCK"
"RTTN2",2.92102418270107e-09,1.1056330317731,0.459,0.195,6.91873787914576e-05,11,"RTTN"
"TBCB2",3.10399556732216e-09,0.748942506409553,0.788,0.456,7.35212390075928e-05,11,"TBCB"
"CRTAM3",3.12576224014593e-09,1.00033090807009,0.812,0.504,7.40368044200965e-05,11,"CRTAM"
"SNX51",3.25002405416197e-09,0.770701852308751,0.753,0.437,7.69800697468805e-05,11,"SNX5"
"KCNK52",3.34108104787406e-09,1.3018804641921,0.294,0.096,7.91368456999449e-05,11,"KCNK5"
"IPCEF14",3.54836908246847e-09,0.675558180367758,0.8,0.495,8.40466700873482e-05,11,"IPCEF1"
"MICB1",3.72567423774652e-09,1.35388877561691,0.635,0.363,8.82463199952641e-05,11,"MICB"
"MRPL392",3.78701006618931e-09,1.1756957924781,0.494,0.23,8.96991204277599e-05,11,"MRPL39"
"STAG1",3.90425070188046e-09,0.953416847745724,0.612,0.317,9.24760821247406e-05,11,"STAG1"
"SFXN14",4.05444867536407e-09,0.71228467396782,0.859,0.683,9.60336713246733e-05,11,"SFXN1"
"GPRIN35",4.23321938531398e-09,0.67430997284332,0.612,0.28,0.000100268034360547,11,"GPRIN3"
"FYN5",4.36006464260028e-09,0.686027012693131,0.824,0.475,0.00010327249112463,11,"FYN"
"FERMT34",4.42916850003926e-09,0.769601722405689,0.612,0.271,0.00010490928509193,11,"FERMT3"
"ORC12",4.52911473232623e-09,2.50165284474865,0.471,0.239,0.000107276611549879,11,"ORC1"
"GGH3",5.18663456013579e-09,1.53695573085017,0.341,0.13,0.000122850626191376,11,"GGH"
"APITD1",5.42914102943364e-09,1.53277103714452,0.271,0.087,0.000128594634423165,11,"APITD1"
"THOC32",5.89009874327765e-09,1.23981397901788,0.482,0.229,0.000139512878833274,11,"THOC3"
"PTBP1",5.96603763207139e-09,0.65311439139858,0.847,0.565,0.000141311567353243,11,"PTBP1"
"NELL23",6.44396569226011e-09,0.814828044281081,0.435,0.172,0.000152631771386873,11,"NELL2"
"ENOSF12",6.53313663989549e-09,0.919105127326275,0.8,0.523,0.000154743874452565,11,"ENOSF1"
