"X","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"NKG7",0,2.728936701635,0.985,0.179,0,0,"NKG7"
"CD8A",0,3.01367521660904,0.979,0.195,0,0,"CD8A"
"KLRK1",0,2.60496686691887,0.933,0.189,0,0,"KLRK1"
"CD8B",0,2.95568614885889,0.822,0.124,0,0,"CD8B"
"CCL4L1",0,2.9895802132036,0.816,0.146,0,0,"CCL4L1"
"CCL4L2",0,2.9895802132036,0.816,0.146,0,0,"CCL4L2"
"PRF1",2.96439387504748e-323,2.62275836664391,0.886,0.203,7.02146333243746e-319,0,"PRF1"
"CST7",6.02000412589275e-317,2.26817607615327,0.944,0.224,1.42589817725896e-312,0,"CST7"
"PDCD1",6.56894128731509e-312,2.77561132790111,0.782,0.139,1.55591943331345e-307,0,"PDCD1"
"CCL4",1.84482293634046e-301,2.45564799693386,0.847,0.173,4.369647607016e-297,0,"CCL4"
"LAG3",1.37321099783815e-300,3.2730300912061,0.649,0.085,3.25258756947945e-296,0,"LAG3"
"TIGIT",3.82657469479889e-269,2.35078133817306,0.837,0.204,9.06362482210066e-265,0,"TIGIT"
"GZMK",4.54003457542529e-268,2.38670984178025,0.801,0.171,1.07535258953523e-263,0,"GZMK"
"GZMA",5.61699648090358e-267,2.35714552580017,0.797,0.163,1.33044178646682e-262,0,"GZMA"
"CXCL13",3.02282627465701e-257,3.34456637904414,0.539,0.062,7.1598663141526e-253,0,"CXCL13"
"TOX",8.9873477030857e-254,2.42626507113276,0.793,0.188,2.12874317695288e-249,0,"TOX"
"CTSW",1.90713704360557e-250,2.46917636661145,0.721,0.139,4.51724480148415e-246,0,"CTSW"
"IFNG",1.4738681053505e-242,3.14784521174152,0.566,0.081,3.4910039943332e-238,0,"IFNG"
"CCL5",7.66606109240004e-233,0.993049520226549,1,0.938,1.81578323034587e-228,0,"CCL5"
"VCAM1",2.34532268856494e-232,3.77127272111209,0.495,0.061,5.55513132013492e-228,0,"VCAM1"
"DTHD1",1.42493215890444e-229,2.8831978326829,0.643,0.126,3.37509431158105e-225,0,"DTHD1"
"CCL3L3",2.16184461571109e-222,3.2889000430388,0.511,0.07,5.12054515677328e-218,0,"CCL3L3"
"LYST",1.56613569613751e-220,1.74804423569177,0.963,0.602,3.7095490098713e-216,0,"LYST"
"SIRPG",8.33179849935663e-219,2.22570214904829,0.745,0.186,1.97346979255761e-214,0,"SIRPG"
"CD27",7.81183707960315e-217,1.90193726329008,0.864,0.271,1.8503117306748e-212,0,"CD27"
"ITM2A",4.25151564110754e-213,1.89240031180634,0.861,0.287,1.00701399475273e-208,0,"ITM2A"
"CCL3",2.47388480093324e-208,2.79959058236168,0.569,0.1,5.85964353949048e-204,0,"CCL3"
"CD2",5.70057612545986e-205,1.59643143018219,0.96,0.354,1.35023846107642e-200,0,"CD2"
"CBLB",1.87439560176819e-200,1.68215331761913,0.933,0.493,4.43969342234813e-196,0,"CBLB"
"HAVCR2",5.42590990760128e-200,2.03725045785958,0.926,0.643,1.28518102071444e-195,0,"HAVCR2"
"IL2RB",4.50381002022292e-196,2.01479961937418,0.782,0.233,1.06677244139e-191,0,"IL2RB"
"FCRL3",2.2197264966784e-193,2.2053309705607,0.689,0.175,5.25764418003246e-189,0,"FCRL3"
"PRKCH",6.20149427354475e-190,1.70925802592997,0.889,0.348,1.46888593363181e-185,0,"PRKCH"
"KLRC4",5.14526073976455e-183,2.66044598532656,0.539,0.103,1.21870645882063e-178,0,"KLRC4"
"CD7",3.53662832969049e-181,1.931398079224,0.751,0.212,8.3768578617049e-177,0,"CD7"
"TNFRSF9",1.04865792045631e-175,1.91215395823452,0.95,0.803,2.48385115039281e-171,0,"TNFRSF9"
"IL32",1.24831977035958e-172,1.38311414952353,0.973,0.418,2.9567702080737e-168,0,"IL32"
"CTLA4",1.23043643152385e-171,2.27209887260496,0.61,0.145,2.9144117317074e-167,0,"CTLA4"
"DGKH",8.27816290395313e-165,2.93505492073763,0.499,0.098,1.96076566543034e-160,0,"DGKH"
"CD3E",1.41190795712396e-163,1.44026750993863,0.93,0.361,3.34424518724381e-159,0,"CD3E"
"CD3D",9.10351413677024e-163,1.40584796546506,0.942,0.363,2.1562583584354e-158,0,"CD3D"
"PSTPIP1",9.28949473449925e-159,2.10627063861147,0.633,0.172,2.20030972281349e-154,0,"PSTPIP1"
"PYHIN1",1.49936215815272e-157,1.85407453830148,0.727,0.237,3.55138920780053e-153,0,"PYHIN1"
"KLRC3",2.33451453428383e-152,3.18076365111121,0.419,0.072,5.52953112590468e-148,0,"KLRC3"
"CXCR6",6.10863447736173e-145,2.74200229763903,0.456,0.093,1.4468911623079e-140,0,"CXCR6"
"PTPN7",5.48953132194774e-143,1.80348741244068,0.711,0.25,1.30025038891654e-138,0,"PTPN7"
"SLA",1.44829487907944e-140,1.44497138290234,0.853,0.366,3.43043125058756e-136,0,"SLA"
"ID2",2.29258820579556e-140,1.57335619564952,0.794,0.385,5.43022442424735e-136,0,"ID2"
"SRGN",2.49988952579167e-140,1.09145152805534,0.975,0.571,5.92123833079014e-136,0,"SRGN"
"SH2D2A",7.54002794494058e-138,1.85966812685448,0.649,0.202,1.78593101903863e-133,0,"SH2D2A"
"ATHL1",7.71333821607813e-137,2.05357604391685,0.637,0.212,1.82698128986027e-132,0,"ATHL1"
"PCED1B",2.52139208619109e-134,1.84611344032815,0.646,0.204,5.97216929535221e-130,0,"PCED1B"
"HCST",1.93153531775808e-131,1.47448349928762,0.775,0.294,4.57503455364178e-127,0,"HCST"
"FASLG",7.65226766790405e-131,3.01361495952559,0.353,0.055,1.81251611981975e-126,0,"FASLG"
"IL2RG",1.13726188475358e-130,1.18595472558042,0.926,0.457,2.69371850022733e-126,0,"IL2RG"
"DUSP2",9.20927695297311e-130,1.50229184628906,0.785,0.329,2.18130933908121e-125,0,"DUSP2"
"TNFRSF1B",4.93357578649268e-129,1.59353932282271,0.867,0.53,1.16856676078866e-124,0,"TNFRSF1B"
"GBP5",8.78422191224678e-126,1.61081859454045,0.859,0.537,2.08063080213477e-121,0,"GBP5"
"RGS2",2.82784705907952e-125,1.58724092514744,0.744,0.347,6.69803854413575e-121,0,"RGS2"
"RGS1",4.57861291970348e-125,1.17170251328019,0.89,0.516,1.08449025616097e-120,0,"RGS1"
"EOMES",6.13067194711027e-125,2.9198149758266,0.363,0.063,1.45211095739254e-120,0,"EOMES"
"AMICA1",1.7321403447621e-123,1.95443351227823,0.561,0.163,4.10274762060352e-119,0,"AMICA1"
"KLRC2",2.79735547311425e-123,2.78479620371179,0.37,0.067,6.62581617361842e-119,0,"KLRC2"
"CD38",9.58702725145588e-123,2.18237552694922,0.508,0.136,2.27078327477984e-118,0,"CD38"
"LSP1",3.69130593438878e-122,1.1692111144605,0.901,0.447,8.74322723619326e-118,0,"LSP1"
"CD3G",5.40490364880451e-122,1.16028646438881,0.953,0.602,1.28020547825584e-117,0,"CD3G"
"IKZF3",1.19447944574859e-120,0.844635091513986,0.996,0.947,2.8292440152001e-116,0,"IKZF3"
"DENND2D",3.66780697677077e-119,1.3911856412578,0.8,0.372,8.68756760517924e-115,0,"DENND2D"
"HLA-H",6.38280595919387e-116,0.539209140502118,0.997,0.927,1.51183141949466e-111,0,"HLA-H"
"LCP2",9.91323162168307e-116,1.35477794505005,0.828,0.403,2.34804804191185e-111,0,"LCP2"
"SARDH",5.84804122574497e-115,2.87061021427486,0.359,0.068,1.38516704472995e-110,0,"SARDH"
"CCDC141",1.69784424824484e-114,1.96445497755996,0.61,0.214,4.02151388639272e-110,0,"CCDC141"
"TTN",3.61910917043774e-114,1.60770349284014,0.843,0.503,8.57222198109883e-110,0,"TTN"
"APOBEC3G",7.15529969884699e-113,1.61338371569341,0.714,0.325,1.6948042866689e-108,0,"APOBEC3G"
"GZMB",8.61505964442723e-112,2.41258692593085,0.397,0.086,2.04056302737903e-107,0,"GZMB"
"SH2D1A",2.91282246142567e-110,1.69317325516116,0.596,0.199,6.89931128213284e-106,0,"SH2D1A"
"PRDM1",8.79084112588837e-110,1.54686905511792,0.699,0.289,2.08219862907792e-105,0,"PRDM1"
"LCK",5.42167381973259e-107,1.27557177973973,0.794,0.34,1.28417766094186e-102,0,"LCK"
"TARP",6.34882688951064e-107,2.17169002924966,0.425,0.103,1.50378313704949e-102,0,"TARP"
"PTPRCAP",9.44286301858576e-107,1.01103733301635,0.954,0.509,2.23663653458222e-102,0,"PTPRCAP"
"SNAP47",2.30296124218957e-104,2.21459624882765,0.539,0.206,5.4547939982502e-100,0,"SNAP47"
"CLEC2D",4.95383676795222e-104,1.04167203891335,0.945,0.701,1.17336577685716e-99,0,"CLEC2D"
"ASB2",8.83728479327083e-104,2.53968848953648,0.375,0.083,2.09319927613413e-99,0,"ASB2"
"CD84",1.81771725895414e-103,1.01397410167333,0.97,0.863,4.30544509955878e-99,0,"CD84"
"KLRC4-KLRK1",3.79504795276418e-102,2.71823622872656,0.292,0.047,8.98895058091723e-98,0,"KLRC4-KLRK1"
"FYN",4.29082157134138e-102,1.34079326794394,0.791,0.428,1.01632399738792e-97,0,"FYN"
"PAM",4.73086039631904e-101,1.89392344004138,0.563,0.201,1.12055159347213e-96,0,"PAM"
"SIT1",6.32119855137485e-101,1.62028504255582,0.588,0.204,1.49723908887865e-96,0,"SIT1"
"KLRD1",6.49584575475467e-99,0.872800616695785,0.953,0.903,1.53860602547119e-94,0,"KLRD1"
"ITGA4",1.98231781905542e-98,1.31043689705049,0.784,0.389,4.69531798621468e-94,0,"ITGA4"
"JAKMIP1",1.98837022176667e-96,2.86051793392696,0.307,0.058,4.70965370727653e-92,0,"JAKMIP1"
"CCR5",3.68452158192183e-96,2.23677293632233,0.422,0.117,8.72715781894005e-92,0,"CCR5"
"PTPN22",3.72016203825604e-96,1.72433152098015,0.554,0.192,8.81157580381326e-92,0,"PTPN22"
"GZMH",1.6537225404526e-94,2.258928554145,0.361,0.082,3.91700720931604e-90,0,"GZMH"
"RARRES3",9.02404328376943e-93,1.25549372864401,0.73,0.366,2.13743489219363e-88,0,"RARRES3"
"GPR174",6.39765554399565e-92,1.67559402503557,0.513,0.165,1.51534869215081e-87,0,"GPR174"
"RNF19A",2.06838031410656e-90,1.22581095589886,0.803,0.511,4.8991656119928e-86,0,"RNF19A"
"TRAT1",1.61840742524087e-89,1.64734947227084,0.535,0.188,3.83335982742551e-85,0,"TRAT1"
"ATXN1",8.50374989007595e-89,1.78086592393305,0.649,0.302,2.01419819896339e-84,0,"ATXN1"
"SYTL3",1.31767816071724e-88,1.68349375207701,0.553,0.208,3.12105249147486e-84,0,"SYTL3"
"TTC24",2.28193938625597e-88,2.62122615475867,0.274,0.048,5.4050016302859e-84,0,"TTC24"
"XCL2",7.65858740886284e-88,2.66659936745419,0.279,0.051,1.81401301366325e-83,0,"XCL2"
"GBP2",1.41728939906838e-86,1.29114303733587,0.727,0.412,3.35699167063338e-82,0,"GBP2"
"KLRC1",1.95658937267916e-86,2.05300603652625,0.252,0.039,4.63437758812786e-82,0,"KLRC1"
"PTPRC",2.25853460812672e-86,0.790928960685942,0.993,0.669,5.34956507280894e-82,0,"PTPRC"
"ARHGAP9",4.99488197307746e-86,1.16422734527802,0.756,0.362,1.18308774414313e-81,0,"ARHGAP9"
"MYO7A",9.20980378916154e-86,2.74952897216566,0.361,0.097,2.1814341255008e-81,0,"MYO7A"
"ZBED2",1.21579994864783e-84,2.72540594204004,0.29,0.06,2.87974375836724e-80,0,"ZBED2"
"ZAP70",4.49386763944762e-83,1.16090294706314,0.721,0.312,1.06441748907956e-78,0,"ZAP70"
"ABCB1",2.69974198000999e-82,2.28839079588091,0.314,0.07,6.39460885385166e-78,0,"ABCB1"
"FYB",5.91562970925599e-81,0.869981237326886,0.942,0.557,1.40117605293437e-76,0,"FYB"
"ETV1",9.82306429877228e-81,2.38618883467086,0.468,0.171,2.3266910098072e-76,0,"ETV1"
"IL10RA",1.2051521069575e-80,1.28138187426015,0.671,0.304,2.85452328053954e-76,0,"IL10RA"
"RUNX3",7.94345487406114e-80,1.27059804281757,0.68,0.32,1.88148672147012e-75,0,"RUNX3"
"IFITM1",1.60407242565153e-79,0.796959389439978,0.91,0.603,3.7994059473982e-75,0,"IFITM1"
"CD96",1.89743876936712e-79,1.13093310454135,0.855,0.606,4.49427346912297e-75,0,"CD96"
"SLFN11",5.21758149772016e-78,1.48851196822244,0.489,0.166,1.23583635355e-73,0,"SLFN11"
"PSMB9",1.1441229532304e-77,0.933139612740621,0.807,0.546,2.70996962702153e-73,0,"PSMB9"
"GPR171",3.99749218281342e-77,1.74004555548045,0.436,0.141,9.46845998421186e-73,0,"GPR171"
"EVL",4.84571225082018e-77,0.993268448271462,0.818,0.444,1.14775540372927e-72,0,"EVL"
"TRAF5",1.06218822945041e-76,1.25378992923212,0.828,0.602,2.51589904027625e-72,0,"TRAF5"
"GFOD1",4.62922709640543e-76,2.4464962782633,0.357,0.104,1.09647873005459e-71,0,"GFOD1"
"CCND2",4.78367534906157e-76,1.34409626291342,0.67,0.333,1.13306134317872e-71,0,"CCND2"
"CD97",6.11116872522175e-76,1.22540328037377,0.744,0.46,1.44749142425602e-71,0,"CD97"
"CCDC64",1.26233691934756e-75,2.29326123487707,0.327,0.084,2.98997122716663e-71,0,"CCDC64"
"XCL1",2.06060394290079e-74,2.55089861174971,0.267,0.056,4.88074649915482e-70,0,"XCL1"
"COTL1",1.0595574328966e-72,0.850791548607465,0.852,0.63,2.50966773555889e-68,0,"COTL1"
"PTPN6",1.28012956537075e-72,1.12735550918677,0.696,0.335,3.03211488853715e-68,0,"PTPN6"
"1-Sep",2.8679128844074e-72,1.12468241680793,0.713,0.362,6.79293845800736e-68,0,"1-Sep"
"GIMAP4",6.56452589578304e-72,1.14645934906164,0.676,0.324,1.55487360367517e-67,0,"GIMAP4"
"RAB27A",6.86095049773635e-72,0.813356537522196,0.951,0.866,1.62508473489383e-67,0,"RAB27A"
"MAP4K1",9.682280254279e-72,1.25192248126716,0.676,0.34,2.29334490102852e-67,0,"MAP4K1"
"RASSF5",1.23920085922147e-71,1.3711544092526,0.591,0.271,2.93517115515199e-67,0,"RASSF5"
"MIR155HG",1.40698206762213e-71,2.10560451129506,0.372,0.117,3.33257772536978e-67,0,"MIR155HG"
"ITGAL",8.19144558477059e-71,1.02811724892856,0.874,0.623,1.94022580120876e-66,0,"ITGAL"
"UBASH3A",2.04732574800091e-70,1.6802743115969,0.416,0.136,4.84929576671496e-66,0,"UBASH3A"
"HSPA1B",2.20147382229553e-70,1.32376138640096,0.633,0.387,5.21441089548919e-66,0,"HSPA1B"
"SLAMF7",3.4668001212775e-70,1.33813855243997,0.782,0.584,8.21146276725788e-66,0,"SLAMF7"
"LBH",1.71511686524834e-69,1.07321368715501,0.744,0.4,4.06242580702722e-65,0,"LBH"
"HSPA1A",1.32735474659258e-68,1.1339902153359,0.71,0.481,3.1439724527792e-64,0,"HSPA1A"
"TOX2",1.87965907455086e-68,2.24642486178933,0.262,0.057,4.45216048398118e-64,0,"TOX2"
"RAC2",4.26164899593684e-68,0.823321416780621,0.904,0.548,1.0094141811776e-63,0,"RAC2"
"ENTPD1",8.96306667605371e-68,0.773852745763362,0.981,0.954,2.12299197289008e-63,0,"ENTPD1"
"IGFLR1",3.00863651519735e-67,1.47253976105563,0.542,0.254,7.12625644989644e-63,0,"IGFLR1"
"TAP1",4.93470939213454e-67,0.904081781054393,0.806,0.585,1.16883526662099e-62,0,"TAP1"
"CRTAM",1.07394215858243e-66,1.72556208137064,0.73,0.473,2.54373939681834e-62,0,"CRTAM"
"HLA-DRB1",1.26910220556059e-66,0.898649889076804,0.847,0.422,3.00599548409082e-62,0,"HLA-DRB1"
"SPN",5.71967234822856e-66,0.620609435886789,0.981,0.934,1.35476159240142e-61,0,"SPN"
"DUSP4",6.99821931078483e-66,1.14505070902631,0.72,0.465,1.65759822595249e-61,0,"DUSP4"
"TRERF1",8.35601370344901e-66,1.63000278769289,0.465,0.182,1.97920540579893e-61,0,"TRERF1"
"KCNK5",2.92800476725961e-65,2.53080575375265,0.277,0.07,6.93527209173112e-61,0,"KCNK5"
"CD247",8.97209300436807e-65,1.15820645797221,0.59,0.252,2.12512994901462e-60,0,"CD247"
"ICOS",1.64726292083352e-64,1.50425051364209,0.434,0.153,3.90170695428627e-60,0,"ICOS"
"RASAL3",2.01079024989567e-64,1.3134739615922,0.508,0.203,4.76275778590287e-60,0,"RASAL3"
"TRAF1",4.56978316703515e-64,1.43624944818279,0.527,0.229,1.08239884094394e-59,0,"TRAF1"
"INPP4B",1.1822827431857e-63,1.1453865302753,0.707,0.437,2.80035490550966e-59,0,"INPP4B"
"ITGB2",2.93751348036022e-63,0.933519928822585,0.773,0.419,6.95779442958121e-59,0,"ITGB2"
"ITK",3.19182458850711e-63,1.12170843044589,0.61,0.277,7.56015572033795e-59,0,"ITK"
"NAB1",2.01767373832023e-62,1.85801332941663,0.501,0.233,4.7790620165853e-58,0,"NAB1"
"WIPF1",2.03722895583985e-62,0.870556527138326,0.843,0.62,4.82538050480226e-58,0,"WIPF1"
"RNF213",4.19147216365581e-62,0.580698761108183,0.991,0.944,9.92792096683515e-58,0,"RNF213"
"SLA2",1.01051762715697e-61,1.38548647662971,0.759,0.511,2.39351205168401e-57,0,"SLA2"
"OASL",1.17675029343346e-61,1.91247960007144,0.356,0.116,2.78725074502649e-57,0,"OASL"
"CD6",1.76135908450978e-61,1.14396626065552,0.538,0.22,4.17195512756987e-57,0,"CD6"
"NLRC5",1.87938270891227e-61,0.962282378218825,0.77,0.465,4.45150588432961e-57,0,"NLRC5"
"LCP1",8.50468928620768e-61,0.788635166762282,0.902,0.544,2.01442070433115e-56,0,"LCP1"
"CXCR3",8.58223237250668e-61,1.5530980285567,0.413,0.149,2.03278755975193e-56,0,"CXCR3"
"HLA-G",9.80337226559792e-61,0.708794581229243,0.892,0.694,2.32202675482952e-56,0,"HLA-G"
"GPRIN3",3.34954779320913e-60,1.43694762742529,0.53,0.244,7.93373890299515e-56,0,"GPRIN3"
"CSF1",5.86208952944828e-60,2.36459696885244,0.338,0.115,1.38849452594512e-55,0,"CSF1"
"ITGB7",1.50922357327075e-59,1.76301005664666,0.39,0.141,3.57474695564909e-55,0,"ITGB7"
"HLA-DRB5",2.75444589551969e-59,0.827889171311014,0.784,0.379,6.52418054812793e-55,0,"HLA-DRB5"
"DFNB31",7.35864142607085e-58,1.97006239883115,0.458,0.211,1.74296780817914e-53,0,"DFNB31"
"AKNA",1.04284497394159e-57,0.824957400397369,0.898,0.636,2.47008260527805e-53,0,"AKNA"
"AKAP5",1.1717401743941e-57,1.05586853335732,0.886,0.764,2.77538377706986e-53,0,"AKAP5"
"SLAMF6",1.46396564091514e-57,1.17139762912649,0.727,0.451,3.46754901707161e-53,0,"SLAMF6"
"GALM",1.51276611677961e-57,1.15250035366304,0.803,0.621,3.5831378242042e-53,0,"GALM"
"DOCK8",1.85524388951458e-57,0.888383971711421,0.781,0.451,4.39433067670424e-53,0,"DOCK8"
"SEMA4A",2.74837541130225e-57,2.43336297237638,0.268,0.074,6.50980199921051e-53,0,"SEMA4A"
"DNAJB1",3.20281160109484e-57,0.690816851152595,0.843,0.72,7.58617955835323e-53,0,"DNAJB1"
"MSN",1.23367882642405e-56,0.610696566925753,0.873,0.76,2.92209166826801e-52,0,"MSN"
"SKAP1",1.68005721428241e-56,1.11644865232693,0.59,0.282,3.97938351774931e-52,0,"SKAP1"
"THEMIS",3.6747306838768e-56,1.48919655026982,0.455,0.189,8.70396709783059e-52,0,"THEMIS"
"ARAP2",7.30235136870417e-56,1.34695335271168,0.573,0.293,1.72963494519127e-51,0,"ARAP2"
"HLA-DRB6",1.63543353814297e-55,0.82771652921439,0.707,0.337,3.87368787844543e-51,0,"HLA-DRB6"
"PARVG",1.73356323067623e-55,1.13001962135482,0.575,0.276,4.10611786817973e-51,0,"PARVG"
"PVRIG",1.77380463493392e-55,1.24207373099994,0.561,0.276,4.20143365830449e-51,0,"PVRIG"
"RALGDS",2.84908294549685e-55,1.44869347057342,0.563,0.303,6.74833786470385e-51,0,"RALGDS"
"CORO1A",4.23387883439671e-55,0.745221074065113,0.908,0.548,1.0028365407152e-50,0,"CORO1A"
"DGKZ",2.76839877600897e-53,1.53371996616837,0.462,0.207,6.55722934085486e-49,0,"DGKZ"
"CRIP1",3.59424646581581e-53,0.94192159959033,0.665,0.352,8.51333217893132e-49,0,"CRIP1"
"CD74",4.04955095215637e-53,0.562091576334913,0.987,0.72,9.59176638527757e-49,0,"CD74"
"TP53INP1",4.59823937890581e-53,1.2878268933169,0.564,0.289,1.08913897928763e-48,0,"TP53INP1"
"HNRPLL",4.83804470870949e-53,1.38255962786074,0.597,0.35,1.14593926970493e-48,0,"HNRPLL"
"SPATA13",2.65018385396293e-52,1.09559939333498,0.821,0.628,6.27722547649661e-48,0,"SPATA13"
"JAK3",7.15768542727937e-52,0.668253335014269,0.942,0.85,1.69536937030539e-47,0,"JAK3"
"APOBEC3C",1.06340480805624e-51,1.02160412684765,0.67,0.48,2.51878062836201e-47,0,"APOBEC3C"
"LINC00152",4.95570046966586e-51,1.05893875309819,0.637,0.374,1.17380721324506e-46,0,"LINC00152"
"DOK2",8.43509720598301e-51,1.27990468834259,0.439,0.178,1.99793712420914e-46,0,"DOK2"
"GIMAP5",1.42451058670958e-50,1.06701808736396,0.557,0.264,3.37409577568031e-46,0,"GIMAP5"
"ASXL2",6.18203737175288e-50,1.57531254943679,0.572,0.345,1.46427737187339e-45,0,"ASXL2"
"RASGRP1",9.63034069026854e-50,1.32439767954389,0.487,0.225,2.28104249589701e-45,0,"RASGRP1"
"GBP4",1.700755978732e-49,0.86411645263066,0.901,0.804,4.02841061122461e-45,0,"GBP4"
"ATP8A1",2.10435882984189e-49,1.38414041974543,0.437,0.186,4.98438432436349e-45,0,"ATP8A1"
"GIMAP6",2.64873514575087e-49,1.37773121982279,0.444,0.196,6.27379406622551e-45,0,"GIMAP6"
"MCTP2",3.35529535060336e-49,1.26463655571555,0.751,0.562,7.94735256743913e-45,0,"MCTP2"
"WNK1",3.70882166726299e-49,0.82037059025562,0.861,0.705,8.78471500107913e-45,0,"WNK1"
"SLC38A1",4.15662846062269e-49,0.750544891106877,0.816,0.499,9.84539017183091e-45,0,"SLC38A1"
"ST6GALNAC6",2.85747529342262e-48,1.47866893943513,0.416,0.18,6.76821598000082e-44,0,"ST6GALNAC6"
"HLA-DPA1",4.26011378033443e-48,0.76192986110003,0.804,0.475,1.00905055001001e-43,0,"HLA-DPA1"
"PARP8",4.64495507839776e-48,1.09861892332005,0.627,0.349,1.10020405986929e-43,0,"PARP8"
"SASH3",6.10091843230216e-48,0.963622261257052,0.624,0.334,1.44506353987509e-43,0,"SASH3"
"LOC554223",6.64318348983198e-48,1.25902226562873,0.474,0.22,1.5735044414016e-43,0,"LOC554223"
"MIAT",7.85464503754631e-48,1.35500010399372,0.47,0.22,1.86045122359322e-43,0,"MIAT"
"HLA-DPB1",1.60938297794182e-47,0.748199690977406,0.806,0.471,3.81198452155299e-43,0,"HLA-DPB1"
"CDC42SE2",3.51430174427088e-47,0.693207428377499,0.858,0.625,8.32397511148e-43,0,"CDC42SE2"
"SFMBT2",7.33643570403573e-47,1.40019509810576,0.704,0.492,1.7377081608579e-42,0,"SFMBT2"
"ABI3",2.62403979230692e-46,1.49473889268825,0.37,0.149,6.21530065205818e-42,0,"ABI3"
"CHST12",3.09676793140674e-46,1.60542259868725,0.437,0.22,7.33500452233e-42,0,"CHST12"
"PDE7B",6.65190420858808e-46,1.73710418299102,0.647,0.454,1.57557003084617e-41,0,"PDE7B"
"NELL2",8.12992336512274e-45,1.43687072114607,0.364,0.145,1.92565364826297e-40,0,"NELL2"
"BATF",1.46223996638605e-44,1.42031250288084,0.393,0.17,3.46346158438199e-40,0,"BATF"
"HCP5",3.05925261802971e-44,1.22249223663773,0.499,0.26,7.24614575106518e-40,0,"HCP5"
"NCALD",6.57944939803723e-44,1.91735440412056,0.324,0.125,1.5584083844191e-39,0,"NCALD"
"ADORA2A",1.09852689276836e-43,1.80816545299906,0.295,0.105,2.60197079821113e-39,0,"ADORA2A"
"IPCEF1",1.43052022505281e-43,1.10630985588806,0.707,0.465,3.38833020506008e-39,0,"IPCEF1"
"LAPTM5",1.86652935416899e-43,0.630062630955639,0.941,0.598,4.42106142828467e-39,0,"LAPTM5"
"EVI2B",2.1131636226383e-43,0.817303818766841,0.69,0.404,5.00523935658109e-39,0,"EVI2B"
"TNFAIP3",4.41241342440908e-43,0.728045383824556,0.761,0.472,1.04512424370553e-38,0,"TNFAIP3"
"RIN3",7.70075440318572e-43,1.21146254549688,0.458,0.219,1.82400068793857e-38,0,"RIN3"
"GIMAP7",1.64005183014456e-42,0.880987491053346,0.603,0.316,3.8846267648804e-38,0,"GIMAP7"
"HLA-F",2.09518083016901e-42,0.509701114725959,0.938,0.808,4.96264531433832e-38,0,"HLA-F"
"C16orf54",3.4342502980374e-42,0.682021849211788,0.83,0.59,8.13436525593137e-38,0,"C16orf54"
"BCL11B",1.21761197718562e-41,0.778881314544514,0.587,0.295,2.88403572916187e-37,0,"BCL11B"
"TNIP3",3.87321772136651e-41,1.94691792595095,0.465,0.239,9.17410349482873e-37,0,"TNIP3"
"TRIM22",4.62738582996088e-41,0.726946767251833,0.759,0.484,1.09604260768454e-36,0,"TRIM22"
"SP140",8.77558790157863e-41,1.00477327355928,0.527,0.27,2.07858575036791e-36,0,"SP140"
"TBC1D10C",2.13618881952048e-40,0.823023074403148,0.631,0.349,5.05977683791622e-36,0,"TBC1D10C"
"SYNE2",4.14729795378463e-40,0.694769884127771,0.846,0.686,9.82328993333426e-36,0,"SYNE2"
"IL21R",4.84543048310326e-40,1.30761225466531,0.647,0.422,1.14768866422784e-35,0,"IL21R"
"CNOT6L",1.04379878851745e-39,0.915167381939945,0.701,0.492,2.47234181048243e-35,0,"CNOT6L"
"STAT1",1.39710486267608e-39,0.647431126489421,0.754,0.653,3.30918257773456e-35,0,"STAT1"
"PCED1B-AS1",2.08389138359143e-39,0.730469194343293,0.812,0.623,4.93590513117466e-35,0,"PCED1B-AS1"
"SLFN13",4.9896589814207e-39,1.05716991615134,0.716,0.535,1.18185062633931e-34,0,"SLFN13"
"APOBEC3D",1.54389956001974e-38,0.667128547828011,0.88,0.764,3.65688049786276e-34,0,"APOBEC3D"
"PATL2",1.73640325062958e-38,1.56640803301563,0.293,0.111,4.11284473944123e-34,0,"PATL2"
"RAB37",6.07598077900144e-38,1.41652329755746,0.406,0.192,1.43915680731428e-33,0,"RAB37"
"GATA3",1.20633110631222e-37,1.24809929554539,0.341,0.139,2.85731585841113e-33,0,"GATA3"
"TNFSF9",1.69688910904728e-37,1.93940515165687,0.289,0.114,4.01925154368939e-33,0,"TNFSF9"
"ITGAE",1.97415056029806e-37,1.76149438686294,0.462,0.275,4.67597301712199e-33,0,"ITGAE"
"PTGER4",3.19981798356542e-37,1.03186042568509,0.48,0.244,7.57908887587305e-33,0,"PTGER4"
"PPP1R16B",4.75597657123516e-37,1.1920938727543,0.378,0.165,1.12650061066276e-32,0,"PPP1R16B"
"FUT8",8.02542660653365e-37,1.310867358415,0.477,0.26,1.90090254602356e-32,0,"FUT8"
"ACAP1",8.16467564112358e-37,0.816277921602006,0.613,0.357,1.93388507235653e-32,0,"ACAP1"
"LOC440354",9.65078491980304e-37,0.794743419802321,0.73,0.588,2.28588491610455e-32,0,"LOC440354"
"BTN3A1",1.13822781608154e-36,0.903664205516028,0.739,0.54,2.69600640517074e-32,0,"BTN3A1"
"TBC1D4",1.26309670202873e-36,1.22241220485182,0.504,0.283,2.99177084842526e-32,0,"TBC1D4"
