cancer,feature,p_discordant,p_concordant,enrichment_ratio,n_discordant,n_concordant
PRAD,loc_Flagellar_centriole,0.0033003300330033004,0.009278350515463918,0.3557022368903557,909,2910
THCA,loc_Predicted_to_be_secreted,0.0678191489361702,0.026736224323443105,2.5366015827711466,752,3067
THCA,loc_Actin_filaments,0.027925531914893616,0.012063906097163351,2.3148001725129386,752,3067
THCA,loc_Annulus,0.005319148936170213,0.0032605151613955006,1.6313829787234042,752,3067
THCA,loc_Cell_Junctions,0.030585106382978722,0.019563090968373,1.5634086879432625,752,3067
THCA,loc_Midbody,0.003989361702127659,0.0026084121291164004,1.5294215425531914,752,3067
THCA,loc_Primary_cilium_transition_zone,0.007978723404255319,0.005216824258232801,1.5294215425531914,752,3067
THCA,loc_Plasma_membrane,0.15691489361702127,0.11248777306814477,1.394950662966389,752,3067
THCA,loc_Focal_adhesion_sites,0.010638297872340425,0.0078252363873492,1.3594858156028369,752,3067
THCA,loc_Vesicles,0.15425531914893617,0.12357352461688947,1.248287767360916,752,3067
THCA,loc_Mitotic_chromosome,0.006648936170212766,0.005542875774372351,1.199546307884856,752,3067
THCA,loc_Mitotic_spindle,0.006648936170212766,0.0058689272905119005,1.1329048463356974,752,3067
THCA,loc_Golgi_apparatus,0.08909574468085106,0.08020867297032931,1.110799385919391,752,3067
THCA,loc_Nuclear_membrane,0.018617021276595744,0.016954678839256603,1.0980462356792144,752,3067
THCA,loc_Centriolar_satellite,0.010638297872340425,0.0097815454841865,1.0875886524822695,752,3067
THCA,loc_Perinuclear_theca,0.006648936170212766,0.006194978806651451,1.0732782754759238,752,3067
THCA,loc_Basal_body,0.027925531914893616,0.026410172807303553,1.0573778565799843,752,3067
THCA,loc_Nucleoli,0.07180851063829788,0.07107923051842191,1.0102601015030257,752,3067
THCA,loc_Cytosol,0.32845744680851063,0.37104662536680794,0.8852187955726732,752,3067
THCA,loc_Nucleoli_rim,0.009308510638297872,0.011085751548744702,0.8396824155193992,752,3067
THCA,loc_Nucleoplasm,0.3178191489361702,0.3824584284316922,0.830990050969509,752,3067
THCA,loc_Nucleoli_fibrillar_center,0.014627659574468085,0.01793283338767525,0.8156914893617022,752,3067
THCA,loc_Cytoplasmic_bodies,0.003989361702127659,0.00489077274209325,0.8156914893617021,752,3067
THCA,loc_Centrosome,0.0199468085106383,0.024453863710466255,0.8156914893617021,752,3067
THCA,loc_Endoplasmic_reticulum,0.04920212765957447,0.062275839582654056,0.7900676729419629,752,3067
THCA,loc_Microtubules,0.015957446808510637,0.021519400065210303,0.7415377176015473,752,3067
THCA,loc_Primary_cilium,0.022606382978723406,0.030648842517117705,0.7375933680398371,752,3067
THCA,loc_Nuclear_bodies,0.023936170212765957,0.035213563743071406,0.6797429078014184,752,3067
THCA,loc_Calyx,0.003989361702127659,0.006194978806651451,0.6439669652855543,752,3067
THCA,loc_Principal_piece,0.015957446808510637,0.025105966742745355,0.6356037579441834,752,3067
THCA,loc_Mitochondria,0.0678191489361702,0.11933485490707532,0.5683096442274154,752,3067
THCA,loc_Primary_cilium_tip,0.005319148936170213,0.0097815454841865,0.5437943262411348,752,3067
THCA,loc_Flagellar_centriole,0.003989361702127659,0.0078252363873492,0.5098071808510638,752,3067
THCA,loc_End_piece,0.006648936170212766,0.014020215194000651,0.47423923800098966,752,3067
THCA,loc_Equatorial_segment,0.0026595744680851063,0.0058689272905119005,0.453161938534279,752,3067
THCA,loc_Intermediate_filaments,0.0026595744680851063,0.0058689272905119005,0.453161938534279,752,3067
THCA,loc_Mid_piece,0.009308510638297872,0.020867297032931203,0.4460812832446808,752,3067
THCA,loc_Connecting_piece,0.0026595744680851063,0.006847081838930551,0.3884245187436676,752,3067
THCA,loc_Cytokinetic_bridge,0.005319148936170213,0.014346266710140202,0.3707688588007737,752,3067
THCA,loc_Nuclear_speckles,0.010638297872340425,0.03814802738832736,0.27886888525186393,752,3067
THCA,loc_Acrosome,0.0,0.006194978806651451,0.0,752,3067
