cancer,feature,n_disc_with,n_disc_total,n_conc_with,n_conc_total,oddsratio,pvalue,p_adj,significant
THCA,loc_Endoplasmic_reticulum,37,752,191,3067,0.7792040420312671,0.19753789812787015,0.49384474531967537,False
THCA,loc_Connecting_piece,2,752,21,3067,0.3867936507936508,0.2899216138675722,0.6103612923527836,False
THCA,loc_Primary_cilium,17,752,94,3067,0.7315240990013027,0.2761363879601369,0.6103612923527836,False
THCA,loc_Primary_cilium_tip,4,752,30,3067,0.5413547237076649,0.2864607475976487,0.6103612923527836,False
THCA,loc_Equatorial_segment,2,752,18,3067,0.4517037037037037,0.40030966419172487,0.6666693425537273,False
THCA,loc_Flagellar_centriole,3,752,24,3067,0.5078437917222964,0.3366151233788164,0.6666693425537273,False
THCA,loc_Golgi_apparatus,67,752,246,3067,1.121636698118806,0.41532165729235315,0.6666693425537273,False
THCA,loc_Intermediate_filaments,2,752,18,3067,0.4517037037037037,0.40030966419172487,0.6666693425537273,False
THCA,loc_Microtubules,12,752,66,3067,0.7373464373464373,0.38958370817245846,0.6666693425537273,False
THCA,loc_Primary_cilium_transition_zone,6,752,16,3067,1.5336796246648794,0.4166683390960796,0.6666693425537273,False
THCA,loc_Midbody,3,752,8,3067,1.5315420560747663,0.46162539829436844,0.7101929204528745,False
THCA,loc_Annulus,4,752,10,3067,1.63475935828877,0.4962616625031962,0.7159070166251463,False
THCA,loc_Focal_adhesion_sites,8,752,24,3067,1.3633512544802868,0.5011349116376024,0.7159070166251463,False
THCA,loc_Calyx,3,752,19,3067,0.642540931768674,0.5991271350325291,0.7988361800433722,False
THCA,loc_Centrosome,15,752,75,3067,0.8119402985074626,0.5911142902741647,0.7988361800433722,False
THCA,loc_Nucleoli_fibrillar_center,11,752,55,3067,0.8129554655870446,0.6401681184961323,0.8260233787046868,False
THCA,loc_Basal_body,21,752,81,3067,1.059026194457111,0.8011176199691851,0.8881240983758939,False
THCA,loc_Centriolar_satellite,8,752,30,3067,1.0885304659498207,0.8375897853491249,0.8881240983758939,False
THCA,loc_Mitotic_chromosome,5,752,17,3067,1.2008819592093867,0.7870964968045575,0.8881240983758939,False
THCA,loc_Mitotic_spindle,5,752,18,3067,1.1337944370072883,0.7930459785622058,0.8881240983758939,False
THCA,loc_Nuclear_membrane,14,752,52,3067,1.099906191369606,0.7549688602929169,0.8881240983758939,False
THCA,loc_Nucleoli_rim,7,752,34,3067,0.8381760757994473,0.8437178934570991,0.8881240983758939,False
THCA,loc_Perinuclear_theca,5,752,19,3067,1.0737687592475165,0.8005914044228467,0.8881240983758939,False
THCA,loc_Nucleoli,54,752,218,3067,1.011053862937357,0.9370026151747546,0.9610283232561586,False
THCA,loc_Cytoplasmic_bodies,3,752,15,3067,0.8149532710280374,1.0,1.0,False
