gene,cancer,protein_detected,detected_fraction,total_patients,rna_log2fc,tumor_log2tpm_mean,normal_log2tpm_mean,gene_length,gene_type,protein_coding,high_rna,discordant
THY1,COAD,0,0.0,12,1.2388887405395508,5.9396820068359375,4.700793266296387,7608.0,protein_coding,1.0,True,True
RHOC,COAD,0,0.0,11,0.5108661651611328,8.11047649383545,7.599610328674316,6329.0,protein_coding,1.0,True,True
PTDSS1,COAD,0,0.3,10,1.6367321014404297,6.288745403289795,4.652013301849365,75281.0,protein_coding,1.0,True,True
ZFAND3,COAD,0,0.1666666666666666,12,0.1933627128601074,5.276401519775391,5.083038806915283,335126.0,protein_coding,1.0,True,True
NPTN,COAD,0,0.0909090909090909,11,-0.3588356971740722,6.167693138122559,6.526528835296631,74121.0,protein_coding,1.0,True,True
PRR14,COAD,0,0.3333333333333333,12,-0.4359025955200195,4.76879358291626,5.204696178436279,5724.0,protein_coding,1.0,True,True
FBRS,COAD,0,0.3,10,-0.4907379150390625,4.994707107543945,5.485445022583008,12384.0,protein_coding,1.0,True,True
SEC13,COAD,0,0.25,12,0.917534351348877,6.678221702575684,5.760687351226807,28048.0,protein_coding,1.0,True,True
RBPMS,COAD,0,0.1666666666666666,12,-2.542089462280273,4.962362289428711,7.504451751708984,187783.0,protein_coding,1.0,True,True
DHRS4,COAD,0,0.0,12,0.1329755783081054,5.082727909088135,4.949752330780029,15694.0,protein_coding,1.0,True,True
ARSL,COAD,0,0.3333333333333333,12,3.158231258392334,4.687795639038086,1.5295642614364624,,,,True,True
TSC22D3,COAD,0,0.4166666666666667,12,-2.59218978881836,4.682278156280518,7.274467945098877,64122.0,protein_coding,1.0,True,True
PSMG3,COAD,0,0.1666666666666666,12,1.3965535163879397,5.739017963409424,4.342464447021484,3676.0,protein_coding,1.0,True,True
SPPL3,COAD,0,0.1,10,0.3932175636291504,4.698401927947998,4.305184364318848,141862.0,protein_coding,1.0,True,True
TNFRSF14,COAD,0,0.5,10,-1.0572314262390137,5.774323463439941,6.831554889678955,9744.0,protein_coding,1.0,True,True
WIPI2,COAD,0,0.3636363636363636,11,0.4107904434204101,5.277557373046875,4.866766929626465,43639.0,protein_coding,1.0,True,True
TAGLN2,COAD,0,0.0909090909090909,11,1.908497333526612,9.185463905334473,7.276966571807861,7626.0,protein_coding,1.0,True,True
NIT1,COAD,0,0.25,12,-0.5220813751220703,4.608553409576416,5.130634784698486,7360.0,protein_coding,1.0,True,True
FCER1G,COAD,0,0.3636363636363636,11,0.0591683387756347,5.13564920425415,5.076480865478516,5466.0,protein_coding,1.0,True,True
IFNGR2,COAD,0,0.5,12,1.215803623199463,6.171907424926758,4.956103801727295,76453.0,protein_coding,1.0,True,True
C1QC,COAD,0,0.0,8,0.139655590057373,5.727674007415772,5.588018417358398,4481.0,protein_coding,1.0,True,True
CBR1,COAD,0,0.25,12,0.4396486282348633,5.853854656219482,5.414206027984619,3226.0,protein_coding,1.0,True,True
ARHGAP27,COAD,0,0.0,11,0.9697022438049316,5.181364059448242,4.211661815643311,40520.0,protein_coding,1.0,True,True
BTG2,COAD,0,0.0,11,-0.5911965370178223,5.836986064910889,6.428182601928711,4112.0,protein_coding,1.0,True,True
C1R,COAD,0,0.0,12,-1.4038596153259275,6.007400989532471,7.411260604858398,12399.0,protein_coding,1.0,True,True
GPBP1L1,COAD,0,0.0,10,0.1884012222290039,5.826566696166992,5.638165473937988,60810.0,protein_coding,1.0,True,True
TMEM69,COAD,0,0.0909090909090909,11,0.7671236991882324,4.625761032104492,3.85863733291626,7230.0,protein_coding,1.0,True,True
SPON2,COAD,0,0.0833333333333333,12,-0.3545727729797363,5.373910903930664,5.7284836769104,42031.0,protein_coding,1.0,True,True
ZYX,COAD,0,0.5,12,-0.578244686126709,6.936731338500977,7.514976024627685,10032.0,protein_coding,1.0,True,True
TFF3,COAD,0,0.4166666666666667,12,3.485842704772949,10.125672340393066,6.639829635620117,3985.0,protein_coding,1.0,True,True
TFF1,COAD,0,0.25,12,6.376738548278809,6.611316680908203,0.2345782965421676,4313.0,protein_coding,1.0,True,True
PDXK,COAD,0,0.0909090909090909,11,1.867109775543213,6.337873935699463,4.47076416015625,43214.0,protein_coding,1.0,True,True
CSTB,COAD,0,0.0833333333333333,12,1.4214577674865725,6.781100749969482,5.35964298248291,3934.0,protein_coding,1.0,True,True
RALGDS,COAD,0,0.1818181818181818,11,-0.3480706214904785,4.848597526550293,5.196668148040772,51615.0,protein_coding,1.0,True,True
PRMT2,COAD,0,0.5,12,-0.4771614074707031,5.3191328048706055,5.796294212341309,29958.0,protein_coding,1.0,True,True
UBE2Q1,COAD,0,0.1818181818181818,11,0.3793392181396484,5.398453712463379,5.0191144943237305,10452.0,protein_coding,1.0,True,True
FDPS,COAD,0,0.0,12,1.163724422454834,7.497584819793701,6.333860397338867,11919.0,protein_coding,1.0,True,True
NBEAL2,COAD,0,0.0,11,0.3706636428833008,5.252964019775391,4.88230037689209,30021.0,protein_coding,1.0,True,True
AZGP1,COAD,0,0.1666666666666666,12,3.7410635948181152,5.626820087432861,1.885756492614746,9438.0,protein_coding,1.0,True,True
MGAT4B,COAD,0,0.0909090909090909,11,1.430884838104248,7.785056114196777,6.354171276092529,9356.0,protein_coding,1.0,True,True
AP2M1,COAD,0,0.5,12,-0.1439313888549804,7.440439224243164,7.584370613098144,9403.0,protein_coding,1.0,True,True
EMC10,COAD,0,0.4166666666666667,12,1.332937240600586,6.777584552764893,5.444647312164307,14471.0,protein_coding,1.0,True,True
CXCL16,COAD,0,0.0,10,2.7057478427886963,5.94624662399292,3.240498781204224,6397.0,protein_coding,1.0,True,True
SENP3,COAD,0,0.5,10,-0.0526075363159179,5.211730003356934,5.264337539672852,10095.0,protein_coding,1.0,True,True
ZG16B,COAD,0,0.0,11,4.939758777618408,5.4507246017456055,0.5109660029411316,9417.0,protein_coding,1.0,True,True
CYB561A3,COAD,0,0.0,11,0.1539740562438964,4.77452278137207,4.620548725128174,13555.0,protein_coding,1.0,True,True
STX5,COAD,0,0.0833333333333333,12,0.2287454605102539,4.698979377746582,4.470233917236328,25192.0,protein_coding,1.0,True,True
CZIB,COAD,0,0.4166666666666667,12,-0.9618029594421388,4.912919521331787,5.874722480773926,,,,True,True
FBLIM1,COAD,0,0.1818181818181818,11,-0.2200660705566406,5.302725315093994,5.522791385650635,29988.0,protein_coding,1.0,True,True
CAMK2N1,COAD,0,0.0,12,0.2474770545959472,5.866466045379639,5.618988990783691,3830.0,protein_coding,1.0,True,True
IGSF8,COAD,0,0.0909090909090909,11,0.8252520561218262,5.255829334259033,4.430577278137207,7604.0,protein_coding,1.0,True,True
PEA15,COAD,0,0.0,11,-0.1222677230834961,6.093260765075684,6.21552848815918,10040.0,protein_coding,1.0,True,True
PKDCC,COAD,0,0.0,12,-1.2561912536621094,5.147232532501221,6.40342378616333,10509.0,protein_coding,1.0,True,True
CAPN2,COAD,0,0.1666666666666666,12,-0.1507143974304199,6.17491626739502,6.32563066482544,74426.0,protein_coding,1.0,True,True
MEMO1,COAD,0,0.4545454545454545,11,0.74690842628479,4.73100471496582,3.9840962886810303,146171.0,protein_coding,1.0,True,True
CFAP36,COAD,0,0.3636363636363636,11,-0.0997490882873535,4.754026412963867,4.853775501251221,26276.0,protein_coding,1.0,True,True
S100A9,COAD,0,0.1666666666666666,12,0.0231633186340332,5.49537467956543,5.4722113609313965,3174.0,protein_coding,1.0,True,True
COL6A3,COAD,0,0.0,12,-0.8791203498840332,5.602899551391602,6.482019901275635,90373.0,protein_coding,1.0,True,True
IGFBP7,COAD,0,0.3333333333333333,12,-0.1536426544189453,7.647061824798584,7.800704479217529,79613.0,protein_coding,1.0,True,True
RPL22L1,COAD,0,0.0,12,2.215773105621338,7.159945964813232,4.944172859191895,5609.0,protein_coding,1.0,True,True
GYG1,COAD,0,0.3,10,-1.104982852935791,4.740862846374512,5.845845699310303,36328.0,protein_coding,1.0,True,True
RYK,COAD,0,0.0,11,0.1378140449523925,4.782360553741455,4.644546508789063,185442.0,protein_coding,1.0,True,True
ANXA5,COAD,0,0.0,11,0.0603199005126953,7.023927688598633,6.9636077880859375,29159.0,protein_coding,1.0,True,True
CMBL,COAD,0,0.4166666666666667,12,0.4722881317138672,4.794150352478027,4.32186222076416,32152.0,protein_coding,1.0,True,True
SPINK1,COAD,0,0.3333333333333333,12,4.171647071838379,7.685006141662598,3.5133590698242188,7219.0,protein_coding,1.0,True,True
TRA2A,COAD,0,0.1818181818181818,11,-0.0005030632019042,5.696595191955566,5.697098255157471,27262.0,protein_coding,1.0,True,True
FABP5,COAD,0,0.0,11,0.929096221923828,6.9108195304870605,5.981723308563232,4415.0,protein_coding,1.0,True,True
BRI3,COAD,0,0.1666666666666666,12,0.4139690399169922,7.29129695892334,6.877327919006348,58063.0,protein_coding,1.0,True,True
DNAAF5,COAD,0,0.0,11,1.3124394416809082,4.676455974578857,3.364016532897949,59775.0,protein_coding,1.0,True,True
RPP25L,COAD,0,0.0909090909090909,11,1.0946340560913086,5.297083377838135,4.202449321746826,1619.0,protein_coding,1.0,True,True
FBP1,COAD,0,0.0833333333333333,12,2.091306686401367,4.9979658126831055,2.9066591262817383,37117.0,protein_coding,1.0,True,True
NUDT5,COAD,0,0.4545454545454545,11,1.808970928192139,5.984510898590088,4.175539970397949,30820.0,protein_coding,1.0,True,True
ATP5F1C,COAD,0,0.4545454545454545,11,0.5822048187255859,8.111923217773438,7.529718399047852,,,,True,True
COMTD1,COAD,0,0.1818181818181818,11,1.2391488552093506,5.006185531616211,3.767036676406861,2062.0,protein_coding,1.0,True,True
FUNDC2,COAD,0,0.3636363636363636,11,0.0065178871154785,6.296636581420898,6.29011869430542,34324.0,protein_coding,1.0,True,True
METTL17,COAD,0,0.3,10,-1.0925607681274414,4.967424392700195,6.059985160827637,7266.0,protein_coding,1.0,True,True
NSMF,COAD,0,0.0833333333333333,12,0.4026622772216797,5.207834720611572,4.805172443389893,11765.0,protein_coding,1.0,True,True
IFI27,COAD,0,0.0909090909090909,11,2.531056404113769,9.724992752075195,7.193936347961426,11863.0,protein_coding,1.0,True,True
HTRA1,COAD,0,0.4166666666666667,12,-0.8756246566772461,5.30169677734375,6.177321434020996,53384.0,protein_coding,1.0,True,True
CKB,COAD,0,0.1666666666666666,12,-1.8470096588134768,8.136954307556152,9.983963966369627,3453.0,protein_coding,1.0,True,True
DPCD,COAD,0,0.0,12,1.2077124118804932,4.718716621398926,3.5110042095184326,39109.0,protein_coding,1.0,True,True
C2,COAD,0,0.0,12,2.581732988357544,5.626100063323975,3.0443670749664307,47888.0,protein_coding,1.0,True,True
ILK,COAD,0,0.2727272727272727,11,-1.4813499450683594,6.344119548797607,7.825469493865967,7167.0,protein_coding,1.0,True,True
CYB5A,COAD,0,0.0,11,-0.0735006332397461,6.543806076049805,6.617306709289551,41170.0,protein_coding,1.0,True,True
SEC11C,COAD,0,0.2727272727272727,11,0.910226821899414,6.212931156158447,5.302704334259033,19360.0,protein_coding,1.0,True,True
NNMT,COAD,0,0.1666666666666666,12,-0.9333906173706056,5.677886962890625,6.611277580261231,55499.0,protein_coding,1.0,True,True
DCTN5,COAD,0,0.0,12,1.1640729904174805,5.295907974243164,4.131834983825684,36064.0,protein_coding,1.0,True,True
PLK1,COAD,0,0.0909090909090909,11,3.3417534828186035,5.050869464874268,1.7091161012649536,12712.0,protein_coding,1.0,True,True
TSC22D4,COAD,0,0.25,12,-0.0814523696899414,4.974405288696289,5.055857658386231,15921.0,protein_coding,1.0,True,True
NUDT21,COAD,0,0.3333333333333333,12,1.5737543106079102,5.64723014831543,4.07347583770752,23067.0,protein_coding,1.0,True,True
POP5,COAD,0,0.0833333333333333,12,0.2965297698974609,5.2433600425720215,4.9468302726745605,2635.0,protein_coding,1.0,True,True
VKORC1,COAD,0,0.25,12,0.1559672355651855,6.008840560913086,5.8528733253479,5139.0,protein_coding,1.0,True,True
GPX4,COAD,0,0.0,11,0.6054701805114746,7.972348690032959,7.366878509521484,2866.0,protein_coding,1.0,True,True
MIDN,COAD,0,0.2727272727272727,11,-0.0340461730957031,5.369674205780029,5.403720378875732,10588.0,protein_coding,1.0,True,True
CDC42EP5,COAD,0,0.0,12,1.5174903869628906,6.627546310424805,5.110055923461914,8239.0,protein_coding,1.0,True,True
C19ORF33,COAD,0,0.0909090909090909,11,3.943225622177124,7.534746646881103,3.5915210247039795,849.0,protein_coding,1.0,True,True
KLK1,COAD,0,0.0,12,2.556654214859009,5.200448513031006,2.643794298171997,4640.0,protein_coding,1.0,True,True
CD320,COAD,0,0.0909090909090909,11,1.3031253814697266,6.276289939880371,4.9731645584106445,6230.0,protein_coding,1.0,True,True
DDB1,COAD,0,0.25,12,0.6702947616577148,6.537351608276367,5.867056846618652,43146.0,protein_coding,1.0,True,True
POLR2J3,COAD,0,0.0,12,-0.2808828353881836,5.420507431030273,5.701390266418457,34739.0,protein_coding,1.0,True,True
REEP4,COAD,0,0.0909090909090909,11,0.9090406894683838,4.677484512329102,3.7684438228607178,3932.0,protein_coding,1.0,True,True
COL3A1,COAD,0,0.3636363636363636,11,0.7933034896850586,8.043335914611816,7.250032424926758,38427.0,protein_coding,1.0,True,True
AHCYL1,COAD,0,0.4545454545454545,11,0.0126819610595703,5.2312421798706055,5.218560218811035,39056.0,protein_coding,1.0,True,True
TBC1D10B,COAD,0,0.0833333333333333,12,0.508793830871582,4.801660537719727,4.2928667068481445,13163.0,protein_coding,1.0,True,True
LMAN2,COAD,0,0.3636363636363636,11,1.6715621948242188,7.4163031578063965,5.744740962982178,20291.0,protein_coding,1.0,True,True
CXCL8,COAD,0,0.0833333333333333,12,5.446630477905273,4.902003765106201,-0.544626772403717,3211.0,protein_coding,1.0,True,True
CLIC4,COAD,0,0.0,12,-1.2717609405517578,4.676759719848633,5.948520660400391,98968.0,protein_coding,1.0,True,True
DCXR,COAD,0,0.0,12,0.682335376739502,6.439351558685303,5.757016181945801,2597.0,protein_coding,1.0,True,True
UGP2,COAD,0,0.0909090909090909,11,-0.6567769050598145,5.864663124084473,6.521440029144287,50623.0,protein_coding,1.0,True,True
MYO7B,COAD,0,0.4545454545454545,11,1.3505730628967283,5.243350982666016,3.892777919769287,101928.0,protein_coding,1.0,True,True
GPRC5C,COAD,0,0.3333333333333333,12,1.392256259918213,5.4615912437438965,4.069334983825684,26803.0,protein_coding,1.0,True,True
CD14,COAD,0,0.0833333333333333,12,0.0986185073852539,4.633301734924316,4.534683227539063,1974.0,protein_coding,1.0,True,True
CHCHD7,COAD,0,0.3333333333333333,12,1.1670327186584473,5.51708459854126,4.3500518798828125,7113.0,protein_coding,1.0,True,True
TMEM43,COAD,0,0.0,11,-0.11077880859375,4.980214595794678,5.090993404388428,18740.0,protein_coding,1.0,True,True
C11ORF24,COAD,0,0.3636363636363636,11,0.5452828407287598,4.9436469078063965,4.398364067077637,10667.0,protein_coding,1.0,True,True
TRIM8,COAD,0,0.0833333333333333,12,0.093393325805664,5.188695907592773,5.095302581787109,13912.0,protein_coding,1.0,True,True
JUNB,COAD,0,0.1666666666666666,12,-0.1299319267272949,6.884710788726807,7.014642715454102,1820.0,protein_coding,1.0,True,True
ZDHHC16,COAD,0,0.0,12,0.7769770622253418,4.741978645324707,3.965001583099365,11240.0,protein_coding,1.0,True,True
PGAM1,COAD,0,0.4166666666666667,12,0.6780729293823242,7.534526348114014,6.8564534187316895,7282.0,protein_coding,1.0,True,True
CLSTN1,COAD,0,0.3,10,0.5350747108459473,6.318807601928711,5.783732891082764,95501.0,protein_coding,1.0,True,True
CXXC5,COAD,0,0.3333333333333333,12,1.6743390560150146,5.321608066558838,3.6472690105438232,36584.0,protein_coding,1.0,True,True
PRNP,COAD,0,0.0,12,-1.310302734375,4.758962631225586,6.069265365600586,15355.0,protein_coding,1.0,True,True
PPIH,COAD,0,0.5,12,1.7141270637512207,5.948211669921875,4.234084606170654,18334.0,protein_coding,1.0,True,True
LAMB2,COAD,0,0.3333333333333333,12,-2.2844533920288086,5.731515884399414,8.015969276428223,12005.0,protein_coding,1.0,True,True
KRCC1,COAD,0,0.4166666666666667,12,0.18302583694458,4.740703105926514,4.557677268981934,28525.0,protein_coding,1.0,True,True
DPAGT1,COAD,0,0.4545454545454545,11,0.6586365699768066,5.192867279052734,4.534230709075928,11829.0,protein_coding,1.0,True,True
POP7,COAD,0,0.3333333333333333,12,1.1895952224731443,5.54967737197876,4.360082149505615,1443.0,protein_coding,1.0,True,True
MCRIP2,COAD,0,0.2,10,0.8753008842468262,6.303611755371094,5.428310871124268,,,,True,True
GNG12,COAD,0,0.1818181818181818,11,0.5883755683898926,4.997660160064697,4.409284591674805,132002.0,protein_coding,1.0,True,True
COPS9,COAD,0,0.2727272727272727,11,0.5094647407531738,7.174585342407227,6.665120601654053,,,,True,True
TMEM134,COAD,0,0.0833333333333333,12,0.4093070030212402,5.72196102142334,5.3126540184021,7563.0,protein_coding,1.0,True,True
MUS81,COAD,0,0.3333333333333333,12,-0.7962002754211426,4.877804279327393,5.674004554748535,10528.0,protein_coding,1.0,True,True
RPL38,COAD,0,0.3636363636363636,11,1.0423545837402344,10.912674903869627,9.870320320129396,7074.0,protein_coding,1.0,True,True
NADSYN1,COAD,0,0.2222222222222222,9,-0.3823723793029785,5.391706466674805,5.774078845977783,70999.0,protein_coding,1.0,True,True
GLRX,COAD,0,0.0833333333333333,12,1.1896462440490725,5.775969505310059,4.586323261260986,71687.0,protein_coding,1.0,True,True
C1QB,COAD,0,0.0909090909090909,11,-0.268002986907959,5.909371852874756,6.177374839782715,8777.0,protein_coding,1.0,True,True
C1QA,COAD,0,0.0,11,-0.0568814277648925,5.753870010375977,5.810751438140869,3103.0,protein_coding,1.0,True,True
DAG1,COAD,0,0.2727272727272727,11,0.4529428482055664,5.148189544677734,4.695246696472168,66916.0,protein_coding,1.0,True,True
FKBP2,COAD,0,0.0833333333333333,12,0.4757533073425293,6.721071243286133,6.245317935943604,3130.0,protein_coding,1.0,True,True
MUC13,COAD,0,0.2727272727272727,11,5.522036075592041,7.894716739654541,2.3726806640625,48378.0,protein_coding,1.0,True,True
CNP,COAD,0,0.0,12,0.1711058616638183,5.145871162414551,4.974765300750732,10991.0,protein_coding,1.0,True,True
NET1,COAD,0,0.1666666666666666,12,1.1064729690551758,6.20283842086792,5.096365451812744,45913.0,protein_coding,1.0,True,True
SFN,COAD,0,0.25,12,4.289484024047852,7.061418533325195,2.771934509277344,1320.0,protein_coding,1.0,True,True
A2M,COAD,0,0.0,10,-1.148174285888672,5.813016891479492,6.961191177368164,48566.0,protein_coding,1.0,True,True
ZBTB8OS,COAD,0,0.0909090909090909,11,0.4251136779785156,5.067678451538086,4.64256477355957,50732.0,protein_coding,1.0,True,True
HSD11B2,COAD,0,0.5,10,1.9822356700897217,5.882239818572998,3.900004148483277,6902.0,protein_coding,1.0,True,True
METRNL,COAD,0,0.0,12,-0.0723562240600586,5.128982067108154,5.201338291168213,15429.0,protein_coding,1.0,True,True
RHOG,COAD,0,0.0,11,0.3742909431457519,5.594690799713135,5.220399856567383,14006.0,protein_coding,1.0,True,True
GATD1,COAD,0,0.0909090909090909,11,0.2233576774597168,4.804908752441406,4.5815510749816895,,,,True,True
MAGEF1,COAD,0,0.3636363636363636,11,0.5326347351074219,4.721601486206055,4.188966751098633,1636.0,protein_coding,1.0,True,True
CAVIN1,COAD,0,0.0,11,-1.915756702423096,4.90110445022583,6.816861152648926,,,,True,True
CRACR2B,COAD,0,0.4545454545454545,11,1.0683698654174805,5.226601123809815,4.158231258392334,5848.0,protein_coding,1.0,True,True
HNRNPA0,COAD,0,0.4166666666666667,12,0.7527081966400146,4.593365669250488,3.8406574726104736,8726.0,protein_coding,1.0,True,True
AP3S1,COAD,0,0.1,10,0.6236772537231445,5.965269088745117,5.341591835021973,72601.0,protein_coding,1.0,True,True
WDR6,COAD,0,0.2727272727272727,11,-1.0604796409606934,5.806305885314941,6.866785526275635,8892.0,protein_coding,1.0,True,True
GTPBP6,COAD,0,0.0,10,-0.0111293792724609,5.217016696929932,5.228146076202393,14291.0,protein_coding,1.0,True,True
GTPBP6,COAD,0,0.0,10,-0.0111293792724609,5.217016696929932,5.228146076202393,14291.0,protein_coding,1.0,True,True
PARP10,COAD,0,0.0,12,-0.2997422218322754,4.653003215789795,4.95274543762207,35620.0,protein_coding,1.0,True,True
MRFAP1,COAD,0,0.0,11,0.0720295906066894,7.339663982391357,7.267634391784668,2655.0,protein_coding,1.0,True,True
HLA-DQB1,COAD,0,0.4166666666666667,12,1.430682897567749,4.678948402404785,3.248265504837036,8917.0,protein_coding,1.0,True,True
MAF1,COAD,0,0.4166666666666667,12,-0.1935763359069824,6.422196865081787,6.6157732009887695,3113.0,protein_coding,1.0,True,True
C14ORF119,COAD,0,0.0833333333333333,12,0.764040470123291,5.712427616119385,4.948387145996094,5698.0,protein_coding,1.0,True,True
PRKRA,COAD,0,0.0833333333333333,12,0.0923280715942382,4.7934417724609375,4.701113700866699,20099.0,protein_coding,1.0,True,True
ARHGAP45,COAD,0,0.0,11,0.8304991722106934,4.653841972351074,3.823342800140381,,,,True,True
PCGF5,COAD,0,0.4545454545454545,11,0.8437132835388184,4.815169811248779,3.971456527709961,121320.0,protein_coding,1.0,True,True
FAM83H,COAD,0,0.3636363636363636,11,4.812193870544434,5.100982666015625,0.2887886464595794,9869.0,protein_coding,1.0,True,True
TCEAL8,COAD,0,0.1666666666666666,12,0.2305340766906738,5.110255718231201,4.879721641540527,2209.0,protein_coding,1.0,True,True
MOB2,COAD,0,0.0833333333333333,12,-1.122386455535889,4.687955856323242,5.810342311859131,31791.0,protein_coding,1.0,True,True
BACE2,COAD,0,0.0,11,2.053898811340332,6.476485729217529,4.422586917877197,114718.0,protein_coding,1.0,True,True
C1S,COAD,0,0.0,12,-1.9074397087097168,5.88007926940918,7.787518978118896,82774.0,protein_coding,1.0,True,True
MXRA7,COAD,0,0.1666666666666666,12,-1.5641002655029297,5.145062446594238,6.709162712097168,38466.0,protein_coding,1.0,True,True
CRIP2,COAD,0,0.0,12,-1.322803974151611,4.905379772186279,6.228183746337891,7209.0,protein_coding,1.0,True,True
COL18A1,COAD,0,0.0833333333333333,12,-0.7284231185913086,4.908658027648926,5.637081146240234,108584.0,protein_coding,1.0,True,True
MTA1,COAD,0,0.1666666666666666,12,-0.7486424446105957,5.034364223480225,5.78300666809082,50910.0,protein_coding,1.0,True,True
SPNS2,COAD,0,0.5,10,1.544867992401123,4.80738639831543,3.262518405914306,40198.0,protein_coding,1.0,True,True
AFMID,COAD,0,0.0833333333333333,12,1.6449708938598633,5.278332233428955,3.633361339569092,20385.0,protein_coding,1.0,True,True
GAS6,COAD,0,0.25,12,-0.3774971961975097,5.784996032714844,6.1624932289123535,43519.0,protein_coding,1.0,True,True
PSMG1,COAD,0,0.3636363636363636,11,1.7896480560302734,6.243248462677002,4.4536004066467285,9083.0,protein_coding,1.0,True,True
SMTN,COAD,0,0.1,10,-3.216367244720459,5.47554349899292,8.691910743713379,40653.0,protein_coding,1.0,True,True
TMPRSS2,COAD,0,0.4166666666666667,12,3.8072259426116943,6.055821895599365,2.248595952987671,66566.0,protein_coding,1.0,True,True
CRELD2,COAD,0,0.0,11,0.2939105033874511,4.9469828605651855,4.653072357177734,9374.0,protein_coding,1.0,True,True
OAF,COAD,0,0.5,12,0.3196539878845215,5.338094711303711,5.0184407234191895,19566.0,protein_coding,1.0,True,True
STING1,COAD,0,0.5,12,0.4482531547546386,5.141328811645508,4.693075656890869,,,,True,True
BTBD6,COAD,0,0.0,12,-0.0744390487670898,4.991327285766602,5.065766334533691,2604.0,protein_coding,1.0,True,True
CIB1,COAD,0,0.0833333333333333,12,1.011056423187256,7.099485874176025,6.0884294509887695,4073.0,protein_coding,1.0,True,True
ANO9,COAD,0,0.5,12,2.637004852294922,5.540868759155273,2.903863906860352,24079.0,protein_coding,1.0,True,True
TCEAL9,COAD,0,0.0833333333333333,12,-0.0070786476135253,5.370934009552002,5.378012657165527,,,,True,True
UBALD2,COAD,0,0.0,12,1.3758301734924316,6.293015956878662,4.917185783386231,6098.0,protein_coding,1.0,True,True
MORF4L1,COAD,0,0.1666666666666666,12,-0.114931583404541,7.239721298217773,7.354652881622314,87647.0,protein_coding,1.0,True,True
AIDA,COAD,0,0.0909090909090909,11,0.2891783714294433,5.013681411743164,4.724503040313721,45198.0,protein_coding,1.0,True,True
RNF220,COAD,0,0.0,11,0.3292579650878906,5.904476642608643,5.575218677520752,246531.0,protein_coding,1.0,True,True
AGRN,COAD,0,0.3636363636363636,11,1.372232437133789,5.209106922149658,3.836874485015869,35996.0,protein_coding,1.0,True,True
PLSCR1,COAD,0,0.0833333333333333,12,0.9772944450378418,6.3277668952941895,5.350472450256348,29685.0,protein_coding,1.0,True,True
GPR15LG,COAD,0,0.4166666666666667,12,3.0176682472229004,5.433992385864258,2.4163241386413574,,,,True,True
CLN3,COAD,0,0.0909090909090909,11,0.8560266494750977,5.967435359954834,5.111408710479736,25360.0,protein_coding,1.0,True,True
CLN3,COAD,0,0.0909090909090909,11,0.8560266494750977,5.967435359954834,5.111408710479736,18297.0,protein_coding,1.0,True,True
C9ORF152,COAD,0,0.3,10,4.839219093322754,4.603634834289551,-0.2355840355157852,18142.0,protein_coding,1.0,True,True
S100A13,COAD,0,0.0,11,-0.7505807876586914,6.07286262512207,6.823443412780762,15306.0,protein_coding,1.0,True,True
RRP7A,COAD,0,0.4166666666666667,12,1.484590768814087,5.003268241882324,3.5186774730682373,9835.0,protein_coding,1.0,True,True
HLA-DRB1,COAD,0,0.1666666666666666,12,1.0038094520568848,6.55886173248291,5.555052280426025,36859.0,protein_coding,1.0,True,True
S100A4,COAD,0,0.3,10,-0.1172680854797363,7.092813968658447,7.210082054138184,6524.0,protein_coding,1.0,True,True
STK40,COAD,0,0.0,11,-0.139589786529541,4.744897842407227,4.884487628936768,46273.0,protein_coding,1.0,True,True
MYL6B,COAD,0,0.0,11,0.4995589256286621,5.077090740203857,4.577531814575195,7392.0,protein_coding,1.0,True,True
CD47,COAD,0,0.4,10,1.6774544715881348,6.445148468017578,4.767693996429443,47728.0,protein_coding,1.0,True,True
PDLIM7,COAD,0,0.25,12,-2.7864370346069336,5.171236038208008,7.957673072814941,14213.0,protein_coding,1.0,True,True
FLNA,COAD,0,0.2,10,-3.360116958618164,7.596700668334961,10.956817626953123,26115.0,protein_coding,1.0,True,True
ANXA6,COAD,0,0.0909090909090909,11,-0.9198851585388184,5.683004379272461,6.602889537811279,57171.0,protein_coding,1.0,True,True
ARRDC1,COAD,0,0.0,12,1.0364413261413574,6.084384918212891,5.047943592071533,9707.0,protein_coding,1.0,True,True
CDC42SE1,COAD,0,0.0,10,-0.2540702819824219,5.258285045623779,5.512355327606201,19355.0,protein_coding,1.0,True,True
ADH5,COAD,0,0.3333333333333333,9,0.006230354309082,6.769811630249023,6.763581275939941,17824.0,protein_coding,1.0,True,True
RPL23A,COAD,0,0.2727272727272727,11,0.81146240234375,10.58797836303711,9.77651596069336,4967.0,protein_coding,1.0,True,True
CTNND1,COAD,0,0.4166666666666667,12,0.3417038917541504,6.439732074737549,6.098028182983398,66304.0,protein_coding,1.0,True,True
DDX39B,COAD,0,0.4,10,0.1058936119079589,8.103360176086426,7.997466564178467,12230.0,protein_coding,1.0,True,True
COPS8,COAD,0,0.0,12,0.534797191619873,5.046713829040527,4.511916637420654,15155.0,protein_coding,1.0,True,True
GLMP,COAD,0,0.1666666666666666,12,0.6598753929138184,5.266201496124268,4.606326103210449,5601.0,protein_coding,1.0,True,True
UBE2J1,COAD,0,0.0,10,0.8106479644775391,4.64262580871582,3.831977844238281,26224.0,protein_coding,1.0,True,True
