gene,cancer,protein_detected,detected_fraction,total_patients,rna_log2fc,tumor_log2tpm_mean,normal_log2tpm_mean,gene_length,gene_type,protein_coding,high_rna,discordant
RNF4,PAAD,0,0.3,10,1.3943626880645752,4.804529190063477,3.4101665019989014,163101.0,protein_coding,1.0,True,True
CNN2,PAAD,0,0.1,10,2.209257125854492,6.774582862854004,4.565325736999512,12488.0,protein_coding,1.0,True,True
SLC9A3R2,PAAD,0,0.0,11,2.4755401611328125,6.56040620803833,4.084866046905518,13671.0,protein_coding,1.0,True,True
OAT,PAAD,0,0.1818181818181818,11,2.300676822662353,5.50313663482666,3.202459812164306,21674.0,protein_coding,1.0,True,True
MYLK,PAAD,0,0.0,10,3.19410252571106,4.758684158325195,1.5645816326141355,274283.0,protein_coding,1.0,True,True
COL17A1,PAAD,0,0.1818181818181818,11,9.130365371704102,5.24661922454834,-3.883745670318604,54717.0,protein_coding,1.0,True,True
TBC1D1,PAAD,0,0.0,9,2.210606098175049,5.687904357910156,3.4772982597351074,248089.0,protein_coding,1.0,True,True
MTHFD2,PAAD,0,0.1666666666666666,12,0.6864242553710938,4.773051261901856,4.086627006530762,19004.0,protein_coding,1.0,True,True
PLPP1,PAAD,0,0.0,11,1.6317901611328125,5.233247756958008,3.601457595825196,,,,True,True
DNTTIP2,PAAD,0,0.4444444444444444,9,2.0412793159484863,5.105497360229492,3.064218044281006,13636.0,protein_coding,1.0,True,True
ROGDI,PAAD,0,0.5,10,1.158968210220337,4.758967876434326,3.5999996662139893,5983.0,protein_coding,1.0,True,True
GRIPAP1,PAAD,0,0.4166666666666667,12,1.1647043228149414,4.7682085037231445,3.603504180908203,28545.0,protein_coding,1.0,True,True
SIRT2,PAAD,0,0.1666666666666666,12,1.0919206142425537,5.009888648986816,3.917968034744263,21308.0,protein_coding,1.0,True,True
BCL3,PAAD,0,0.3333333333333333,12,1.4044013023376465,5.671848773956299,4.267447471618652,12340.0,protein_coding,1.0,True,True
UFD1,PAAD,0,0.0,11,1.9042017459869385,5.78694486618042,3.8827431201934814,,,,True,True
NUCB2,PAAD,0,0.2222222222222222,9,0.0006904602050781,6.112107753753662,6.111417293548584,141822.0,protein_coding,1.0,True,True
DGCR2,PAAD,0,0.0,11,1.4514119625091553,5.304670333862305,3.853258371353149,86173.0,protein_coding,1.0,True,True
RNF126,PAAD,0,0.2727272727272727,11,1.2451133728027344,4.808543205261231,3.563429832458496,15752.0,protein_coding,1.0,True,True
GBA2,PAAD,0,0.3636363636363636,11,0.1714482307434082,5.0864362716674805,4.914988040924072,12363.0,protein_coding,1.0,True,True
NCK2,PAAD,0,0.25,12,1.631126880645752,5.208507061004639,3.5773801803588867,149378.0,protein_coding,1.0,True,True
MAP4K4,PAAD,0,0.1818181818181818,11,3.130812168121338,5.2830681800842285,2.15225601196289,197840.0,protein_coding,1.0,True,True
TRIB2,PAAD,0,0.1666666666666666,12,1.8108856678009035,4.628478527069092,2.8175928592681885,25846.0,protein_coding,1.0,True,True
MBD3,PAAD,0,0.3333333333333333,12,1.2174596786499023,5.133772373199463,3.916312694549561,19206.0,protein_coding,1.0,True,True
RDH11,PAAD,0,0.0,7,1.9984827041625977,5.363782405853272,3.365299701690674,19014.0,protein_coding,1.0,True,True
PTPN18,PAAD,0,0.2,10,0.9558134078979492,5.610928058624268,4.655114650726318,19403.0,protein_coding,1.0,True,True
ALDH3A2,PAAD,0,0.0833333333333333,12,0.3089189529418945,4.715834617614746,4.406915664672852,29463.0,protein_coding,1.0,True,True
SREBF1,PAAD,0,0.0,9,1.4888598918914795,5.335704803466797,3.846844911575317,26604.0,protein_coding,1.0,True,True
SCARB1,PAAD,0,0.0909090909090909,11,2.173137664794922,4.592272758483887,2.419135093688965,105813.0,protein_coding,1.0,True,True
GSDMB,PAAD,0,0.3636363636363636,11,2.161784648895264,4.882274627685547,2.720489978790283,15260.0,protein_coding,1.0,True,True
FSCN1,PAAD,0,0.1818181818181818,11,4.519757270812988,5.5798444747924805,1.0600872039794922,13833.0,protein_coding,1.0,True,True
ACTB,PAAD,0,0.3636363636363636,11,3.747782707214356,11.860060691833496,8.11227798461914,36634.0,protein_coding,1.0,True,True
EXOSC7,PAAD,0,0.125,8,1.844943046569824,5.070414543151856,3.2254714965820312,60826.0,protein_coding,1.0,True,True
NT5C2,PAAD,0,0.1111111111111111,9,1.5719082355499268,5.098285675048828,3.5263774394989014,105290.0,protein_coding,1.0,True,True
MCAM,PAAD,0,0.4545454545454545,11,2.2723476886749268,5.2642130851745605,2.991865396499634,12993.0,protein_coding,1.0,True,True
IL4R,PAAD,0,0.4545454545454545,11,2.0702922344207764,5.374143123626709,3.3038508892059326,51111.0,protein_coding,1.0,True,True
FBLN1,PAAD,0,0.5,12,2.312469959259033,6.924972534179688,4.612502574920654,98898.0,protein_coding,1.0,True,True
CEACAM1,PAAD,0,0.0,8,4.855069637298584,4.598489284515381,-0.2565802931785583,53931.0,protein_coding,1.0,True,True
PGM1,PAAD,0,0.0909090909090909,11,0.348294734954834,5.382251262664795,5.033956527709961,66970.0,protein_coding,1.0,True,True
PSEN1,PAAD,0,0.4,10,2.563395023345948,5.080819606781006,2.5174245834350586,87274.0,protein_coding,1.0,True,True
CLDND1,PAAD,0,0.3333333333333333,12,1.618279218673706,5.234736442565918,3.616457223892212,25155.0,protein_coding,1.0,True,True
HSP90AA1,PAAD,0,0.1818181818181818,11,1.945908546447754,8.375653266906738,6.429744720458984,58962.0,protein_coding,1.0,True,True
BZW1,PAAD,0,0.375,8,2.7408909797668457,6.2834296226501465,3.542538642883301,16745.0,protein_coding,1.0,True,True
PLOD1,PAAD,0,0.3333333333333333,12,2.345204591751098,6.139615058898926,3.794410467147827,41334.0,protein_coding,1.0,True,True
SMAP2,PAAD,0,0.0833333333333333,12,1.9021167755126955,4.912321090698242,3.010204315185547,78477.0,protein_coding,1.0,True,True
PPIE,PAAD,0,0.2727272727272727,11,1.1221952438354492,5.232735633850098,4.110540390014648,71733.0,protein_coding,1.0,True,True
CD59,PAAD,0,0.3333333333333333,9,2.770419120788574,8.7966947555542,6.026275634765625,38185.0,protein_coding,1.0,True,True
AKR1B1,PAAD,0,0.0,12,1.925645351409912,5.732170581817627,3.806525230407715,16935.0,protein_coding,1.0,True,True
POMGNT1,PAAD,0,0.5,12,1.2995562553405762,5.123491764068604,3.8239355087280273,31624.0,protein_coding,1.0,True,True
CHMP5,PAAD,0,0.4545454545454545,11,2.375482082366944,5.948297500610352,3.572815418243408,17191.0,protein_coding,1.0,True,True
HSD17B2,PAAD,0,0.0,11,2.338217258453369,5.106201648712158,2.767984390258789,63531.0,protein_coding,1.0,True,True
FTL,PAAD,0,0.5,10,2.735382080078125,12.010510444641112,9.275128364562988,1578.0,protein_coding,1.0,True,True
PIGS,PAAD,0,0.1818181818181818,11,2.098774671554565,5.188113212585449,3.089338541030884,18490.0,protein_coding,1.0,True,True
TESC,PAAD,0,0.5,12,1.3048057556152344,6.7267913818359375,5.421985626220703,60557.0,protein_coding,1.0,True,True
CHGB,PAAD,0,0.0,10,1.559023141860962,5.069643974304199,3.5106208324432373,13932.0,protein_coding,1.0,True,True
PEBP1,PAAD,0,0.2,10,1.0443739891052246,7.43433666229248,6.389962673187256,9727.0,protein_coding,1.0,True,True
GRAMD1A,PAAD,0,0.2727272727272727,11,0.2991609573364258,5.733028411865234,5.433867454528809,31688.0,protein_coding,1.0,True,True
MRPS33,PAAD,0,0.2727272727272727,11,1.1451430320739746,5.814769744873047,4.669626712799072,12619.0,protein_coding,1.0,True,True
ICAM1,PAAD,0,0.0,9,3.445082187652588,4.957147598266602,1.5120655298233032,15781.0,protein_coding,1.0,True,True
LYZ,PAAD,0,0.4166666666666667,12,5.8928937911987305,9.411108016967772,3.518213987350464,5894.0,protein_coding,1.0,True,True
DTX2,PAAD,0,0.0,12,2.1827871799468994,4.676586627960205,2.4937994480133057,44320.0,protein_coding,1.0,True,True
LAMB1,PAAD,0,0.1666666666666666,12,1.5171451568603516,6.692935466766357,5.175790309906006,79457.0,protein_coding,1.0,True,True
CPA1,PAAD,0,0.0,10,-9.544416427612305,5.013917446136475,14.55833339691162,7776.0,protein_coding,1.0,True,True
CCDC80,PAAD,0,0.1,10,3.3646485805511475,6.631061553955078,3.2664129734039307,52737.0,protein_coding,1.0,True,True
AAAS,PAAD,0,0.4,10,0.3782014846801758,4.726271629333496,4.34807014465332,17409.0,protein_coding,1.0,True,True
HOOK2,PAAD,0,0.4444444444444444,9,-0.8176765441894531,4.931302547454834,5.748979091644287,109738.0,protein_coding,1.0,True,True
CRAT,PAAD,0,0.5,10,-0.409402847290039,4.756853103637695,5.166255950927734,16380.0,protein_coding,1.0,True,True
SMIM24,PAAD,0,0.0,12,4.869196891784668,5.46491813659668,0.595721423625946,6557.0,protein_coding,1.0,True,True
MRPS18A,PAAD,0,0.0,10,1.9273037910461424,5.346990585327148,3.419686794281006,16489.0,protein_coding,1.0,True,True
DSP,PAAD,0,0.2,10,0.7459425926208496,5.16325044631958,4.4173078536987305,45143.0,protein_coding,1.0,True,True
ACOT7,PAAD,0,0.1818181818181818,11,3.066222906112671,4.64884090423584,1.582617998123169,130123.0,protein_coding,1.0,True,True
TECR,PAAD,0,0.1111111111111111,9,2.043081760406494,7.109675407409668,5.066593647003174,48896.0,protein_coding,1.0,True,True
LZTR1,PAAD,0,0.0,10,0.6939003467559814,4.643612384796143,3.949712038040161,19577.0,protein_coding,1.0,True,True
GGT5,PAAD,0,0.0,10,3.0011656284332275,5.920449256896973,2.919283628463745,25489.0,protein_coding,1.0,True,True
PES1,PAAD,0,0.5,10,1.4928946495056152,5.686768531799316,4.193873882293701,30459.0,protein_coding,1.0,True,True
GGT1,PAAD,0,0.0,12,1.0532474517822266,5.3063578605651855,4.253110408782959,45256.0,protein_coding,1.0,True,True
LGALS1,PAAD,0,0.1666666666666666,12,4.214535713195801,9.737147331237791,5.522611618041992,4199.0,protein_coding,1.0,True,True
SNU13,PAAD,0,0.4545454545454545,11,1.7726383209228516,6.865652084350586,5.093013763427734,,,,True,True
KDELR3,PAAD,0,0.3333333333333333,9,2.698298215866089,4.887684345245361,2.1893861293792725,15386.0,protein_coding,1.0,True,True
JOSD1,PAAD,0,0.1666666666666666,12,1.806380271911621,4.86085844039917,3.054478168487549,16014.0,protein_coding,1.0,True,True
LMF2,PAAD,0,0.0,8,-0.5683608055114746,5.4816179275512695,6.049978733062744,4743.0,protein_coding,1.0,True,True
APOL1,PAAD,0,0.4166666666666667,12,5.538457870483398,6.904432773590088,1.3659751415252686,14521.0,protein_coding,1.0,True,True
MYH9,PAAD,0,0.4545454545454545,11,1.9812211990356443,7.808096408843994,5.82687520980835,106738.0,protein_coding,1.0,True,True
ATP6V1D,PAAD,0,0.0,8,2.589442491531372,6.181047439575195,3.5916049480438232,65895.0,protein_coding,1.0,True,True
VTI1B,PAAD,0,0.5,12,1.632237434387207,6.412552356719971,4.780314922332764,27757.0,protein_coding,1.0,True,True
CHGA,PAAD,0,0.0,11,0.2509336471557617,4.987033843994141,4.736100196838379,12214.0,protein_coding,1.0,True,True
ITPK1,PAAD,0,0.0833333333333333,12,2.1690673828125,5.504426002502441,3.3353586196899414,179407.0,protein_coding,1.0,True,True
ZFYVE21,PAAD,0,0.0,11,1.84930419921875,5.369303226470947,3.5199990272521973,17939.0,protein_coding,1.0,True,True
PSMC1,PAAD,0,0.5,12,1.8420162200927728,6.512844085693359,4.670827865600586,18935.0,protein_coding,1.0,True,True
PSMB5,PAAD,0,0.0,9,2.020681858062744,6.734819412231445,4.714137554168701,18688.0,protein_coding,1.0,True,True
NFKBIA,PAAD,0,0.4166666666666667,12,1.390599250793457,6.743667602539063,5.3530683517456055,3239.0,protein_coding,1.0,True,True
NFATC4,PAAD,0,0.5,12,1.6915266513824463,4.84699296951294,3.155466318130493,13932.0,protein_coding,1.0,True,True
PYGB,PAAD,0,0.3333333333333333,12,3.0919265747070312,6.3109331130981445,3.2190065383911133,49946.0,protein_coding,1.0,True,True
ABHD12,PAAD,0,0.0,12,0.6733431816101074,5.622178554534912,4.948835372924805,96241.0,protein_coding,1.0,True,True
PROCR,PAAD,0,0.1,10,3.0432024002075195,4.617136955261231,1.573934555053711,5290.0,protein_coding,1.0,True,True
RAB5IF,PAAD,0,0.25,12,2.24412488937378,6.586180210113525,4.342055320739746,,,,True,True
NELFCD,PAAD,0,0.3,10,1.3471169471740725,5.464942932128906,4.117825984954834,13926.0,protein_coding,1.0,True,True
MTG2,PAAD,0,0.3333333333333333,12,1.414231777191162,4.616308212280273,3.202076435089112,20540.0,protein_coding,1.0,True,True
ARFGAP1,PAAD,0,0.5,12,0.6878094673156738,5.724711418151856,5.036901950836182,17009.0,protein_coding,1.0,True,True
C20ORF27,PAAD,0,0.3333333333333333,9,1.7251977920532229,4.6422624588012695,2.917064666748047,14880.0,protein_coding,1.0,True,True
MYL9,PAAD,0,0.1666666666666666,12,3.652690887451172,8.294038772583008,4.641347885131836,9964.0,protein_coding,1.0,True,True
WFDC2,PAAD,0,0.5,12,4.569390296936035,7.658725738525391,3.0893356800079346,11827.0,protein_coding,1.0,True,True
MAP1LC3A,PAAD,0,0.0833333333333333,12,1.8705103397369385,5.360498428344727,3.489988088607788,13492.0,protein_coding,1.0,True,True
MYL12A,PAAD,0,0.1,10,2.7412424087524414,9.017845153808594,6.276602745056152,8756.0,protein_coding,1.0,True,True
MXRA5,PAAD,0,0.1666666666666666,12,4.024993896484375,4.786343574523926,0.7613497376441956,38077.0,protein_coding,1.0,True,True
SMS,PAAD,0,0.1818181818181818,11,2.932544469833374,5.927804470062256,2.995260000228882,54263.0,protein_coding,1.0,True,True
USP11,PAAD,0,0.4,10,1.6591627597808838,5.173311233520508,3.514148473739624,15639.0,protein_coding,1.0,True,True
TIMP1,PAAD,0,0.1428571428571428,7,4.767543315887451,10.295555114746094,5.528011798858643,4477.0,protein_coding,1.0,True,True
RBM3,PAAD,0,0.4545454545454545,11,1.1476678848266602,7.597535610198975,6.4498677253723145,4618.0,protein_coding,1.0,True,True
PBDC1,PAAD,0,0.5,12,2.1617376804351807,4.805347442626953,2.6436097621917725,5269.0,protein_coding,1.0,True,True
ARMCX3,PAAD,0,0.0833333333333333,12,0.2837758064270019,4.794018268585205,4.510242462158203,5047.0,protein_coding,1.0,True,True
ACP5,PAAD,0,0.0,10,3.391447067260742,5.589214324951172,2.1977672576904297,4349.0,protein_coding,1.0,True,True
CORO1A,PAAD,0,0.0,10,3.257361888885498,5.083707809448242,1.8263460397720337,6250.0,protein_coding,1.0,True,True
NUTF2,PAAD,0,0.4,10,1.8237833976745603,6.520221710205078,4.696438312530518,25836.0,protein_coding,1.0,True,True
USB1,PAAD,0,0.1,10,1.9864771366119385,4.765688896179199,2.7792117595672607,22073.0,protein_coding,1.0,True,True
VAC14,PAAD,0,0.1818181818181818,11,1.8997201919555664,4.749067783355713,2.8493475914001465,113723.0,protein_coding,1.0,True,True
COTL1,PAAD,0,0.125,8,4.078017711639404,7.151999950408936,3.0739822387695312,52484.0,protein_coding,1.0,True,True
TSC2,PAAD,0,0.0833333333333333,12,0.4542908668518066,5.120506763458252,4.666215896606445,41256.0,protein_coding,1.0,True,True
CLCN7,PAAD,0,0.4166666666666667,12,0.5195112228393555,5.0507330894470215,4.531221866607666,30647.0,protein_coding,1.0,True,True
PIEZO1,PAAD,0,0.0,11,2.8135223388671875,6.462040901184082,3.648518562316896,69869.0,protein_coding,1.0,True,True
CSK,PAAD,0,0.4,10,2.505045890808105,5.411360740661621,2.906314849853516,21142.0,protein_coding,1.0,True,True
CA2,PAAD,0,0.25,12,1.5645568370819092,4.653742790222168,3.089185953140259,17642.0,protein_coding,1.0,True,True
CPQ,PAAD,0,0.0,10,1.7637970447540283,4.866337299346924,3.1025402545928955,504428.0,protein_coding,1.0,True,True
PLAT,PAAD,0,0.0833333333333333,12,5.461509704589844,6.978403091430664,1.51689350605011,32492.0,protein_coding,1.0,True,True
GFUS,PAAD,0,0.0,11,2.122614860534668,7.211207866668701,5.088593006134033,,,,True,True
SLC39A14,PAAD,0,0.1666666666666666,12,-1.0147147178649902,5.18712329864502,6.20183801651001,66881.0,protein_coding,1.0,True,True
LEPROTL1,PAAD,0,0.0909090909090909,11,2.1706972122192383,5.015871524810791,2.8451743125915527,81811.0,protein_coding,1.0,True,True
PPP2CB,PAAD,0,0.3333333333333333,9,1.5488896369934082,5.787106513977051,4.238216876983643,39858.0,protein_coding,1.0,True,True
KCNN4,PAAD,0,0.0,9,7.158586025238037,5.785030841827393,-1.3735551834106443,14725.0,protein_coding,1.0,True,True
FCGRT,PAAD,0,0.0,11,2.052704334259033,7.045870780944824,4.993166446685791,19518.0,protein_coding,1.0,True,True
CD37,PAAD,0,0.0,11,3.241455316543579,4.697319507598877,1.455864191055298,8165.0,protein_coding,1.0,True,True
FAM32A,PAAD,0,0.4166666666666667,12,1.977834224700928,6.123447895050049,4.145613670349121,6667.0,protein_coding,1.0,True,True
PPP6R1,PAAD,0,0.3636363636363636,11,2.435119152069092,5.341061115264893,2.905941963195801,29216.0,protein_coding,1.0,True,True
FBL,PAAD,0,0.0,7,1.4048547744750977,7.652731418609619,6.2478766441345215,11957.0,protein_coding,1.0,True,True
AKT2,PAAD,0,0.4545454545454545,11,0.7459917068481445,5.672272205352783,4.926280498504639,55220.0,protein_coding,1.0,True,True
PLD3,PAAD,0,0.25,12,1.8276801109313965,7.673089981079102,5.845409870147705,31984.0,protein_coding,1.0,True,True
POLR2I,PAAD,0,0.4166666666666667,12,1.3106260299682615,6.255636692047119,4.945010662078857,1637.0,protein_coding,1.0,True,True
PRKD2,PAAD,0,0.5,10,1.9807357788085933,5.3987016677856445,3.417965888977051,42853.0,protein_coding,1.0,True,True
APLP1,PAAD,0,0.0,10,-0.2978744506835937,4.589381694793701,4.887256145477295,11893.0,protein_coding,1.0,True,True
FZR1,PAAD,0,0.0,12,1.59279203414917,4.57956600189209,2.98677396774292,32058.0,protein_coding,1.0,True,True
TGFB1,PAAD,0,0.1666666666666666,12,3.0447311401367188,5.420498371124268,2.375767230987549,52325.0,protein_coding,1.0,True,True
CYTH2,PAAD,0,0.4,10,1.946548223495484,5.881433963775635,3.934885740280152,13283.0,protein_coding,1.0,True,True
CLEC11A,PAAD,0,0.4,10,3.3374392986297607,4.628552913665772,1.2911136150360107,2390.0,protein_coding,1.0,True,True
CAPS,PAAD,0,0.0833333333333333,12,1.8009757995605469,5.227622985839844,3.426647186279297,4502.0,protein_coding,1.0,True,True
FAM83E,PAAD,0,0.0,9,5.9644083976745605,4.66493558883667,-1.2994728088378906,14045.0,protein_coding,1.0,True,True
TFPT,PAAD,0,0.4545454545454545,11,3.021646499633789,4.669908046722412,1.6482616662979126,8663.0,protein_coding,1.0,True,True
ARRDC2,PAAD,0,0.0,10,2.656244993209839,5.261813163757324,2.6055681705474854,12971.0,protein_coding,1.0,True,True
ISYNA1,PAAD,0,0.0833333333333333,12,0.4163084030151367,5.0565619468688965,4.64025354385376,3914.0,protein_coding,1.0,True,True
DDX49,PAAD,0,0.3333333333333333,9,1.2293031215667725,4.989035606384277,3.759732484817505,8959.0,protein_coding,1.0,True,True
ERF,PAAD,0,0.4444444444444444,9,1.6421494483947754,5.030386447906494,3.3882369995117188,7586.0,protein_coding,1.0,True,True
SMG9,PAAD,0,0.4444444444444444,9,2.518604516983032,5.285569667816162,2.76696515083313,26999.0,protein_coding,1.0,True,True
PMPCB,PAAD,0,0.4285714285714285,7,0.8495330810546875,5.347996711730957,4.4984636306762695,32090.0,protein_coding,1.0,True,True
NAMPT,PAAD,0,0.3333333333333333,12,1.94063687324524,5.775847434997559,3.8352105617523193,38042.0,protein_coding,1.0,True,True
MTPN,PAAD,0,0.3636363636363636,11,2.9019508361816406,5.572462558746338,2.6705117225646973,50593.0,protein_coding,1.0,True,True
CAV1,PAAD,0,0.25,12,3.0365118980407715,5.327455043792725,2.290943145751953,36400.0,protein_coding,1.0,True,True
LFNG,PAAD,0,0.1111111111111111,9,0.8438582420349121,5.509546756744385,4.665688514709473,16649.0,protein_coding,1.0,True,True
TAX1BP1,PAAD,0,0.0,11,2.094935417175293,6.1065449714660645,4.011609554290772,105234.0,protein_coding,1.0,True,True
CPVL,PAAD,0,0.3636363636363636,11,3.531123399734497,4.792094707489014,1.2609713077545166,200221.0,protein_coding,1.0,True,True
STX1A,PAAD,0,0.0,12,2.41765570640564,4.786592483520508,2.368936777114868,20467.0,protein_coding,1.0,True,True
NUDT1,PAAD,0,0.3333333333333333,9,3.161717176437378,4.810893535614014,1.6491763591766355,8925.0,protein_coding,1.0,True,True
PCOLCE,PAAD,0,0.5,12,2.5475423336029053,6.503832817077637,3.956290483474731,5999.0,protein_coding,1.0,True,True
IMPDH1,PAAD,0,0.0,12,1.0674166679382324,4.821819305419922,3.7544026374816895,17976.0,protein_coding,1.0,True,True
LSM5,PAAD,0,0.0833333333333333,12,1.2438397407531738,5.500388622283936,4.256548881530762,9952.0,protein_coding,1.0,True,True
SERPINE1,PAAD,0,0.0833333333333333,12,4.023983955383301,6.386096954345703,2.362113237380981,12178.0,protein_coding,1.0,True,True
SFRP4,PAAD,0,0.0909090909090909,11,5.939096450805664,6.076641082763672,0.1375448256731033,119764.0,protein_coding,1.0,True,True
TSPAN13,PAAD,0,0.5,10,1.1549859046936035,5.763031482696533,4.60804557800293,31002.0,protein_coding,1.0,True,True
MRPL32,PAAD,0,0.1111111111111111,9,1.095755100250244,5.382462978363037,4.286707878112793,16759.0,protein_coding,1.0,True,True
TMEM248,PAAD,0,0.3333333333333333,12,1.7709310054779053,5.677255630493164,3.906324625015259,37327.0,protein_coding,1.0,True,True
ASPN,PAAD,0,0.0,12,4.815653800964356,5.106705188751221,0.2910514771938324,26302.0,protein_coding,1.0,True,True
PTGR1,PAAD,0,0.4444444444444444,9,2.3858001232147217,5.238253593444824,2.8524534702301025,50134.0,protein_coding,1.0,True,True
ENG,PAAD,0,0.0,12,1.891226291656494,6.15549898147583,4.264272689819336,39745.0,protein_coding,1.0,True,True
AK1,PAAD,0,0.0,12,2.593262195587158,6.330719947814941,3.737457752227783,11264.0,protein_coding,1.0,True,True
CA9,PAAD,0,0.1,10,4.237796783447266,4.962508678436279,0.7247120141983032,7304.0,protein_coding,1.0,True,True
PDLIM1,PAAD,0,0.2727272727272727,11,2.3310465812683105,7.416250705718994,5.085204124450684,53453.0,protein_coding,1.0,True,True
ACTA2,PAAD,0,0.0,11,4.272731304168701,8.890900611877441,4.61816930770874,56317.0,protein_coding,1.0,True,True
LIPA,PAAD,0,0.0,9,2.681687116622925,5.38280725479126,2.701120138168335,200989.0,protein_coding,1.0,True,True
FBXW4,PAAD,0,0.2727272727272727,11,1.1106414794921875,5.183120727539063,4.072479248046875,84632.0,protein_coding,1.0,True,True
CUEDC2,PAAD,0,0.0,10,1.459336757659912,5.482288360595703,4.022951602935791,9417.0,protein_coding,1.0,True,True
UBE2S,PAAD,0,0.2727272727272727,11,3.7788591384887695,4.897185325622559,1.118326187133789,8033.0,protein_coding,1.0,True,True
ICAM2,PAAD,0,0.0,12,2.364344596862793,4.807153701782227,2.4428091049194336,18041.0,protein_coding,1.0,True,True
PSMD11,PAAD,0,0.0,12,1.994049072265625,5.676093101501465,3.68204402923584,39058.0,protein_coding,1.0,True,True
NAGLU,PAAD,0,0.0,12,0.6944994926452637,4.831142425537109,4.136642932891846,8278.0,protein_coding,1.0,True,True
PPY,PAAD,0,0.25,8,2.0614006519317627,5.828422546386719,3.767021894454956,1665.0,protein_coding,1.0,True,True
PRKAR1A,PAAD,0,0.0,8,1.986799716949463,6.226823806762695,4.240024089813232,39540.0,protein_coding,1.0,True,True
TNFAIP1,PAAD,0,0.1,10,1.1115164756774902,4.598328113555908,3.486811637878418,11408.0,protein_coding,1.0,True,True
RAB34,PAAD,0,0.3333333333333333,12,3.731742382049561,5.66494083404541,1.9331984519958496,4149.0,protein_coding,1.0,True,True
CPE,PAAD,0,0.4166666666666667,12,2.1289119720458984,6.425527572631836,4.2966156005859375,137127.0,protein_coding,1.0,True,True
ANXA10,PAAD,0,0.2222222222222222,9,2.812062740325928,5.114954948425293,2.302892208099365,95176.0,protein_coding,1.0,True,True
SOD3,PAAD,0,0.2727272727272727,11,0.3693218231201172,5.160288333892822,4.790966510772705,10931.0,protein_coding,1.0,True,True
CRYAB,PAAD,0,0.0,12,1.276249647140503,5.183897495269775,3.907647848129273,15158.0,protein_coding,1.0,True,True
HSPA8,PAAD,0,0.4,10,0.4075756072998047,8.952695846557617,8.545120239257812,5742.0,protein_coding,1.0,True,True
EHD1,PAAD,0,0.0,10,3.0368056297302246,5.238211631774902,2.2014060020446777,36655.0,protein_coding,1.0,True,True
ST3GAL4,PAAD,0,0.4444444444444444,9,2.692457914352417,4.734849452972412,2.042391538619995,84705.0,protein_coding,1.0,True,True
SLC22A18,PAAD,0,0.0,12,2.38029146194458,5.176514148712158,2.796222686767578,25526.0,protein_coding,1.0,True,True
CD81,PAAD,0,0.0,12,1.565500259399414,8.819131851196289,7.253631591796875,21243.0,protein_coding,1.0,True,True
C11ORF58,PAAD,0,0.0,10,1.809797286987305,6.704140663146973,4.894343376159668,143750.0,protein_coding,1.0,True,True
RPS13,PAAD,0,0.3636363636363636,11,1.0422868728637695,10.050726890563965,9.008440017700195,3399.0,protein_coding,1.0,True,True
NDUFS8,PAAD,0,0.4166666666666667,12,1.7656474113464355,6.872463226318359,5.106815814971924,6028.0,protein_coding,1.0,True,True
CHKA,PAAD,0,0.4166666666666667,12,0.1170125007629394,4.612684726715088,4.495672225952148,68586.0,protein_coding,1.0,True,True
VWF,PAAD,0,0.1,10,2.105541467666626,5.204951286315918,3.099409818649292,175897.0,protein_coding,1.0,True,True
TNS2,PAAD,0,0.0,11,0.1491456031799316,5.024002552032471,4.874856948852539,17404.0,protein_coding,1.0,True,True
ALDH2,PAAD,0,0.2727272727272727,11,2.671814441680908,7.022858619689941,4.351044178009033,50643.0,protein_coding,1.0,True,True
LTBR,PAAD,0,0.0,9,1.4913616180419922,6.699578285217285,5.208216667175293,16527.0,protein_coding,1.0,True,True
CDK2AP1,PAAD,0,0.3636363636363636,11,2.809316635131836,6.854263782501221,4.044947147369385,11364.0,protein_coding,1.0,True,True
MGP,PAAD,0,0.0,11,3.068159580230713,9.142911911010742,6.074752330780029,4746.0,protein_coding,1.0,True,True
ARHGDIB,PAAD,0,0.0,11,3.8467302322387695,7.194425582885742,3.3476953506469727,19712.0,protein_coding,1.0,True,True
CAND1,PAAD,0,0.1428571428571428,7,1.45471453666687,4.7978129386901855,3.3430984020233154,50671.0,protein_coding,1.0,True,True
CHPT1,PAAD,0,0.375,8,1.6200885772705078,4.864933490753174,3.244844913482666,47194.0,protein_coding,1.0,True,True
ENO2,PAAD,0,0.0833333333333333,12,3.387080907821656,5.044932842254639,1.6578519344329834,9954.0,protein_coding,1.0,True,True
PTPN6,PAAD,0,0.3333333333333333,12,2.280601978302002,5.541019916534424,3.260417938232422,14849.0,protein_coding,1.0,True,True
COX6A1,PAAD,0,0.4444444444444444,9,1.963090896606445,8.64538860321045,6.682297706604004,2653.0,protein_coding,1.0,True,True
TDP2,PAAD,0,0.0,11,1.669982671737671,4.682916164398193,3.0129334926605225,17057.0,protein_coding,1.0,True,True
SERINC1,PAAD,0,0.3,10,1.9017925262451167,6.238480091094971,4.3366875648498535,28469.0,protein_coding,1.0,True,True
HDDC2,PAAD,0,0.3636363636363636,11,1.4336366653442385,5.685636043548584,4.251999378204346,82117.0,protein_coding,1.0,True,True
PTP4A1,PAAD,0,0.0,10,1.5430192947387695,6.119442462921143,4.576423168182373,61827.0,protein_coding,1.0,True,True
