gene,location_raw,location
PIF1,Nucleoplasm,Nucleoplasm
USP3,Nucleoplasm,Nucleoplasm
USP3,Midbody ring,Midbody_ring
BBS4,Cytosol,Cytosol
BBS4,Flagellar centriole,Flagellar_centriole
BBS4,Principal piece,Principal_piece
BBS4,Acrosome,Acrosome
BBS4,Annulus,Annulus
BBS4,Perinuclear theca,Perinuclear_theca
PML,Nuclear bodies,Nuclear_bodies
ADAMTS17,Nucleoplasm,Nucleoplasm
ADAMTS17,Predicted to be secreted,Predicted_to_be_secreted
LINS1,Nucleoplasm,Nucleoplasm
ULK3,Acrosome,Acrosome
GOLGA6D,Vesicles,Vesicles
GOLGA6D,Centrosome,Centrosome
GOLGA6D,Nucleoplasm,Nucleoplasm
SCAMP2,Golgi apparatus,Golgi_apparatus
SCAMP2,Vesicles,Vesicles
SCAMP2,Mid piece,Mid_piece
SCAMP2,Principal piece,Principal_piece
HAPLN3,Cytosol,Cytosol
HAPLN3,Plasma membrane,Plasma_membrane
HAPLN3,Predicted to be secreted,Predicted_to_be_secreted
POLG,Mitochondria,Mitochondria
RLBP1,Cytosol,Cytosol
RLBP1,Centrosome,Centrosome
RLBP1,Nucleoplasm,Nucleoplasm
FANCI,Nucleoplasm,Nucleoplasm
ABHD2,Cytosol,Cytosol
ABHD2,Flagellar centriole,Flagellar_centriole
ABHD2,Connecting piece,Connecting_piece
ABHD2,Nucleoplasm,Nucleoplasm
WDR93,Actin filaments,Actin_filaments
TICRR,Nucleoplasm,Nucleoplasm
NTRK3,Nucleoli,Nucleoli
NTRK3,Nucleoli rim,Nucleoli_rim
NTRK3,Nuclear membrane,Nuclear_membrane
DET1,Microtubules,Microtubules
DET1,Cytokinetic bridge,Cytokinetic_bridge
DET1,Nucleoplasm,Nucleoplasm
MFGE8,Cytosol,Cytosol
MFGE8,Predicted to be secreted,Predicted_to_be_secreted
ZNF710,Mitochondria,Mitochondria
ZNF710,Nucleoplasm,Nucleoplasm
UNC45A,Nuclear speckles,Nuclear_speckles
UNC45A,Cytosol,Cytosol
ST8SIA2,Golgi apparatus,Golgi_apparatus
ST8SIA2,Cytosol,Cytosol
ST8SIA2,Nucleoplasm,Nucleoplasm
ST8SIA2,Predicted to be secreted,Predicted_to_be_secreted
MCTP2,Cytosol,Cytosol
MCTP2,Nucleoplasm,Nucleoplasm
FURIN,Golgi apparatus,Golgi_apparatus
FURIN,Nucleoplasm,Nucleoplasm
IQGAP1,Cell Junctions,Cell_Junctions
IQGAP1,Plasma membrane,Plasma_membrane
CRTC3,Nucleoplasm,Nucleoplasm
CRTC3,Cytosol,Cytosol
EFL1,Cytosol,Cytosol
SH3GL3,Mitochondria,Mitochondria
SEC11A,Nuclear membrane,Nuclear_membrane
SEC11A,Golgi apparatus,Golgi_apparatus
SEPTIN12,Microtubules,Microtubules
SEPTIN12,Annulus,Annulus
GLYR1,Nucleoplasm,Nucleoplasm
GLYR1,Cytosol,Cytosol
PMM2,Cytosol,Cytosol
PMM2,Nucleoplasm,Nucleoplasm
PMM2,Microtubules,Microtubules
PMM2,Primary cilium,Primary_cilium
PMM2,Primary cilium tip,Primary_cilium_tip
ITGAX,Plasma membrane,Plasma_membrane
ITGAX,Vesicles,Vesicles
TGFB1I1,Focal adhesion sites,Focal_adhesion_sites
TGFB1I1,Cytosol,Cytosol
TGFB1I1,Vesicles,Vesicles
RUSF1,Golgi apparatus,Golgi_apparatus
RUSF1,Nucleoli,Nucleoli
RUSF1,Vesicles,Vesicles
RUSF1,Cytosol,Cytosol
RUSF1,Nucleoplasm,Nucleoplasm
ARMC5,Cytosol,Cytosol
ARMC5,Nucleoplasm,Nucleoplasm
ARMC5,Focal adhesion sites,Focal_adhesion_sites
PARN,Nuclear speckles,Nuclear_speckles
FTO,Cytosol,Cytosol
FTO,Vesicles,Vesicles
UQCRC2,Mitochondria,Mitochondria
CDR2,Nucleoplasm,Nucleoplasm
ARHGAP17,Cytosol,Cytosol
ARHGAP17,Plasma membrane,Plasma_membrane
MYLK3,Nucleoplasm,Nucleoplasm
MYLK3,Cytosol,Cytosol
MYLK3,Vesicles,Vesicles
NKD1,Nucleoli fibrillar center,Nucleoli_fibrillar_center
DHX38,Nucleoplasm,Nucleoplasm
TXNL4B,Nucleoplasm,Nucleoplasm
TXNL4B,Cytosol,Cytosol
MARVELD3,Vesicles,Vesicles
MARVELD3,Intermediate filaments,Intermediate_filaments
ZFHX3,Nucleoplasm,Nucleoplasm
CPNE2,Cytosol,Cytosol
CPNE2,Mitochondria,Mitochondria
CPNE2,Nucleoplasm,Nucleoplasm
NLRC5,Cytosol,Cytosol
NLRC5,Centrosome,Centrosome
KATNB1,Cytosol,Cytosol
KATNB1,Microtubules,Microtubules
KATNB1,Plasma membrane,Plasma_membrane
ADAMTS18,Midbody,Midbody
ADAMTS18,Mitotic spindle,Mitotic_spindle
ADAMTS18,Predicted to be secreted,Predicted_to_be_secreted
NUDT7,Golgi apparatus,Golgi_apparatus
NUDT7,Nucleoplasm,Nucleoplasm
GCSH,Vesicles,Vesicles
CMTM3,Nucleoplasm,Nucleoplasm
NOL3,Cytosol,Cytosol
NOL3,Nucleoplasm,Nucleoplasm
MAP1LC3B,Vesicles,Vesicles
MAP1LC3B,Basal body,Basal_body
MAP1LC3B,Cytosol,Cytosol
CDH13,Plasma membrane,Plasma_membrane
ZCCHC14,Nuclear membrane,Nuclear_membrane
MEAK7,Cytosol,Cytosol
MEAK7,Nucleoli,Nucleoli
MEAK7,Nucleoplasm,Nucleoplasm
OSGIN1,Cytosol,Cytosol
OSGIN1,Nucleoplasm,Nucleoplasm
IRF8,Nucleoplasm,Nucleoplasm
RHOT2,Mitochondria,Mitochondria
RPL3L,Nuclear speckles,Nuclear_speckles
ZSCAN32,Nucleoplasm,Nucleoplasm
ZSCAN32,Cytosol,Cytosol
RPS2,Cytosol,Cytosol
RPS2,Endoplasmic reticulum,Endoplasmic_reticulum
PDPK1,Cytosol,Cytosol
PDPK1,Primary cilium tip,Primary_cilium_tip
TIGD7,Cytosol,Cytosol
TIGD7,Plasma membrane,Plasma_membrane
DEF8,Cytosol,Cytosol
DEF8,Nucleoplasm,Nucleoplasm
GALNS,Cytosol,Cytosol
GAS8,Cytosol,Cytosol
GAS8,End piece,End_piece
GAS8,Golgi apparatus,Golgi_apparatus
GAS8,Mid piece,Mid_piece
GAS8,Plasma membrane,Plasma_membrane
GAS8,Primary cilium,Primary_cilium
GAS8,Principal piece,Principal_piece
GAS8,Vesicles,Vesicles
MED9,Nucleoplasm,Nucleoplasm
MED9,Midbody,Midbody
NCOR1,Nucleoplasm,Nucleoplasm
NCOR1,Cytosol,Cytosol
COPS3,Cytosol,Cytosol
COPS3,Nucleoplasm,Nucleoplasm
GID4,Cytosol,Cytosol
ZNF287,Golgi apparatus,Golgi_apparatus
ZNF287,Basal body,Basal_body
MYOCD,Nucleoplasm,Nucleoplasm
KSR1,Cytosol,Cytosol
KSR1,Vesicles,Vesicles
UTP4,Nucleoli fibrillar center,Nucleoli_fibrillar_center
GFOD2,Nucleoplasm,Nucleoplasm
GFOD2,Cytosol,Cytosol
GFOD2,Predicted to be secreted,Predicted_to_be_secreted
NOB1,Cytosol,Cytosol
NOB1,Focal adhesion sites,Focal_adhesion_sites
PRPSAP2,Cytosol,Cytosol
PRPSAP2,Nucleoplasm,Nucleoplasm
UNC45B,Cytosol,Cytosol
PCTP,Nucleoli,Nucleoli
PCTP,Nucleoplasm,Nucleoplasm
KIF2B,Cytokinetic bridge,Cytokinetic_bridge
KIF2B,Microtubules,Microtubules
KIF2B,Mitotic spindle,Mitotic_spindle
KIF2B,End piece,End_piece
KIF2B,Mid piece,Mid_piece
KIF2B,Nucleoli,Nucleoli
KIF2B,Principal piece,Principal_piece
C17ORF80,Mitochondria,Mitochondria
C17ORF80,Cytosol,Cytosol
TOB1,Nucleoplasm,Nucleoplasm
TOB1,Vesicles,Vesicles
VPS53,Golgi apparatus,Golgi_apparatus
VPS53,Vesicles,Vesicles
VPS53,Cytosol,Cytosol
SGSM2,Cytosol,Cytosol
SGSM2,Nucleoplasm,Nucleoplasm
NPEPPS,Cytosol,Cytosol
SKAP1,Nucleoplasm,Nucleoplasm
SKAP1,Plasma membrane,Plasma_membrane
SKAP1,Cytosol,Cytosol
LRRC46,Plasma membrane,Plasma_membrane
LRRC46,Basal body,Basal_body
LRRC46,Nuclear bodies,Nuclear_bodies
LRRC46,Primary cilium,Primary_cilium
SCRN2,Nucleoplasm,Nucleoplasm
SCRN2,Golgi apparatus,Golgi_apparatus
SPACA3,Acrosome,Acrosome
SPACA3,Predicted to be secreted,Predicted_to_be_secreted
ABCA8,Nucleoplasm,Nucleoplasm
ABCA8,Cytosol,Cytosol
G6PC3,Endoplasmic reticulum,Endoplasmic_reticulum
CLTC,Endosomes,Endosomes
CLTC,Lysosomes,Lysosomes
CLTC,Centriolar satellite,Centriolar_satellite
CLTC,Cytosol,Cytosol
CLTC,Mid piece,Mid_piece
CLTC,Mitotic spindle,Mitotic_spindle
CHCT1,Nucleoplasm,Nucleoplasm
CHCT1,Vesicles,Vesicles
BCAS3,Nucleoli,Nucleoli
PTRH2,Mitochondria,Mitochondria
SS18,Nucleoplasm,Nucleoplasm
SS18,Cytosol,Cytosol
TAF4B,Nucleoplasm,Nucleoplasm
TAF4B,Nucleoli fibrillar center,Nucleoli_fibrillar_center
AFG3L2,Mitochondria,Mitochondria
AFG3L2,Calyx,Calyx
AFG3L2,Connecting piece,Connecting_piece
AFG3L2,Mid piece,Mid_piece
AFG3L2,Perinuclear theca,Perinuclear_theca
AFG3L2,Principal piece,Principal_piece
IMPA2,Nucleoplasm,Nucleoplasm
IMPA2,Mitochondria,Mitochondria
GNAL,Cytosol,Cytosol
GNAL,Plasma membrane,Plasma_membrane
SLC39A6,Cytosol,Cytosol
SLC39A6,Nucleoplasm,Nucleoplasm
SLC39A6,Plasma membrane,Plasma_membrane
RPRD1A,Golgi apparatus,Golgi_apparatus
RPRD1A,Nucleoplasm,Nucleoplasm
C18ORF21,Nucleoli,Nucleoli
C18ORF21,Plasma membrane,Plasma_membrane
SLC25A52,Mitochondria,Mitochondria
GAREM1,Nucleoplasm,Nucleoplasm
GAREM1,Cytosol,Cytosol
OSBPL1A,Cytosol,Cytosol
OSBPL1A,Nucleoplasm,Nucleoplasm
GATA6,Nucleoplasm,Nucleoplasm
GREB1L,Mitochondria,Mitochondria
RMC1,Nucleoplasm,Nucleoplasm
PELP1,Nucleoli,Nucleoli
PELP1,Nucleoplasm,Nucleoplasm
SLC14A1,Plasma membrane,Plasma_membrane
ARRB2,Cytosol,Cytosol
ARRB2,Plasma membrane,Plasma_membrane
ARRB2,Nucleoplasm,Nucleoplasm
SLC13A5,Nucleoplasm,Nucleoplasm
SLC13A5,Plasma membrane,Plasma_membrane
ZMYND15,Nuclear speckles,Nuclear_speckles
ZMYND15,Cytosol,Cytosol
WRAP53,Nuclear bodies,Nuclear_bodies
WRAP53,Cytosol,Cytosol
WRAP53,Nucleoplasm,Nucleoplasm
ASGR1,Vesicles,Vesicles
ASGR1,Cell Junctions,Cell_Junctions
ASGR1,Predicted to be secreted,Predicted_to_be_secreted
PIK3R5,Cytosol,Cytosol
PIK3R5,Centriolar satellite,Centriolar_satellite
TP53,Nucleoplasm,Nucleoplasm
TP53,Cytosol,Cytosol
TP53,Vesicles,Vesicles
CCDC40,Cytosol,Cytosol
CCDC40,Microtubules,Microtubules
CCDC40,Primary cilium,Primary_cilium
CCDC40,Cytokinetic bridge,Cytokinetic_bridge
CCDC40,Mid piece,Mid_piece
ARHGDIA,Cytosol,Cytosol
SLC16A3,Plasma membrane,Plasma_membrane
SLC16A3,Nuclear membrane,Nuclear_membrane
CARD14,Cytosol,Cytosol
RAB40B,Vesicles,Vesicles
EIF4A3,Nucleoplasm,Nucleoplasm
EIF4A3,Cytosol,Cytosol
EIF4A3,Vesicles,Vesicles
CSNK1D,Cytosol,Cytosol
CSNK1D,Plasma membrane,Plasma_membrane
CSNK1D,Actin filaments,Actin_filaments
CSNK1D,End piece,End_piece
CSNK1D,Primary cilium,Primary_cilium
CSNK1D,Principal piece,Principal_piece
ANAPC11,Nucleoplasm,Nucleoplasm
ANAPC11,Nucleoli,Nucleoli
FN3KRP,Nucleoplasm,Nucleoplasm
NARF,Nucleoplasm,Nucleoplasm
NARF,Nucleoli,Nucleoli
RPTOR,Lysosomes,Lysosomes
RPTOR,Vesicles,Vesicles
RPTOR,Cytosol,Cytosol
FOXK2,Nucleoplasm,Nucleoplasm
FOXK2,Mitochondria,Mitochondria
FOXK2,Vesicles,Vesicles
TRIM65,Cytosol,Cytosol
TRIM65,Nucleoplasm,Nucleoplasm
TRIM65,Vesicles,Vesicles
CBX8,Nucleoplasm,Nucleoplasm
RNF157,Golgi apparatus,Golgi_apparatus
RNF157,Vesicles,Vesicles
CEP131,Basal body,Basal_body
CEP131,Centriolar satellite,Centriolar_satellite
CEP131,Flagellar centriole,Flagellar_centriole
CEP131,Cytokinetic bridge,Cytokinetic_bridge
CEP131,Microtubules,Microtubules
CEP131,Primary cilium,Primary_cilium
WDR45B,Golgi apparatus,Golgi_apparatus
WDR45B,Cytosol,Cytosol
WDR45B,Nucleoplasm,Nucleoplasm
CBX4,Nucleoplasm,Nucleoplasm
CBX4,Nuclear bodies,Nuclear_bodies
RNF165,Nucleoplasm,Nucleoplasm
RNF165,Plasma membrane,Plasma_membrane
DYM,Golgi apparatus,Golgi_apparatus
MAPK4,Golgi apparatus,Golgi_apparatus
MAPK4,Nucleoplasm,Nucleoplasm
MAPK4,Cytosol,Cytosol
MAPK4,Midbody,Midbody
ELAC1,Nucleoplasm,Nucleoplasm
ELAC1,Cytosol,Cytosol
MBD1,Nucleoplasm,Nucleoplasm
MBD1,Vesicles,Vesicles
SMAD4,Basal body,Basal_body
SMAD4,Centrosome,Centrosome
SMAD4,Nucleoplasm,Nucleoplasm
SMAD4,Cytosol,Cytosol
SMAD4,Primary cilium tip,Primary_cilium_tip
SMAD4,Vesicles,Vesicles
TNFRSF11A,Plasma membrane,Plasma_membrane
TNFRSF11A,Cytosol,Cytosol
ZCCHC2,Nucleoli,Nucleoli
ZCCHC2,Cytosol,Cytosol
ZCCHC2,Nucleoli rim,Nucleoli_rim
ZCCHC2,Nucleoplasm,Nucleoplasm
CBLN2,Cytosol,Cytosol
CBLN2,Flagellar centriole,Flagellar_centriole
CBLN2,Mid piece,Mid_piece
CBLN2,Principal piece,Principal_piece
CBLN2,Calyx,Calyx
CBLN2,Perinuclear theca,Perinuclear_theca
CBLN2,Predicted to be secreted,Predicted_to_be_secreted
PMAIP1,Vesicles,Vesicles
P3H4,Endoplasmic reticulum,Endoplasmic_reticulum
P3H4,Vesicles,Vesicles
RETREG3,Nuclear membrane,Nuclear_membrane
RETREG3,Nucleoplasm,Nucleoplasm
RETREG3,Cytosol,Cytosol
ERBB2,Plasma membrane,Plasma_membrane
ERBB2,Cytosol,Cytosol
ERBB2,Nucleoplasm,Nucleoplasm
GRB7,Cytosol,Cytosol
GRB7,Plasma membrane,Plasma_membrane
MIEN1,Cytosol,Cytosol
MIEN1,Plasma membrane,Plasma_membrane
STAC2,Cytosol,Cytosol
FKBP10,Golgi apparatus,Golgi_apparatus
TXNL4A,Nucleoplasm,Nucleoplasm
TXNL4A,Cytosol,Cytosol
CACNA1A,Endoplasmic reticulum,Endoplasmic_reticulum
SAMD1,Nucleoplasm,Nucleoplasm
SAMD1,Mitotic chromosome,Mitotic_chromosome
BRD4,Nucleoplasm,Nucleoplasm
BRD4,Mitotic chromosome,Mitotic_chromosome
SLC39A3,Vesicles,Vesicles
NFIC,Nucleoli fibrillar center,Nucleoli_fibrillar_center
NFIC,Nucleoplasm,Nucleoplasm
PLPP2,Plasma membrane,Plasma_membrane
PRDM15,Nuclear bodies,Nuclear_bodies
PRDM15,Nucleoplasm,Nucleoplasm
PFKL,Mitochondria,Mitochondria
PFKL,Nucleoli,Nucleoli
FEM1A,Golgi apparatus,Golgi_apparatus
FEM1A,Nucleoplasm,Nucleoplasm
FEM1A,Cytosol,Cytosol
VAV1,Cytosol,Cytosol
MVB12A,Vesicles,Vesicles
CIB3,Cytosol,Cytosol
CIB3,Plasma membrane,Plasma_membrane
SH3GL1,Cytosol,Cytosol
DUS3L,Nucleoplasm,Nucleoplasm
DUS3L,Cytosol,Cytosol
DPP9,Cytosol,Cytosol
CCDC97,Nucleoplasm,Nucleoplasm
CCDC97,Cytosol,Cytosol
CCDC97,Plasma membrane,Plasma_membrane
ZFP14,Nuclear speckles,Nuclear_speckles
PGGHG,Cytosol,Cytosol
HUNK,Nucleoplasm,Nucleoplasm
HUNK,Plasma membrane,Plasma_membrane
COL6A1,Cytosol,Cytosol
COL6A1,Predicted to be secreted,Predicted_to_be_secreted
SOD1,Nucleoplasm,Nucleoplasm
SOD1,Cytosol,Cytosol
COL6A2,Cytosol,Cytosol
COL6A2,Plasma membrane,Plasma_membrane
COL6A2,Predicted to be secreted,Predicted_to_be_secreted
SIK1,Nucleoplasm,Nucleoplasm
SIK1,Vesicles,Vesicles
DNMT3L,Nuclear speckles,Nuclear_speckles
SCYL1,Cytosol,Cytosol
TMEM50B,Nucleoli fibrillar center,Nucleoli_fibrillar_center
APP,Golgi apparatus,Golgi_apparatus
APP,Vesicles,Vesicles
APP,Predicted to be secreted,Predicted_to_be_secreted
DOP1B,Nucleoplasm,Nucleoplasm
DOP1B,Mitochondria,Mitochondria
URB1,Nucleoli fibrillar center,Nucleoli_fibrillar_center
AKT1,End piece,End_piece
AKT1,Microtubules,Microtubules
AKT1,Nucleoplasm,Nucleoplasm
AKT1,Principal piece,Principal_piece
AKT1,Basal body,Basal_body
AKT1,Calyx,Calyx
AKT1,Perinuclear theca,Perinuclear_theca
AKT1,Primary cilium,Primary_cilium
EMP3,Plasma membrane,Plasma_membrane
EMP3,Vesicles,Vesicles
SAE1,Cytosol,Cytosol
SAE1,Nucleoplasm,Nucleoplasm
LMTK3,Nucleoplasm,Nucleoplasm
LMTK3,Cell Junctions,Cell_Junctions
GEMIN7,Cytosol,Cytosol
GEMIN7,Nucleoplasm,Nucleoplasm
CBLC,Nucleoplasm,Nucleoplasm
CBLC,Aggresome,Aggresome
SLC6A3,Vesicles,Vesicles
RNPEPL1,Nucleoplasm,Nucleoplasm
RNPEPL1,Nuclear bodies,Nuclear_bodies
CAPN10,Cytosol,Cytosol
CAPN10,Mitochondria,Mitochondria
MYO1F,Cytosol,Cytosol
ZNF787,Nucleoplasm,Nucleoplasm
ZNF787,Mitochondria,Mitochondria
ZNF787,Nucleoli,Nucleoli
TIMM29,Mitochondria,Mitochondria
TIMM29,Nucleoplasm,Nucleoplasm
CARM1,Nucleoplasm,Nucleoplasm
EVI5L,Nucleoplasm,Nucleoplasm
EVI5L,Cytosol,Cytosol
EVI5L,Golgi apparatus,Golgi_apparatus
TM4SF5,Cell Junctions,Cell_Junctions
TM4SF5,Plasma membrane,Plasma_membrane
TM4SF5,Nucleoplasm,Nucleoplasm
PSMB6,Cytosol,Cytosol
PSMB6,Nucleoplasm,Nucleoplasm
PSMB6,Mitochondria,Mitochondria
SIGLEC10,Cytosol,Cytosol
SIGLEC10,Actin filaments,Actin_filaments
SIGLEC10,Plasma membrane,Plasma_membrane
ACP4,Plasma membrane,Plasma_membrane
ACP4,Microtubules,Microtubules
ACP4,Nuclear bodies,Nuclear_bodies
ZNF473,Nucleoplasm,Nucleoplasm
GARIN5A,Nucleoli fibrillar center,Nucleoli_fibrillar_center
RPS11,Cytosol,Cytosol
RPS11,Endoplasmic reticulum,Endoplasmic_reticulum
RPS11,Nucleoli,Nucleoli
RPL13A,Cytosol,Cytosol
RPL13A,Nucleoli,Nucleoli
CTU1,Cytosol,Cytosol
NOSIP,Nucleoplasm,Nucleoplasm
RCN3,Endoplasmic reticulum,Endoplasmic_reticulum
RCN3,Vesicles,Vesicles
ZNF614,Nucleoplasm,Nucleoplasm
ZNF614,Cytosol,Cytosol
ZNF614,Vesicles,Vesicles
SLC2A5,Plasma membrane,Plasma_membrane
SLC2A5,Mid piece,Mid_piece
SLC2A5,Principal piece,Principal_piece
RERE,Nuclear bodies,Nuclear_bodies
RERE,Nucleoplasm,Nucleoplasm
PRDM16,Nucleoplasm,Nucleoplasm
PRDM16,Cytosol,Cytosol
PRDM16,Nuclear bodies,Nuclear_bodies
PADI3,Cytosol,Cytosol
PADI3,Vesicles,Vesicles
PADI3,Nucleoplasm,Nucleoplasm
FHAD1,Nuclear bodies,Nuclear_bodies
FHAD1,Nucleoplasm,Nucleoplasm
PADI1,Cytosol,Cytosol
PADI1,Nucleoplasm,Nucleoplasm
EPHA2,Cell Junctions,Cell_Junctions
EPHA2,Plasma membrane,Plasma_membrane
EPHA2,Golgi apparatus,Golgi_apparatus
EPHA2,Nuclear speckles,Nuclear_speckles
ARHGEF19,Nuclear bodies,Nuclear_bodies
EFHD2,Cytosol,Cytosol
PEX14,Peroxisomes,Peroxisomes
PEX14,Nucleoli fibrillar center,Nucleoli_fibrillar_center
PGD,Cytosol,Cytosol
PGD,Mitochondria,Mitochondria
PGD,Nucleoplasm,Nucleoplasm
PGD,Plasma membrane,Plasma_membrane
MYOM3,Vesicles,Vesicles
MYOM3,Cytokinetic bridge,Cytokinetic_bridge
MYOM3,Golgi apparatus,Golgi_apparatus
SH3BGRL3,Nuclear bodies,Nuclear_bodies
CNKSR1,Cytosol,Cytosol
ZNF593,Nucleoli,Nucleoli
ZNF593,Nucleoplasm,Nucleoplasm
C1ORF216,Cytosol,Cytosol
C1ORF216,Nucleoplasm,Nucleoplasm
KIAA0319L,Golgi apparatus,Golgi_apparatus
KIAA0319L,Nucleoli,Nucleoli
EVA1B,Plasma membrane,Plasma_membrane
EVA1B,Cytosol,Cytosol
EVA1B,Nucleoplasm,Nucleoplasm
C1ORF94,Cytosol,Cytosol
C1ORF94,Nucleoplasm,Nucleoplasm
DMRTA2,Mitochondria,Mitochondria
DMRTA2,Nucleoplasm,Nucleoplasm
PLK4,Centrosome,Centrosome
PLK4,Cytosol,Cytosol
MAP3K6,Nucleoplasm,Nucleoplasm
MAP3K6,Actin filaments,Actin_filaments
MAP3K6,Cytosol,Cytosol
MAP3K6,Plasma membrane,Plasma_membrane
WDTC1,Vesicles,Vesicles
WDTC1,Golgi apparatus,Golgi_apparatus
CELA3A,Cytosol,Cytosol
CELA3A,Predicted to be secreted,Predicted_to_be_secreted
NBPF3,Cytosol,Cytosol
NBPF3,Nucleoplasm,Nucleoplasm
NBPF3,Nuclear speckles,Nuclear_speckles
ITGB3BP,Nucleoplasm,Nucleoplasm
SERBP1,Cytosol,Cytosol
BCL10,Cytosol,Cytosol
BCL10,Nucleoplasm,Nucleoplasm
PRKACB,Cytosol,Cytosol
PRKACB,Basal body,Basal_body
PRKACB,Cytokinetic bridge,Cytokinetic_bridge
PRKACB,Microtubules,Microtubules
PRKACB,Primary cilium,Primary_cilium
AZIN2,Cytosol,Cytosol
RPS8,Cytosol,Cytosol
RPS8,Endoplasmic reticulum,Endoplasmic_reticulum
KIF2C,Centrosome,Centrosome
KIF2C,Midbody,Midbody
KIF2C,Nucleoplasm,Nucleoplasm
KIF2C,Cytosol,Cytosol
PTPRF,Golgi apparatus,Golgi_apparatus
MOB3C,Cytosol,Cytosol
MOB3C,Intermediate filaments,Intermediate_filaments
CYP4B1,Vesicles,Vesicles
TMEM61,Plasma membrane,Plasma_membrane
TMEM61,Vesicles,Vesicles
LMO4,Nucleoplasm,Nucleoplasm
LMO4,Cytosol,Cytosol
LMO4,Midbody ring,Midbody_ring
SYPL2,Cytosol,Cytosol
SYPL2,Plasma membrane,Plasma_membrane
MTF2,Nucleoplasm,Nucleoplasm
IGSF3,Nucleoplasm,Nucleoplasm
IGSF3,Cytosol,Cytosol
ZNF697,Nucleoplasm,Nucleoplasm
CTTNBP2NL,Cytosol,Cytosol
CTTNBP2NL,Nucleoli fibrillar center,Nucleoli_fibrillar_center
STRIP1,Cytosol,Cytosol
PSMA5,Cytosol,Cytosol
FNDC7,Actin filaments,Actin_filaments
FNDC7,Nucleoplasm,Nucleoplasm
FNDC7,Predicted to be secreted,Predicted_to_be_secreted
C1ORF162,Golgi apparatus,Golgi_apparatus
C1ORF162,Nucleoplasm,Nucleoplasm
CELSR2,Cytosol,Cytosol
CELSR2,Vesicles,Vesicles
ITGA10,Endoplasmic reticulum,Endoplasmic_reticulum
GPR161,Primary cilium,Primary_cilium
GPR161,Primary cilium transition zone,Primary_cilium_transition_zone
ALDH9A1,Cytosol,Cytosol
TIPRL,Vesicles,Vesicles
NME7,Nucleoplasm,Nucleoplasm
NME7,Cytosol,Cytosol
POGK,Nucleoplasm,Nucleoplasm
CREG1,Golgi apparatus,Golgi_apparatus
CREG1,Vesicles,Vesicles
CREG1,Microtubules,Microtubules
CREG1,Predicted to be secreted,Predicted_to_be_secreted
DCAF6,Nucleoplasm,Nucleoplasm
DCAF6,Cytosol,Cytosol
RXRG,Nuclear bodies,Nuclear_bodies
RXRG,Nucleoplasm,Nucleoplasm
TBX19,Nuclear speckles,Nuclear_speckles
UCK2,Nucleoplasm,Nucleoplasm
UCK2,Cytosol,Cytosol
TMCO1,Endoplasmic reticulum,Endoplasmic_reticulum
POU2F1,Nucleoplasm,Nucleoplasm
POU2F1,Endoplasmic reticulum,Endoplasmic_reticulum
POU2F1,Vesicles,Vesicles
ILDR2,Plasma membrane,Plasma_membrane
DPT,Vesicles,Vesicles
DPT,Predicted to be secreted,Predicted_to_be_secreted
MGST3,Nucleoplasm,Nucleoplasm
NECTIN4,Plasma membrane,Plasma_membrane
NECTIN4,Predicted to be secreted,Predicted_to_be_secreted
UFC1,Nuclear speckles,Nuclear_speckles
UFC1,Cytosol,Cytosol
PPOX,Mitochondria,Mitochondria
PPOX,Cytosol,Cytosol
PPOX,Vesicles,Vesicles
FCGR2A,Plasma membrane,Plasma_membrane
FCGR2A,Golgi apparatus,Golgi_apparatus
NUF2,Nucleoplasm,Nucleoplasm
NUF2,Cytosol,Cytosol
NUF2,Kinetochore,Kinetochore
RGS5,Cytosol,Cytosol
RGS5,Vesicles,Vesicles
PFDN2,Mitochondria,Mitochondria
PFDN2,Nucleoplasm,Nucleoplasm
PFDN2,Cytosol,Cytosol
NR1I3,Nucleoplasm,Nucleoplasm
USP21,Cytosol,Cytosol
USP21,Nucleoplasm,Nucleoplasm
USP21,Plasma membrane,Plasma_membrane
PRCC,Nuclear speckles,Nuclear_speckles
METTL25B,Nucleoli,Nucleoli
METTL25B,Cytosol,Cytosol
CASQ1,Mitochondria,Mitochondria
CASQ1,Nucleoplasm,Nucleoplasm
ISG20L2,Nucleoplasm,Nucleoplasm
CRABP2,Cytosol,Cytosol
CRABP2,Nucleoplasm,Nucleoplasm
HDGF,Nucleoplasm,Nucleoplasm
HDGF,Predicted to be secreted,Predicted_to_be_secreted
ABL2,Cytosol,Cytosol
ABL2,Intermediate filaments,Intermediate_filaments
RGS16,Cytosol,Cytosol
TOR1AIP1,Nuclear membrane,Nuclear_membrane
HMCN1,Cytosol,Cytosol
HMCN1,Golgi apparatus,Golgi_apparatus
HMCN1,Predicted to be secreted,Predicted_to_be_secreted
RGL1,Golgi apparatus,Golgi_apparatus
RGL1,Nucleoplasm,Nucleoplasm
RGL1,Vesicles,Vesicles
LYPLAL1,Cytosol,Cytosol
LHX9,Nucleoplasm,Nucleoplasm
PRUNE1,Cytosol,Cytosol
RORC,Nuclear bodies,Nuclear_bodies
TUFT1,Vesicles,Vesicles
TUFT1,Predicted to be secreted,Predicted_to_be_secreted
SF3B4,Nuclear speckles,Nuclear_speckles
ECM1,Cytosol,Cytosol
ECM1,Nucleoplasm,Nucleoplasm
